Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Chucky Atkins,PG,35,DET,40,11,644,3.2,8.8,.363,1.2,4.1,.301,2.0,4.7,.417,1.4,1.5,.926,0.3,1.3,1.6,5.1,1.0,0.0,1.8,3.0,9.0
22,D.J. Augustin,PG,22,CHA,80,2,1472,4.1,10.6,.386,1.7,4.4,.393,2.4,6.3,.381,2.5,3.2,.779,0.3,2.1,2.4,4.7,1.1,0.1,1.8,3.1,12.4
23,Jeff Ayres,C,22,POR,39,4,405,3.8,5.8,.662,0.0,0.0,,3.8,5.8,.662,1.6,1.8,.900,2.2,6.5,8.7,0.1,0.6,1.4,1.1,6.8,9.2
24,Kelenna Azubuike,SF,26,GSW,9,7,231,7.5,13.7,.545,1.6,4.2,.370,5.9,9.5,.623,3.0,4.4,.679,1.9,4.5,6.4,1.6,0.8,1.4,1.1,2.5,19.5
25,Renaldo Balkman,SF,25,DEN,13,1,91,2.4,7.1,.333,0.0,2.8,.000,2.4,4.4,.545,0.8,2.4,.333,1.6,7.5,9.1,2.8,3.2,0.8,2.4,6.3,5.5
26,Marcus Banks,PG,28,TOR,22,0,244,5.8,10.8,.534,1.0,3.5,.292,4.7,7.2,.653,3.5,4.3,.828,0.4,3.0,3.4,3.8,1.8,0.3,3.0,4.4,16.1
27,Leandro Barbosa,PG,27,PHO,44,5,786,7.1,16.7,.425,2.0,6.2,.324,5.1,10.5,.485,2.9,3.3,.877,0.5,2.7,3.2,2.9,1.1,0.5,2.1,3.3,19.1
28,J.J. Barea,PG,25,DAL,78,18,1546,5.4,12.3,.440,1.3,3.7,.357,4.1,8.6,.476,1.8,2.1,.844,0.4,3.0,3.4,6.0,0.8,0.1,2.4,2.8,13.9
29,Andrea Bargnani,PF,24,TOR,80,80,2799,6.9,14.7,.470,1.6,4.2,.372,5.4,10.5,.509,2.3,3.0,.774,1.4,5.0,6.3,1.2,0.3,1.4,1.5,2.8,17.7
30,Matt Barnes,SF,29,ORL,81,58,2097,4.7,9.6,.487,1.1,3.6,.319,3.5,6.0,.586,1.9,2.5,.740,1.8,5.8,7.6,2.3,1.0,0.5,1.9,3.2,12.3
31,Earl Barron,C,28,NYK,7,6,232,4.7,10.6,.441,0.0,0.0,,4.7,10.6,.441,3.4,4.5,.759,4.8,7.1,11.9,1.2,0.6,0.6,1.7,3.7,12.7
32,Brandon Bass,PF,24,ORL,50,3,648,6.6,12.9,.511,0.0,0.0,,6.6,12.9,.511,2.9,3.5,.825,3.0,4.1,7.1,1.1,0.7,1.5,1.7,3.8,16.1
33,Tony Battie,C,33,NJN,15,0,134,3.8,10.7,.350,0.3,1.1,.250,3.5,9.7,.361,1.9,2.7,.700,1.1,5.1,6.2,0.8,1.1,0.5,0.8,5.1,9.7
34,Shane Battier,SG,31,HOU,67,62,2168,3.0,7.4,.398,1.7,4.6,.362,1.3,2.8,.458,1.3,1.8,.726,1.2,4.0,5.2,2.7,0.9,1.3,1.1,2.3,8.9
35,Nicolas Batum,SF,21,POR,37,25,918,5.5,10.5,.519,2.1,5.2,.409,3.3,5.3,.625,1.7,2.0,.843,1.3,4.3,5.5,1.7,0.9,1.0,1.1,3.3,14.7
36,Jerryd Bayless,SG,21,POR,74,11,1304,5.5,13.3,.414,0.8,2.5,.315,4.7,10.8,.437,5.5,6.7,.831,0.5,2.8,3.3,4.7,0.7,0.1,2.6,4.2,17.4
37,Michael Beasley,PF,21,MIA,78,78,2328,7.2,16.1,.450,0.4,1.6,.275,6.8,14.5,.469,3.0,3.7,.800,1.9,5.8,7.7,1.5,1.2,0.8,2.0,3.4,17.9
38,Rodrigue Beaubois,PG,21,DAL,56,16,700,8.0,15.4,.518,2.3,5.7,.409,5.7,9.7,.582,2.2,2.7,.808,0.6,3.4,4.0,3.8,1.5,0.6,2.8,4.3,20.4
39,Marco Belinelli,SG,23,TOR,66,1,1121,4.9,12.2,.406,1.9,5.1,.380,3.0,7.1,.425,3.2,3.9,.835,0.4,2.6,3.1,2.9,1.3,0.2,1.9,2.6,15.1
40,Charlie Bell,SG,30,MIL,71,39,1611,3.8,9.9,.381,1.6,4.5,.365,2.1,5.4,.395,1.1,1.5,.716,0.7,2.3,2.9,2.3,0.9,0.3,1.2,3.0,10.3
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Raja Bell,SG,33,TOT,6,5,180,5.6,12.2,.459,2.4,5.4,.444,3.2,6.8,.471,0.6,0.6,1.000,1.0,3.6,4.6,2.6,0.8,0.4,1.0,3.0,14.2
41,Raja Bell,SG,33,CHA,5,5,157,5.5,12.6,.436,2.1,5.5,.375,3.4,7.1,.484,0.7,0.7,1.000,1.1,3.7,4.8,2.3,0.9,0.5,1.1,3.0,13.8
41,Raja Bell,SG,33,GSW,1,0,23,6.3,9.4,.667,4.7,4.7,1.000,1.6,4.7,.333,0.0,0.0,,0.0,3.1,3.1,4.7,0.0,0.0,0.0,3.1,17.2
42,Jonathan Bender,SF,29,NYK,25,1,292,4.9,12.3,.400,1.7,4.8,.359,3.2,7.5,.426,3.0,3.2,.923,1.8,4.6,6.4,2.0,0.2,2.1,3.5,4.1,14.5
43,Mike Bibby,PG,31,ATL,80,80,2195,4.4,10.6,.416,2.1,5.3,.389,2.3,5.2,.444,1.1,1.3,.861,0.3,2.7,3.0,5.1,1.1,0.0,1.5,2.6,12.0
44,Andris Biedriņš,C,23,GSW,33,29,763,3.8,6.5,.591,0.0,0.0,,3.8,6.5,.591,0.2,1.2,.160,3.0,9.2,12.2,2.7,0.9,2.1,1.5,5.5,7.8
45,Chauncey Billups*,PG,33,DEN,73,73,2490,5.8,13.9,.418,2.3,5.9,.386,3.5,8.0,.441,6.7,7.4,.910,0.4,2.9,3.3,5.9,1.2,0.1,2.6,2.2,20.6
46,DeJuan Blair,PF,20,SAS,82,23,1494,6.6,11.9,.556,0.0,0.0,.000,6.6,11.9,.558,2.1,3.9,.547,4.8,7.9,12.7,1.6,1.2,0.9,2.7,5.4,15.4
47,Steve Blake,PG,29,TOT,80,38,2159,3.6,8.7,.416,1.9,4.9,.395,1.7,3.8,.443,0.6,0.8,.750,0.4,2.8,3.1,6.3,1.0,0.1,2.1,2.1,9.8
47,Steve Blake,PG,29,POR,51,28,1397,3.7,9.1,.403,2.0,5.3,.377,1.7,3.8,.439,0.6,0.8,.750,0.4,2.7,3.0,5.2,1.0,0.1,1.7,2.2,10.0
47,Steve Blake,PG,29,LAC,29,10,762,3.5,7.9,.443,1.8,4.1,.437,1.7,3.8,.450,0.6,0.8,.750,0.3,3.0,3.3,8.4,1.0,0.2,3.0,1.8,9.4
48,Andray Blatche,PF,23,WAS,81,36,2256,7.6,15.9,.478,0.2,0.7,.295,7.4,15.2,.487,2.8,3.7,.744,2.5,5.6,8.1,2.7,1.4,1.1,2.9,3.5,18.2
49,Keith Bogans,SF,29,SAS,79,50,1559,2.8,6.9,.403,1.6,4.5,.357,1.2,2.4,.490,0.9,1.2,.740,0.6,3.5,4.1,2.2,1.0,0.3,1.2,3.6,8.0
50,Andrew Bogut,C,25,MIL,69,69,2229,7.6,14.7,.520,0.0,0.0,.000,7.6,14.7,.521,2.4,3.8,.629,3.4,8.0,11.3,2.1,0.6,2.8,2.1,3.6,17.7
51,Matt Bonner,PF,29,SAS,65,8,1161,5.1,11.5,.446,2.8,7.2,.390,2.4,4.4,.539,1.1,1.5,.729,1.6,5.0,6.6,2.1,0.9,0.7,1.2,3.4,14.2
52,Josh Boone,PF,25,NJN,63,28,1045,4.0,7.7,.525,0.0,0.0,,4.0,7.7,.525,0.7,2.0,.328,4.3,6.6,10.9,1.0,1.0,1.7,1.3,3.8,8.7
53,Carlos Boozer,PF,28,UTA,78,78,2673,8.3,14.8,.562,0.0,0.0,,8.3,14.8,.562,3.8,5.2,.742,2.4,9.3,11.8,3.3,1.1,0.5,2.9,3.6,20.5
54,Chris Bosh*,C,25,TOR,70,70,2526,8.6,16.5,.518,0.1,0.3,.364,8.4,16.2,.521,6.7,8.4,.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,23.9
55,Ryan Bowen,SF,34,OKC,1,0,8,4.5,4.5,1.000,0.0,0.0,,4.5,4.5,1.000,9.0,9.0,1.000,4.5,4.5,9.0,0.0,4.5,0.0,0.0,9.0,18.0
56,Earl Boykins,PG,33,WAS,67,1,1117,5.5,13.0,.427,0.6,1.9,.317,4.9,11.1,.446,2.5,2.9,.865,0.5,1.9,2.4,5.5,0.8,0.1,2.2,1.5,14.2
57,Elton Brand,PF,30,PHI,76,57,2297,6.5,13.4,.480,0.0,0.0,.000,6.5,13.4,.481,2.7,3.7,.738,2.8,4.4,7.2,1.7,1.3,1.3,2.1,3.6,15.6
58,Corey Brewer,SG,23,MIN,82,82,2482,5.9,13.8,.431,1.2,3.4,.346,4.7,10.3,.459,2.4,3.7,.648,1.0,3.0,4.0,2.8,1.7,0.4,2.4,3.2,15.5
59,Ronnie Brewer,SG,24,TOT,58,53,1742,4.3,8.9,.487,0.2,0.6,.258,4.2,8.2,.505,1.8,2.7,.639,0.9,2.9,3.9,3.2,1.9,0.3,1.1,1.7,10.6
59,Ronnie Brewer,SG,24,UTA,53,53,1662,4.5,9.0,.495,0.2,0.7,.258,4.3,8.3,.514,1.8,2.8,.633,1.0,2.9,3.9,3.3,1.8,0.3,1.1,1.7,10.9
59,Ronnie Brewer,SG,24,MEM,5,0,80,1.4,5.9,.231,0.0,0.0,,1.4,5.9,.231,1.8,2.3,.800,0.5,2.7,3.2,1.4,2.7,0.0,0.9,0.0,4.5
60,Primož Brezec,C,30,TOT,21,0,95,3.4,9.9,.346,0.0,0.0,,3.4,9.9,.346,0.4,2.3,.167,4.5,4.9,9.5,0.4,0.4,1.1,0.8,7.2,7.2
60,Primož Brezec,C,30,PHI,7,0,36,2.0,13.0,.154,0.0,0.0,,2.0,13.0,.154,1.0,2.0,.500,6.0,6.0,12.0,0.0,1.0,1.0,0.0,9.0,5.0
60,Primož Brezec,C,30,MIL,14,0,59,4.3,7.9,.538,0.0,0.0,,4.3,7.9,.538,0.0,2.4,.000,3.7,4.3,7.9,0.6,0.0,1.2,1.2,6.1,8.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Jon Brockman,PF,22,SAC,52,4,654,3.0,5.7,.534,0.0,0.0,,3.0,5.7,.534,2.0,3.4,.597,5.8,5.9,11.7,1.2,0.8,0.3,1.3,6.3,8.1
62,Aaron Brooks,PG,25,HOU,82,82,2919,7.1,16.4,.432,2.6,6.5,.398,4.5,9.9,.454,3.0,3.7,.822,0.7,2.0,2.7,5.4,0.9,0.2,2.9,2.5,19.8
63,Bobby Brown,PG,25,TOT,45,0,519,6.1,16.4,.371,1.8,6.8,.265,4.3,9.6,.446,0.9,1.0,.867,0.6,2.0,2.6,6.1,1.0,0.1,3.2,2.9,14.9
63,Bobby Brown,PG,25,NOH,22,0,328,6.6,16.7,.395,1.9,7.2,.258,4.7,9.4,.500,0.9,0.9,1.000,0.1,1.9,2.0,5.0,1.0,0.1,2.6,3.1,15.9
63,Bobby Brown,PG,25,LAC,23,0,191,5.3,16.0,.329,1.7,6.0,.281,3.6,10.0,.358,0.9,1.3,.714,1.5,2.3,3.8,7.9,1.1,0.0,4.1,2.6,13.2
64,Derrick Brown,SF,22,CHA,57,0,535,4.6,9.9,.463,0.1,0.5,.286,4.4,9.4,.471,3.2,4.8,.667,2.1,3.2,5.2,1.3,1.4,0.7,1.3,3.6,12.5
65,Devin Brown,SG,31,TOT,50,37,1060,4.6,12.3,.377,2.0,5.6,.354,2.6,6.7,.396,2.3,2.9,.802,1.0,3.2,4.2,2.2,1.1,0.2,2.1,2.4,13.6
65,Devin Brown,SG,31,NOH,39,37,967,4.8,12.1,.394,2.0,5.5,.367,2.8,6.6,.416,2.6,3.2,.802,1.0,3.1,4.1,2.2,1.1,0.2,2.1,2.3,14.1
65,Devin Brown,SG,31,CHI,11,0,93,3.1,13.9,.222,1.5,6.6,.235,1.5,7.4,.211,0.0,0.0,,0.8,5.0,5.8,2.7,1.2,0.4,1.9,3.9,7.7
66,Kwame Brown,C,27,DET,48,1,660,3.4,6.8,.500,0.0,0.1,.000,3.4,6.7,.504,1.8,5.3,.337,2.9,6.8,9.7,1.2,0.8,0.7,2.3,5.1,8.6
67,Shannon Brown,SG,24,LAL,82,7,1700,5.4,12.5,.427,1.3,4.0,.328,4.0,8.5,.474,2.1,2.6,.818,0.6,3.2,3.9,2.3,1.2,0.7,1.4,2.7,14.1
68,Kobe Bryant*,SG,31,LAL,73,73,2835,9.1,19.9,.456,1.3,3.8,.329,7.8,16.1,.487,5.6,6.9,.811,1.0,4.0,5.0,4.6,1.4,0.3,3.0,2.4,25.0
69,Chase Budinger,SF,21,HOU,74,4,1488,6.0,13.7,.441,2.2,6.0,.369,3.8,7.6,.497,1.6,2.1,.770,0.9,4.4,5.3,2.1,0.8,0.3,1.2,2.1,15.9
70,Caron Butler,SF-SG,29,TOT,74,74,2783,5.8,13.6,.428,0.5,1.9,.290,5.3,11.7,.450,3.4,4.1,.838,1.3,4.6,6.0,2.0,1.5,0.3,2.1,2.5,15.6
70,Caron Butler,SF,29,WAS,47,47,1853,5.7,13.5,.422,0.5,1.8,.263,5.2,11.6,.447,3.6,4.1,.877,1.3,4.8,6.1,2.1,1.3,0.3,2.2,2.4,15.5
70,Caron Butler,SG,29,DAL,27,27,930,6.1,13.8,.440,0.7,1.9,.340,5.4,11.9,.456,3.1,4.0,.760,1.4,4.2,5.6,1.9,1.9,0.3,1.8,2.6,15.9
71,Rasual Butler,SF,30,LAC,82,64,2702,4.7,11.6,.409,1.9,5.8,.336,2.8,5.8,.482,1.6,1.9,.841,0.5,2.7,3.2,1.5,0.5,0.9,1.1,1.6,13.0
72,Andrew Bynum,C,22,LAL,65,65,1977,7.1,12.5,.570,0.0,0.0,.000,7.1,12.5,.571,3.5,4.8,.739,3.2,6.6,9.9,1.2,0.6,1.7,2.1,3.5,17.8
73,Will Bynum,PG,27,DET,63,20,1667,5.1,11.5,.444,0.3,1.2,.218,4.9,10.3,.470,3.1,3.8,.798,0.5,2.5,3.1,6.1,1.2,0.2,2.5,3.1,13.6
74,José Calderón,PG,28,TOR,68,39,1817,5.4,11.3,.482,1.3,3.4,.398,4.1,7.9,.519,1.6,2.1,.798,0.5,2.4,2.8,8.0,0.9,0.1,2.0,2.7,13.8
75,Marcus Camby,PF-C,35,TOT,74,74,2314,3.7,7.8,.475,0.0,0.1,.286,3.7,7.7,.478,1.2,1.9,.639,3.9,9.7,13.6,2.9,1.5,2.3,1.4,2.5,8.6
75,Marcus Camby,PF,35,LAC,51,51,1596,3.7,8.0,.466,0.0,0.1,.333,3.7,7.9,.469,1.4,2.1,.659,3.7,10.2,13.9,3.4,1.6,2.2,1.4,2.4,8.9
75,Marcus Camby,C,35,POR,23,23,718,3.6,7.3,.497,0.0,0.1,.000,3.6,7.2,.500,0.9,1.6,.581,4.2,8.6,12.8,1.8,1.3,2.4,1.4,2.8,8.1
76,Brian Cardinal,PF,32,MIN,29,0,267,1.9,4.9,.389,0.4,1.2,.333,1.5,3.6,.407,2.3,2.4,.944,0.9,3.0,3.9,3.2,1.2,0.4,0.9,7.6,6.5
77,Rodney Carney,SG,25,PHI,68,0,857,4.7,11.8,.401,1.7,5.7,.304,3.0,6.2,.490,2.2,2.6,.825,1.1,4.7,5.8,1.6,1.1,0.8,0.9,3.3,13.4
78,DeMarre Carroll,SF,23,MEM,71,1,795,4.0,10.1,.396,0.0,0.3,.000,4.0,9.8,.407,1.5,2.4,.623,2.4,4.4,6.8,1.5,1.3,0.4,1.1,4.8,9.5
79,Matt Carroll,SG,29,DAL,25,0,121,5.4,14.9,.360,1.2,5.7,.211,4.2,9.2,.452,1.8,1.8,1.000,1.2,2.4,3.6,1.8,1.5,0.0,2.1,3.9,13.7
80,Anthony Carter,PG,34,DEN,54,7,859,3.2,7.6,.420,0.7,2.6,.270,2.5,4.9,.500,0.5,0.5,.846,0.7,3.0,3.7,6.7,1.6,0.5,2.4,3.0,7.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Vince Carter*,SG,33,ORL,75,74,2310,6.8,15.8,.428,1.9,5.0,.367,4.9,10.8,.456,4.0,4.8,.840,0.5,4.1,4.6,3.7,0.8,0.3,1.7,2.9,19.4
82,Omri Casspi,SF,21,SAC,77,31,1931,5.6,12.5,.446,1.4,3.8,.369,4.2,8.7,.480,2.2,3.2,.672,1.4,5.1,6.5,1.8,1.0,0.3,1.8,2.3,14.8
83,Mario Chalmers,PG,23,MIA,73,22,1807,3.6,9.0,.401,1.5,4.7,.318,2.1,4.3,.491,1.6,2.2,.745,0.5,2.2,2.7,4.9,1.8,0.2,2.5,3.5,10.4
84,Tyson Chandler,C,27,CHA,51,27,1163,3.4,5.9,.574,0.0,0.0,,3.4,5.9,.574,3.6,4.9,.732,3.5,6.4,9.9,0.5,0.5,1.7,2.8,4.3,10.3
85,Wilson Chandler,SG,22,NYK,65,64,2320,6.4,13.3,.479,0.6,2.3,.267,5.8,11.0,.524,2.0,2.5,.806,1.4,4.0,5.4,2.1,0.7,0.8,1.7,2.9,15.4
86,Earl Clark,PF,22,PHO,51,0,383,5.3,14.2,.371,0.2,0.5,.400,5.1,13.7,.370,2.4,3.4,.722,1.7,4.1,5.8,2.0,0.7,1.2,2.2,2.3,13.2
87,Jarron Collins,C,31,PHO,34,10,261,1.7,4.3,.387,0.0,0.0,,1.7,4.3,.387,1.4,3.4,.400,3.0,5.5,8.6,0.8,0.3,0.4,1.4,5.8,4.7
88,Jason Collins,C,31,ATL,24,0,115,2.5,7.2,.348,0.0,0.3,.000,2.5,6.9,.364,0.0,0.6,.000,1.6,2.8,4.4,1.3,0.9,0.6,1.6,6.6,5.0
89,Mardy Collins,SG,25,LAC,43,0,470,3.6,9.8,.367,0.3,1.3,.235,3.3,8.5,.387,1.0,1.6,.619,1.0,2.8,3.8,3.4,1.8,0.1,2.5,3.4,8.5
90,Darren Collison,PG,22,NOH,76,37,2109,6.4,13.5,.477,0.8,2.0,.400,5.6,11.5,.490,2.5,3.0,.851,0.7,2.6,3.3,7.4,1.3,0.1,3.4,1.6,16.1
91,Nick Collison,C,29,OKC,75,5,1557,4.2,7.1,.589,0.0,0.1,.250,4.2,7.1,.593,1.7,2.5,.692,3.5,5.4,8.9,0.9,0.9,1.1,1.5,5.3,10.2
92,Mike Conley,PG,22,MEM,80,80,2569,5.2,11.6,.445,1.1,3.0,.387,4.0,8.7,.464,1.9,2.6,.743,0.4,2.3,2.7,6.0,1.5,0.2,2.4,2.5,13.4
93,Will Conroy,PG,27,HOU,5,0,36,3.0,10.0,.300,0.0,3.0,.000,3.0,7.0,.429,0.0,2.0,.000,0.0,3.0,3.0,7.0,0.0,0.0,4.0,5.0,6.0
94,Brian Cook,PF,29,HOU,15,0,44,5.7,18.8,.304,1.6,7.4,.222,4.1,11.5,.357,4.1,5.7,.714,0.8,6.5,7.4,0.8,0.0,1.6,4.9,4.1,17.2
95,Daequan Cook,SG,22,MIA,45,3,691,4.2,13.2,.320,2.1,6.6,.317,2.1,6.6,.323,1.1,1.3,.840,0.5,3.8,4.3,2.2,0.7,0.5,1.3,2.6,11.6
96,Jamal Crawford,SG,29,ATL,79,0,2460,7.3,16.2,.449,2.4,6.2,.382,4.9,9.9,.491,4.0,4.6,.857,0.5,2.4,2.9,3.5,0.9,0.2,2.0,1.9,20.9
97,Dante Cunningham,PF,22,POR,63,2,707,5.4,10.9,.495,0.0,0.1,.000,5.4,10.8,.500,1.6,2.4,.646,2.7,5.4,8.1,0.7,1.2,1.1,0.8,4.9,12.4
98,Eddy Curry,C,27,NYK,7,0,62,4.6,12.2,.381,0.0,0.0,,4.6,12.2,.381,5.8,9.9,.588,2.3,5.2,7.5,0.0,0.0,0.6,7.5,7.5,15.1
99,JamesOn Curry,PG,24,LAC,1,0,0,,,,,,,,,,,,,,,,,,,,,
100,Stephen Curry,PG,21,GSW,80,77,2896,6.6,14.2,.462,2.1,4.7,.437,4.5,9.5,.474,2.2,2.5,.885,0.6,3.8,4.4,5.9,1.9,0.2,3.0,3.1,17.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Samuel Dalembert,C,28,PHI,82,80,2124,4.8,8.9,.545,0.0,0.0,,4.8,8.9,.545,1.6,2.3,.729,4.1,9.2,13.3,1.1,0.7,2.6,2.1,4.3,11.3
102,Erick Dampier,C,34,DAL,55,47,1280,3.7,6.0,.624,0.0,0.1,.333,3.7,5.9,.629,1.7,2.8,.604,3.6,7.7,11.3,0.9,0.4,2.2,1.7,4.3,9.2
103,Marquis Daniels,SF,29,BOS,51,4,937,4.8,9.6,.498,0.2,1.1,.214,4.5,8.5,.534,1.3,2.2,.607,1.0,2.6,3.6,2.5,1.0,0.2,1.6,3.5,11.1
104,Baron Davis,PG,30,LAC,75,73,2523,5.9,14.5,.406,1.2,4.2,.277,4.7,10.3,.459,3.4,4.2,.821,0.7,3.1,3.8,8.5,1.8,0.6,3.0,3.0,16.3
105,Glen Davis,PF,24,BOS,54,1,933,4.7,10.8,.437,0.0,0.2,.000,4.7,10.6,.444,3.7,5.3,.696,3.9,4.0,7.9,1.4,0.8,0.5,2.0,5.1,13.1
