Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
22,William Avery,PG,22,MIN,28,0,258,3.6,12.6,.289,0.8,4.9,.171,2.8,7.7,.364,1.8,2.7,.684,0.6,2.8,3.3,5.0,1.0,0.0,2.7,2.4,9.9
23,Dalibor Bagarić,C,21,CHI,50,0,638,4.1,10.0,.404,0.0,0.1,.000,4.1,10.0,.407,2.3,3.9,.586,3.1,6.0,9.1,1.3,1.0,1.4,2.6,6.1,10.4
24,Vin Baker,C,30,SEA,55,41,1710,6.6,13.7,.485,0.0,0.2,.125,6.6,13.5,.490,3.0,4.8,.633,3.5,3.8,7.4,1.5,0.5,0.8,2.7,4.1,16.3
25,Erick Barkley,PG,23,POR,19,4,228,3.8,10.7,.353,0.2,1.1,.143,3.6,9.6,.377,1.4,1.6,.900,0.8,2.1,2.8,5.4,2.7,0.2,1.9,4.6,9.2
26,Dana Barros,PG,34,DET,29,20,582,4.6,11.9,.385,1.5,4.4,.338,3.1,7.5,.413,1.3,1.7,.778,0.1,3.5,3.5,4.8,0.9,0.1,2.0,2.3,11.9
27,Brent Barry,SG,30,SEA,81,81,3040,4.7,9.4,.508,1.9,4.6,.424,2.8,4.8,.588,2.3,2.8,.846,0.7,4.5,5.2,5.0,1.7,0.4,2.0,2.2,13.8
28,Jon Barry,SG,32,DET,82,6,1985,4.6,9.5,.489,2.2,4.7,.469,2.4,4.8,.508,2.0,2.1,.931,0.8,3.5,4.2,5.0,1.7,0.4,2.0,2.4,13.4
29,Mengke Bateer,C,26,DEN,27,10,408,4.7,11.6,.402,0.4,1.1,.333,4.3,10.6,.408,2.6,3.3,.784,2.8,5.6,8.5,1.9,0.9,0.4,2.8,8.3,12.3
30,Tony Battie,C,25,BOS,74,73,1819,4.2,7.7,.541,0.0,0.0,.000,4.2,7.7,.544,1.7,2.6,.677,3.6,5.9,9.5,0.7,1.2,1.3,1.0,4.3,10.1
31,Shane Battier,SF,23,MEM,78,78,3097,4.8,11.2,.429,1.2,3.2,.373,3.6,8.0,.451,2.3,3.3,.700,2.1,2.8,4.9,2.5,1.4,0.9,1.8,2.5,13.1
32,Charlie Bell,SG,22,TOT,7,0,44,2.5,9.0,.273,0.0,4.9,.000,2.5,4.1,.600,1.6,1.6,1.000,1.6,2.5,4.1,1.6,0.0,0.0,4.1,2.5,6.5
32,Charlie Bell,SG,22,PHO,5,0,42,2.6,9.4,.273,0.0,5.1,.000,2.6,4.3,.600,1.7,1.7,1.000,1.7,1.7,3.4,1.7,0.0,0.0,4.3,2.6,6.9
32,Charlie Bell,SG,22,DAL,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Raja Bell,SG,25,PHI,74,12,890,4.2,9.7,.429,0.5,1.8,.273,3.7,7.9,.464,1.5,1.9,.750,1.3,3.2,4.5,2.9,0.8,0.2,1.9,4.4,10.3
34,Jonathan Bender,SF,21,IND,78,17,1647,4.3,10.1,.430,1.0,2.7,.360,3.3,7.3,.457,3.1,4.0,.773,1.4,3.9,5.3,1.4,0.4,1.1,2.1,3.2,12.7
35,Travis Best,PG,29,TOT,74,21,1747,4.7,10.7,.440,0.4,1.2,.356,4.3,9.5,.451,2.1,2.4,.897,0.4,2.7,3.1,6.7,1.8,0.1,2.0,3.6,12.0
35,Travis Best,PG,29,IND,44,3,954,4.4,10.0,.439,0.5,1.3,.382,3.9,8.7,.448,2.2,2.5,.877,0.4,2.3,2.6,6.6,2.2,0.2,2.2,3.8,11.4
35,Travis Best,PG,29,CHI,30,18,793,5.1,11.5,.441,0.4,1.1,.320,4.7,10.4,.454,2.1,2.3,.922,0.5,3.2,3.7,6.8,1.5,0.0,1.8,3.3,12.7
36,Mike Bibby,PG,23,SAC,80,80,2659,6.0,13.3,.453,0.7,1.9,.370,5.3,11.5,.466,2.1,2.6,.803,0.5,2.5,3.0,5.5,1.2,0.2,1.8,1.8,14.9
37,Chauncey Billups*,PG,25,MIN,82,54,2355,5.3,12.6,.423,1.9,4.8,.394,3.4,7.8,.441,3.2,3.6,.885,0.5,2.9,3.5,6.9,1.0,0.3,2.1,2.6,15.7
38,Mookie Blaylock,PG,34,GSW,35,0,599,3.0,8.8,.342,0.9,2.5,.357,2.1,6.3,.337,0.2,0.5,.500,0.5,2.6,3.1,6.9,1.4,0.2,2.2,1.2,7.2
39,Corie Blount,PF,33,PHI,72,21,1426,2.9,6.3,.458,0.0,0.0,.000,2.9,6.3,.460,0.7,1.1,.644,3.8,5.5,9.3,1.1,1.2,0.7,1.3,4.4,6.5
40,Mark Blount,C,26,BOS,44,0,415,2.8,6.6,.421,0.0,0.0,,2.8,6.6,.421,2.6,3.2,.811,2.3,5.1,7.4,0.9,1.4,1.6,2.0,5.1,8.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Calvin Booth,C,25,SEA,15,15,279,4.5,10.6,.427,0.0,0.0,,4.5,10.6,.427,3.0,3.1,.958,2.6,4.4,7.0,2.1,0.8,1.7,2.1,6.1,12.0
42,Ruben Boumtje-Boumtje,C,23,POR,33,1,245,1.9,4.7,.406,0.0,0.0,,1.9,4.7,.406,1.9,3.7,.520,3.1,5.0,8.1,0.6,0.4,2.4,2.1,5.6,5.7
43,Cal Bowdler,PF,24,ATL,52,0,585,3.8,10.7,.351,0.1,0.3,.200,3.7,10.4,.355,2.4,2.9,.830,2.3,4.4,6.8,0.7,1.1,0.9,0.7,3.9,10.0
44,Bruce Bowen,SF,30,SAS,59,59,1699,3.3,8.4,.389,1.2,3.1,.378,2.1,5.3,.396,1.0,2.0,.479,0.9,2.5,3.4,1.9,1.3,0.5,1.4,2.5,8.7
45,Ryan Bowen,SF,26,DEN,75,21,1686,3.1,6.6,.479,0.0,0.3,.083,3.1,6.3,.495,1.5,2.0,.750,2.9,3.5,6.4,1.1,1.6,0.9,0.9,3.7,7.8
46,Ira Bowman,SG,28,PHI,3,0,29,6.2,8.7,.714,0.0,1.2,.000,6.2,7.4,.833,0.0,0.0,,0.0,1.2,1.2,1.2,2.5,0.0,0.0,3.7,12.4
47,Earl Boykins,PG,25,LAC,68,2,761,5.2,13.0,.400,0.6,2.0,.310,4.6,11.0,.416,2.2,2.9,.770,1.3,1.3,2.6,6.9,0.9,0.1,2.1,2.1,13.2
48,Michael Bradley,PF,22,TOR,26,0,118,4.0,7.6,.520,0.0,0.6,.000,4.0,7.0,.565,1.2,2.4,.500,2.1,5.2,7.3,0.9,0.0,1.8,1.8,3.1,9.2
49,Shawn Bradley,C,29,DAL,53,16,757,3.7,7.8,.479,0.0,0.0,.000,3.7,7.7,.481,2.8,3.0,.922,2.5,5.8,8.4,1.0,1.3,3.0,1.2,6.1,10.2
50,Elton Brand,PF,22,LAC,80,80,3020,6.3,12.0,.527,0.0,0.0,,6.3,12.0,.527,4.6,6.2,.742,4.7,6.3,11.0,2.3,1.0,1.9,2.1,3.0,17.3
51,Terrell Brandon,PG,31,MIN,32,28,962,5.8,13.7,.425,0.1,0.9,.174,5.7,12.8,.442,3.1,3.1,.988,0.6,2.8,3.5,9.9,1.9,0.2,1.6,1.8,14.9
52,Jamison Brewer,SG,21,IND,13,0,43,1.7,4.2,.400,0.0,0.8,.000,1.7,3.3,.500,0.0,0.0,,1.7,5.0,6.7,7.5,1.7,0.0,2.5,2.5,3.3
53,Primož Brezec,C,22,IND,22,4,160,3.2,6.5,.483,0.0,0.0,,3.2,6.5,.483,3.4,5.6,.600,3.6,2.7,6.3,1.4,0.0,1.6,1.4,6.3,9.7
54,Chucky Brown,SF,33,SAC,18,0,92,3.9,10.6,.370,0.0,0.0,,3.9,10.6,.370,0.4,0.8,.500,3.9,9.0,12.9,2.3,0.8,1.6,2.0,4.7,8.2
55,Damone Brown,SF,22,PHI,17,0,67,4.3,11.3,.381,0.0,0.5,.000,4.3,10.7,.400,3.8,4.3,.875,1.1,1.1,2.1,1.1,0.5,0.5,4.8,5.9,12.4
56,Dee Brown,PG,33,ORL,7,0,65,1.7,11.1,.150,0.6,6.6,.083,1.1,4.4,.250,0.0,0.0,,0.0,5.0,5.0,1.1,1.7,0.6,2.2,2.2,3.9
57,Ernest Brown,C,22,MIA,3,0,21,1.7,10.3,.167,0.0,0.0,,1.7,10.3,.167,1.7,6.9,.250,1.7,8.6,10.3,0.0,0.0,1.7,5.1,6.9,5.1
58,Kedrick Brown,SF,20,BOS,29,5,245,3.4,10.3,.329,0.7,4.0,.185,2.6,6.3,.419,1.8,2.9,.600,1.6,5.7,7.3,2.2,2.6,1.0,1.0,2.6,9.3
59,Kwame Brown,PF,19,WAS,57,3,817,4.1,10.7,.387,0.0,0.0,.000,4.1,10.7,.388,3.1,4.4,.707,2.8,5.9,8.7,1.9,0.7,1.1,1.9,4.6,11.4
60,P.J. Brown,C,32,CHH,80,80,2563,3.5,7.4,.474,0.0,0.0,,3.5,7.4,.474,2.4,2.8,.858,3.8,7.2,11.0,1.5,0.8,1.1,1.2,3.1,9.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Randy Brown,PG,33,BOS,1,0,6,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,6.0,0.0,6.0,0.0
62,Tierre Brown,SG,22,HOU,40,1,403,4.4,10.3,.426,0.4,1.1,.333,4.0,9.2,.437,1.9,2.5,.750,1.1,2.7,3.8,6.3,1.7,0.3,3.6,2.3,11.0
63,Rick Brunson,PG,29,POR,59,2,520,3.1,7.8,.398,0.4,0.8,.545,2.7,7.1,.382,2.0,2.8,.707,1.6,3.1,4.7,7.9,1.7,0.1,3.3,3.5,8.7
64,Kobe Bryant*,SG,23,LAL,80,80,3063,8.8,18.8,.469,0.4,1.6,.250,8.4,17.2,.489,5.7,6.9,.829,1.3,3.9,5.2,5.1,1.4,0.4,2.6,2.7,23.7
65,Mark Bryant,PF,36,SAS,30,3,206,4.4,9.6,.455,0.0,0.0,,4.4,9.6,.455,1.0,1.4,.750,4.4,3.3,7.7,1.7,1.2,0.3,1.0,6.6,9.8
66,Greg Buckner,SG,25,DAL,44,16,885,4.2,8.1,.525,0.2,0.7,.313,4.0,7.4,.544,1.6,2.4,.690,2.7,4.3,7.0,2.0,1.3,0.8,1.1,5.0,10.3
67,Jud Buechler,SF,33,TOT,66,2,684,2.3,6.2,.373,1.1,3.2,.350,1.2,3.1,.397,0.1,0.2,.500,1.5,4.6,6.1,1.7,1.1,0.4,0.8,2.8,5.8
67,Jud Buechler,SF,33,PHO,6,0,54,1.3,4.0,.333,1.3,4.0,.333,0.0,0.0,,0.0,0.0,,1.3,4.0,5.3,2.0,0.7,0.0,0.7,4.7,4.0
67,Jud Buechler,SF,33,ORL,60,2,630,2.4,6.4,.375,1.1,3.1,.352,1.3,3.3,.397,0.1,0.2,.500,1.5,4.6,6.2,1.7,1.1,0.5,0.8,2.6,6.0
68,Rodney Buford,SG,24,MEM,63,21,1769,5.3,12.1,.435,0.3,1.4,.243,4.9,10.6,.461,1.2,1.6,.725,1.1,4.5,5.5,1.4,0.9,0.2,1.3,2.2,12.0
69,Matt Bullard,PF,34,CHH,31,0,350,4.0,11.8,.339,1.6,5.9,.281,2.4,6.0,.397,1.1,1.2,.917,1.0,3.8,4.8,1.6,0.2,0.2,1.2,3.0,10.8
70,Mitchell Butler,SG,31,POR,11,0,90,4.0,9.2,.435,0.4,1.2,.333,3.6,8.0,.450,3.2,4.8,.667,2.4,3.2,5.6,2.0,0.0,0.4,2.0,4.0,11.6
71,Jason Caffey,PF,28,MIL,23,0,283,4.6,9.2,.500,0.0,0.1,.000,4.6,9.0,.507,3.4,5.5,.628,3.1,3.3,6.4,1.5,0.5,0.6,2.4,5.0,12.6
72,Marcus Camby,C,27,NYK,29,29,1007,4.6,10.4,.448,0.0,0.0,.000,4.6,10.3,.450,2.2,3.5,.626,3.2,8.3,11.5,1.2,1.2,1.8,1.5,3.8,11.5
73,Elden Campbell,PF,33,CHH,77,74,2156,6.4,13.3,.484,0.0,0.0,.000,6.4,13.2,.485,5.1,6.4,.797,2.2,6.6,8.8,1.7,1.0,2.3,2.3,4.4,17.9
74,Brian Cardinal,PF,24,DET,8,0,43,5.0,10.9,.462,2.5,5.9,.429,2.5,5.0,.500,1.7,1.7,1.000,1.7,3.3,5.0,1.7,0.8,0.0,0.0,4.2,14.2
75,Anthony Carter,PG,26,MIA,46,18,1050,3.1,8.9,.342,0.0,0.7,.053,3.0,8.3,.365,0.7,1.2,.528,0.7,3.4,4.0,7.3,1.7,0.1,2.5,2.9,6.8
76,Vince Carter*,SG,25,TOR,60,60,2385,8.4,19.7,.428,1.8,4.7,.387,6.6,15.0,.441,3.7,4.6,.798,2.1,2.6,4.7,3.6,1.4,0.6,2.3,2.9,22.4
77,Sam Cassell,PG,32,MIL,74,73,2605,7.7,16.5,.463,1.0,2.8,.348,6.7,13.7,.486,3.9,4.5,.860,0.7,3.6,4.3,6.8,1.2,0.2,2.4,2.9,20.2
78,Kelvin Cato,C,27,HOU,75,73,1917,3.6,6.1,.583,0.0,0.0,.000,3.6,6.1,.585,2.1,3.6,.582,3.3,6.6,9.9,0.5,0.8,1.8,1.0,3.9,9.3
79,Tyson Chandler,C,19,CHI,71,31,1389,3.9,7.9,.497,0.0,0.0,,3.9,7.9,.497,3.5,5.8,.604,3.0,5.9,8.9,1.4,0.7,2.4,2.6,4.6,11.3
80,Calbert Cheaney,SG,30,DEN,68,47,1631,4.9,10.3,.481,0.0,0.1,.000,4.9,10.2,.485,1.0,1.5,.687,1.3,4.0,5.3,2.4,0.8,0.5,1.5,3.4,10.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Chris Childs,PG,34,TOR,69,4,1576,2.2,6.8,.328,0.8,2.7,.275,1.5,4.0,.364,1.3,1.6,.817,0.4,3.1,3.5,8.0,1.3,0.1,2.8,4.0,6.5
82,Doug Christie,SG,31,SAC,81,81,2798,4.3,9.5,.460,1.2,3.3,.352,3.2,6.2,.518,2.7,3.1,.851,1.0,3.9,4.8,4.4,2.1,0.3,2.1,2.7,12.5
83,Keon Clark,C,26,TOR,81,31,2185,6.3,12.8,.490,0.0,0.1,.000,6.3,12.7,.494,2.6,3.8,.674,3.0,6.9,9.9,1.4,1.0,2.0,2.3,4.3,15.1
84,Speedy Claxton,PG,23,PHI,67,18,1528,4.3,10.6,.400,0.1,0.8,.121,4.2,9.9,.422,2.7,3.2,.838,1.1,2.7,3.8,4.7,2.2,0.1,2.2,3.4,11.3
85,Mateen Cleaves,PG,24,SAC,32,0,153,7.1,16.0,.441,0.5,1.9,.250,6.6,14.1,.467,1.9,2.1,.889,0.2,1.6,1.9,5.9,1.6,0.0,6.4,2.1,16.5
86,Derrick Coleman,PF,34,PHI,58,58,2080,5.7,12.7,.450,0.5,1.4,.337,5.2,11.3,.465,3.2,3.9,.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,15.1
87,Bimbo Coles,PG,33,CLE,47,1,693,2.9,7.6,.384,0.2,1.0,.200,2.7,6.5,.413,1.7,1.9,.892,0.6,2.2,2.9,5.6,0.7,0.2,1.6,3.1,7.7
88,Jason Collier,C,24,HOU,25,2,365,4.0,9.4,.432,0.0,0.1,.000,4.0,9.3,.436,2.4,3.2,.750,3.1,5.0,8.1,0.9,0.6,0.4,1.3,3.9,10.5
89,Jarron Collins,C,23,UTA,70,68,1440,3.9,8.6,.461,0.0,0.0,.000,3.9,8.6,.462,3.3,4.5,.740,3.4,3.9,7.4,1.4,0.7,0.5,1.4,5.9,11.3
90,Jason Collins,C,23,NJN,77,9,1407,3.0,7.1,.421,0.0,0.1,.500,3.0,7.1,.420,2.9,4.2,.701,3.4,4.3,7.7,2.1,0.7,1.2,1.8,4.4,9.0
91,Chris Crawford,PF,26,ATL,7,4,131,5.8,12.4,.467,0.0,0.3,.000,5.8,12.1,.477,3.0,4.1,.733,2.5,4.4,6.9,1.4,0.5,1.4,2.7,5.8,14.6
92,Jamal Crawford,PG,21,CHI,23,6,481,6.7,14.0,.476,1.9,4.3,.448,4.7,9.7,.488,0.7,1.0,.769,0.4,2.2,2.5,4.1,1.3,0.4,2.4,1.3,16.0
93,Joe Crispin,PG,22,TOT,21,0,156,6.0,15.7,.382,3.5,9.0,.385,2.5,6.7,.379,2.8,3.0,.923,0.5,2.1,2.5,6.0,1.2,0.0,2.3,2.3,18.2
93,Joe Crispin,PG,22,LAL,6,0,27,4.0,16.0,.250,0.0,5.3,.000,4.0,10.7,.375,5.3,6.7,.800,0.0,1.3,1.3,2.7,1.3,0.0,1.3,2.7,13.3
93,Joe Crispin,PG,22,PHO,15,0,129,6.4,15.6,.411,4.2,9.8,.429,2.2,5.9,.381,2.2,2.2,1.000,0.6,2.2,2.8,6.7,1.1,0.0,2.5,2.2,19.3
94,Austin Croshere,PF,26,IND,76,1,1286,5.2,12.5,.413,1.4,4.1,.338,3.8,8.5,.449,2.7,3.2,.851,2.1,6.2,8.2,2.2,0.7,0.8,1.9,3.0,14.4
95,John Crotty,PG,32,UTA,41,0,802,4.4,9.3,.471,1.4,3.1,.449,3.0,6.2,.482,2.6,3.0,.864,0.7,2.6,3.4,6.3,0.9,0.0,2.3,3.5,12.7
96,Vonteego Cummings,PG,25,PHI,58,1,501,5.6,13.4,.417,0.9,3.3,.261,4.7,10.1,.468,1.7,2.3,.750,1.0,2.7,3.7,4.3,1.3,0.4,2.6,3.8,13.8
97,Dell Curry,SG,37,TOR,56,4,886,5.7,14.1,.406,1.8,5.3,.344,3.9,8.8,.444,1.3,1.5,.892,0.9,2.4,3.3,2.5,0.9,0.2,1.7,2.0,14.6
98,Eddy Curry,C,19,CHI,72,31,1150,5.9,11.8,.501,0.0,0.0,,5.9,11.8,.501,3.3,5.0,.656,3.5,5.0,8.5,0.8,0.5,1.7,2.2,5.4,15.1
99,Michael Curry,SG,33,DET,82,75,1912,2.4,5.2,.453,0.1,0.5,.269,2.2,4.7,.472,1.4,1.7,.791,0.3,2.9,3.2,2.4,0.9,0.2,1.1,3.9,6.2
100,Samuel Dalembert,C,20,PHI,34,0,177,4.5,10.2,.440,0.0,0.0,,4.5,10.2,.440,1.4,3.7,.389,5.1,8.7,13.8,1.0,1.2,2.6,2.8,6.1,10.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Erick Dampier,C,26,GSW,73,46,1740,4.3,9.9,.435,0.0,0.0,,4.3,9.9,.435,2.8,4.4,.645,3.5,4.6,8.0,1.8,0.4,3.5,3.2,4.9,11.5
102,Antonio Daniels,SG,26,SAS,82,13,2175,4.5,10.1,.440,0.9,3.2,.291,3.5,6.9,.510,2.6,3.5,.752,0.4,2.5,2.9,3.8,0.8,0.2,1.2,1.7,12.5
103,Antonio Davis,PF,33,TOR,77,77,2978,5.0,11.6,.426,0.0,0.0,.000,5.0,11.6,.426,3.5,4.3,.818,3.1,5.9,8.9,1.9,0.7,1.0,1.9,2.7,13.5
104,Baron Davis,PG,22,CHH,82,82,3318,6.1,14.5,.417,1.8,5.2,.356,4.2,9.4,.451,2.1,3.7,.580,1.0,2.8,3.8,7.6,1.9,0.5,2.7,2.6,16.1
105,Dale Davis,C,32,POR,78,77,2447,4.4,8.5,.510,0.0,0.0,,4.4,8.5,.510,2.2,3.1,.708,3.9,6.3,10.1,1.4,0.9,1.2,0.9,2.8,10.9
106,Emanual Davis,PG,33,ATL,28,20,774,3.3,9.2,.354,1.3,4.0,.341,1.9,5.3,.363,0.7,0.8,.889,0.9,2.6,3.4,3.2,1.3,0.2,2.4,3.2,8.6
107,Hubert Davis,SG,31,WAS,51,17,1231,4.3,9.5,.448,1.7,3.7,.452,2.6,5.8,.445,0.5,0.6,.762,0.2,2.0,2.3,3.1,0.8,0.1,1.3,1.7,10.7
108,Ricky Davis,SF,22,CLE,82,8,1954,6.9,14.4,.481,0.2,0.6,.314,6.7,13.7,.489,3.6,4.6,.790,1.2,3.3,4.5,3.3,1.3,0.4,2.7,2.7,17.7
109,Andrew DeClercq,C,28,ORL,61,14,633,3.8,8.5,.450,0.0,0.0,,3.8,8.5,.450,1.6,2.8,.560,4.2,5.1,9.3,1.3,1.3,1.4,1.9,7.4,9.2
110,Vinny Del Negro,PG,35,PHO,2,0,6,6.0,24.0,.250,0.0,0.0,,6.0,24.0,.250,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0
111,Tony Delk,SG,28,TOT,63,17,1447,5.6,14.6,.384,1.7,5.3,.313,4.0,9.3,.425,1.9,2.4,.804,1.4,3.6,5.1,3.3,1.3,0.2,1.5,2.4,14.9
111,Tony Delk,SG,28,PHO,41,1,877,6.8,17.1,.399,1.9,6.0,.320,4.9,11.0,.442,2.3,2.8,.836,1.6,3.5,5.1,3.3,1.3,0.2,1.6,2.5,17.9
