Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
9,Carmelo Anthony,SF,19,DEN,82,82,2995,7.5,17.6,.426,0.8,2.6,.322,6.7,15.0,.444,4.9,6.3,.777,2.2,3.8,6.0,2.7,1.2,0.5,3.0,2.7,20.7
10,Robert Archibald,C-PF,23,TOT,32,3,256,1.3,4.6,.273,0.0,0.0,,1.3,4.6,.273,2.0,4.4,.452,3.0,4.4,7.3,1.8,2.0,0.4,1.4,7.0,4.5
10,Robert Archibald,PF,23,PHO,1,0,6,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,6.0,12.0,.500,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0
10,Robert Archibald,PF,23,ORL,1,0,4,9.0,18.0,.500,0.0,0.0,,9.0,18.0,.500,0.0,18.0,.000,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,18.0
10,Robert Archibald,C,23,TOR,30,3,246,1.2,4.4,.267,0.0,0.0,,1.2,4.4,.267,1.9,4.0,.481,3.1,4.2,7.3,1.8,1.9,0.4,1.3,7.2,4.2
11,Gilbert Arenas,PG,22,WAS,55,52,2066,6.2,15.9,.392,2.2,5.8,.375,4.1,10.1,.401,4.1,5.5,.748,1.0,3.5,4.4,4.8,1.8,0.2,3.9,3.1,18.8
12,Brandon Armstrong,SG,23,NJN,56,0,434,5.4,14.5,.371,1.6,4.3,.365,3.8,10.2,.374,0.2,0.3,.500,1.0,2.6,3.6,1.2,1.0,0.2,2.0,4.1,12.5
13,Darrell Armstrong,PG,35,NOH,79,22,2247,4.7,11.8,.395,2.2,6.9,.315,2.5,4.9,.508,2.0,2.3,.854,1.0,2.6,3.6,5.0,2.1,0.3,2.5,2.4,13.5
14,Carlos Arroyo,PG,24,UTA,71,71,2008,6.1,13.8,.441,0.7,2.1,.325,5.4,11.7,.462,3.2,4.0,.804,0.7,2.6,3.3,6.4,1.1,0.1,2.8,3.0,16.1
15,Chucky Atkins,PG,29,TOT,64,24,1544,4.5,11.3,.397,1.9,5.6,.336,2.6,5.7,.457,1.7,2.3,.753,0.2,2.0,2.2,5.2,1.0,0.0,2.1,2.4,12.5
15,Chucky Atkins,PG,29,DET,40,0,751,4.2,11.3,.374,2.0,6.2,.323,2.2,5.0,.438,1.5,2.1,.721,0.3,2.0,2.3,4.6,0.9,0.0,2.3,2.9,11.9
15,Chucky Atkins,PG,29,BOS,24,24,793,4.7,11.3,.418,1.8,5.0,.351,3.0,6.3,.471,1.9,2.5,.778,0.1,1.9,2.0,5.8,1.2,0.0,2.0,1.9,13.1
16,Stacey Augmon,SF,35,NOH,69,24,1416,3.6,8.8,.412,0.0,0.2,.143,3.6,8.6,.418,2.8,3.5,.791,1.3,3.1,4.4,2.2,1.4,0.4,1.9,2.9,10.1
17,Vin Baker,PF,32,TOT,54,33,1313,5.7,11.8,.481,0.0,0.1,.333,5.7,11.8,.483,3.1,4.3,.726,3.1,4.6,7.7,1.8,0.8,0.9,2.1,4.4,14.6
17,Vin Baker,PF,32,BOS,37,33,1000,6.0,12.0,.505,0.0,0.0,.000,6.0,12.0,.506,3.0,4.0,.732,2.7,4.8,7.6,1.9,0.8,0.8,1.9,3.5,15.0
17,Vin Baker,PF,32,NYK,17,0,313,4.6,11.4,.404,0.1,0.2,.500,4.5,11.2,.402,3.7,5.2,.711,4.1,3.9,8.1,1.4,0.8,1.0,2.9,7.1,13.0
18,Marcus Banks,PG,22,BOS,81,2,1385,4.6,11.5,.400,0.7,2.2,.314,3.9,9.3,.421,2.6,3.4,.756,0.8,2.7,3.5,4.5,2.3,0.3,3.2,4.4,12.5
19,Leandro Barbosa,PG,21,PHO,70,46,1500,5.0,11.3,.447,2.0,5.0,.395,3.0,6.2,.488,1.1,1.5,.770,0.6,2.4,3.0,4.0,2.2,0.2,2.9,4.4,13.2
20,Matt Barnes,SF,23,LAC,38,9,724,3.1,6.9,.457,0.1,0.6,.154,3.0,6.2,.488,2.1,3.0,.705,2.6,4.9,7.5,2.4,1.3,0.1,2.2,3.8,8.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Dana Barros,SG,36,BOS,1,0,11,6.5,9.8,.667,0.0,0.0,,6.5,9.8,.667,6.5,6.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,19.6
22,Brent Barry,SG,32,SEA,59,53,1803,4.3,8.5,.504,2.3,5.0,.452,2.0,3.5,.577,1.8,2.2,.827,0.4,3.7,4.1,6.8,1.7,0.3,2.8,2.4,12.7
23,Jon Barry,SG,34,DEN,57,9,1101,3.9,9.7,.404,1.7,4.5,.370,2.3,5.2,.434,2.0,2.3,.845,0.8,3.2,4.0,4.8,1.9,0.3,1.7,2.2,11.5
24,Mengke Bateer,C,28,TOR,7,0,40,3.6,6.3,.571,0.0,0.0,,3.6,6.3,.571,0.0,0.0,,4.5,2.7,7.2,0.9,0.9,0.0,1.8,9.0,7.2
25,Tony Battie,C,27,TOT,73,7,1478,4.1,9.4,.443,0.0,0.2,.222,4.1,9.1,.448,1.6,2.2,.742,2.9,5.9,8.7,1.4,0.6,1.6,1.5,3.9,9.9
25,Tony Battie,C,27,BOS,23,6,501,4.0,8.4,.479,0.1,0.1,1.000,4.0,8.3,.474,1.7,2.4,.697,2.8,5.7,8.5,1.5,0.6,1.4,1.7,4.0,9.8
25,Tony Battie,C,27,CLE,50,1,977,4.2,9.8,.427,0.0,0.3,.125,4.2,9.5,.436,1.6,2.1,.768,2.9,6.0,8.9,1.4,0.7,1.7,1.4,3.8,10.0
26,Shane Battier,SF,25,MEM,79,1,1947,4.5,10.0,.446,1.2,3.4,.349,3.3,6.6,.496,2.2,3.0,.732,1.9,3.7,5.6,1.9,1.9,1.1,1.0,3.5,12.4
27,Lonny Baxter,C-PF,25,TOT,62,5,766,4.8,9.8,.493,0.0,0.1,.333,4.8,9.7,.495,2.1,3.6,.579,3.0,5.8,8.8,0.9,0.8,1.4,1.8,5.8,11.8
27,Lonny Baxter,PF,25,CHI,14,1,147,6.6,12.0,.551,0.2,0.2,1.000,6.4,11.8,.542,1.2,2.0,.625,2.7,5.9,8.6,1.2,0.2,1.5,2.7,7.6,14.7
27,Lonny Baxter,C,25,TOR,36,4,487,4.4,9.5,.469,0.0,0.1,.000,4.4,9.4,.472,2.2,4.1,.536,3.1,5.8,8.9,0.7,1.0,1.3,1.6,5.1,11.1
27,Lonny Baxter,PF,25,WAS,12,0,132,4.4,8.7,.500,0.0,0.3,.000,4.4,8.5,.516,2.5,3.3,.750,3.0,5.5,8.5,1.4,0.5,1.4,1.4,6.3,11.2
28,Jerome Beasley,PF,23,MIA,2,0,5,7.2,21.6,.333,0.0,0.0,,7.2,21.6,.333,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,14.4
29,Raja Bell,SG,27,UTA,82,4,2020,5.9,14.3,.409,1.1,3.0,.373,4.8,11.4,.418,3.5,4.4,.786,1.1,3.2,4.3,1.9,1.1,0.2,2.0,4.7,16.3
30,Troy Bell,PG,23,MEM,6,0,34,4.2,19.1,.222,0.0,4.2,.000,4.2,14.8,.286,3.2,3.2,1.000,3.2,1.1,4.2,4.2,1.1,0.0,6.4,6.4,11.6
31,Jonathan Bender,SF,23,IND,21,0,271,6.6,14.1,.472,1.2,2.9,.409,5.4,11.2,.488,5.2,6.2,.830,1.2,4.1,5.3,1.2,0.7,1.5,4.4,3.1,19.7
32,Travis Best,PG,31,DAL,61,1,762,3.0,8.1,.372,0.1,0.9,.150,2.9,7.2,.401,1.9,2.2,.870,0.8,2.4,3.2,5.3,1.5,0.2,1.6,3.1,8.1
33,Mike Bibby,PG,25,SAC,82,82,2980,6.4,14.1,.450,1.8,4.6,.392,4.6,9.6,.479,3.7,4.5,.815,0.8,2.5,3.3,5.4,1.4,0.2,2.1,1.8,18.2
34,Chauncey Billups*,PG,27,DET,78,78,2758,5.1,13.0,.394,1.7,4.4,.388,3.4,8.6,.396,5.3,6.0,.878,0.5,3.1,3.6,5.8,1.1,0.1,2.5,2.3,17.2
35,Steve Blake,PG,23,WAS,75,14,1392,4.1,10.5,.386,1.9,5.2,.371,2.1,5.3,.400,1.4,1.7,.821,0.5,2.6,3.0,5.4,1.5,0.2,3.3,2.6,11.5
36,Corie Blount,PF-C,35,TOT,62,3,1050,3.9,8.7,.455,0.0,0.1,.000,3.9,8.6,.460,0.5,0.9,.556,3.4,6.1,9.4,1.9,1.7,0.8,1.5,4.6,8.4
36,Corie Blount,PF,35,CHI,46,3,756,4.6,9.8,.471,0.0,0.1,.000,4.6,9.7,.478,0.6,1.1,.542,3.6,6.2,9.8,2.1,1.8,0.9,1.7,4.1,9.9
36,Corie Blount,C,35,TOR,16,0,294,2.2,5.8,.383,0.0,0.0,,2.2,5.8,.383,0.2,0.4,.667,2.7,5.8,8.4,1.2,1.3,0.6,1.0,6.0,4.7
37,Mark Blount,C,28,BOS,82,73,2402,5.1,9.1,.566,0.0,0.0,,5.1,9.1,.566,2.4,3.3,.719,3.1,5.7,8.8,1.1,1.2,1.6,2.2,3.8,12.6
38,Keith Bogans,SF,23,ORL,73,36,1787,3.7,9.1,.403,1.3,3.8,.358,2.3,5.4,.434,1.3,2.1,.631,2.1,4.3,6.4,2.0,0.9,0.2,1.5,2.6,10.0
39,Calvin Booth,C,27,SEA,71,35,1206,4.0,8.7,.466,0.0,0.1,.000,4.0,8.6,.469,2.2,2.8,.798,2.6,5.8,8.4,0.8,0.5,3.0,1.3,4.5,10.3
40,Carlos Boozer,PF,22,CLE,75,75,2592,6.5,12.5,.523,0.0,0.1,.167,6.5,12.4,.526,3.0,4.0,.768,3.2,8.7,11.9,2.1,1.0,0.8,1.9,2.8,16.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Curtis Borchardt,C,23,UTA,16,0,258,3.1,7.8,.393,0.0,0.1,.000,3.1,7.7,.400,2.0,2.5,.778,1.8,5.7,7.5,2.1,0.6,2.0,2.5,5.6,8.1
42,Chris Bosh*,C,19,TOR,75,63,2510,4.7,10.2,.459,0.1,0.2,.357,4.6,10.0,.461,2.9,4.1,.701,2.7,5.2,8.0,1.1,0.8,1.5,1.5,3.1,12.3
43,Ruben Boumtje-Boumtje,C,25,POR,9,0,26,1.4,6.9,.200,0.0,0.0,,1.4,6.9,.200,2.8,2.8,1.000,0.0,1.4,1.4,1.4,0.0,1.4,0.0,2.8,5.5
44,Bruce Bowen,SF,32,SAS,82,82,2624,2.9,6.9,.420,1.1,2.9,.363,1.8,4.0,.462,0.9,1.6,.579,0.6,2.9,3.5,1.6,1.2,0.5,1.2,2.3,7.8
45,Ryan Bowen,PF,28,DEN,52,1,392,1.7,4.9,.340,0.0,0.0,,1.7,4.9,.340,0.9,1.1,.833,3.6,4.4,8.0,1.7,1.7,1.5,0.6,4.3,4.2
46,Earl Boykins,SG,27,DEN,82,3,1849,6.2,14.9,.419,1.1,3.3,.322,5.2,11.6,.447,2.8,3.2,.877,0.8,2.0,2.8,5.7,1.0,0.1,1.9,1.6,16.3
47,Michael Bradley,C-PF,24,TOT,16,1,98,2.6,5.5,.467,0.0,0.0,,2.6,5.5,.467,0.4,0.7,.500,2.2,6.2,8.4,0.4,1.1,0.0,2.6,5.1,5.5
47,Michael Bradley,PF,24,TOR,5,0,38,0.9,2.8,.333,0.0,0.0,,0.9,2.8,.333,0.9,1.9,.500,0.9,9.5,10.4,0.9,0.9,0.0,2.8,5.7,2.8
47,Michael Bradley,C,24,ATL,11,1,60,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,0.0,0.0,,3.0,4.2,7.2,0.0,1.2,0.0,2.4,4.8,7.2
48,Shawn Bradley,C,31,DAL,66,5,773,4.1,8.8,.473,0.0,0.0,.000,4.1,8.7,.476,1.9,2.3,.837,3.4,4.7,8.1,0.9,1.5,3.4,0.8,6.1,10.2
49,Torraye Braggs,PF,27,TOT,15,0,154,3.7,7.7,.485,0.0,0.0,,3.7,7.7,.485,1.9,2.8,.667,4.2,4.9,9.1,1.6,0.9,0.5,3.0,6.8,9.4
49,Torraye Braggs,PF,27,HOU,11,0,132,3.5,7.6,.464,0.0,0.0,,3.5,7.6,.464,2.2,3.3,.667,4.1,5.2,9.3,1.6,1.1,0.5,3.3,5.7,9.3
49,Torraye Braggs,PF,27,WAS,4,0,22,4.9,8.2,.600,0.0,0.0,,4.9,8.2,.600,0.0,0.0,,4.9,3.3,8.2,1.6,0.0,0.0,1.6,13.1,9.8
50,Elton Brand,PF,24,LAC,69,68,2670,6.5,13.2,.493,0.0,0.0,.000,6.5,13.2,.493,5.5,7.2,.773,3.6,6.0,9.6,3.1,0.9,2.1,2.6,3.1,18.6
51,J.R. Bremer,PG,23,TOT,36,2,443,3.5,12.8,.272,1.5,6.0,.257,2.0,6.8,.286,1.1,1.6,.650,0.7,2.2,2.9,4.1,1.5,0.3,2.0,2.6,9.6
51,J.R. Bremer,PG,23,CLE,31,2,403,3.5,12.2,.285,1.7,5.9,.288,1.8,6.3,.282,1.2,1.8,.650,0.6,2.3,2.9,3.5,1.6,0.4,1.7,2.4,9.8
51,J.R. Bremer,PG,23,GSW,5,0,40,3.6,18.9,.190,0.0,7.2,.000,3.6,11.7,.308,0.0,0.0,,1.8,0.9,2.7,10.8,0.0,0.0,4.5,4.5,7.2
52,Jamison Brewer,PG,23,IND,13,1,160,2.9,7.9,.371,1.1,3.2,.357,1.8,4.7,.381,0.2,1.4,.167,0.5,2.0,2.5,3.8,1.6,0.0,2.3,2.0,7.2
53,Primož Brezec,C,24,IND,18,0,72,6.0,13.0,.462,0.0,0.0,,6.0,13.0,.462,2.0,3.0,.667,2.5,5.0,7.5,1.5,0.0,1.5,3.0,6.5,14.0
54,Damone Brown,PF,24,NJN,3,0,17,2.1,21.2,.100,0.0,0.0,,2.1,21.2,.100,2.1,4.2,.500,6.4,4.2,10.6,0.0,4.2,0.0,2.1,4.2,6.4
55,Devin Brown,SG,25,SAS,58,0,627,4.9,11.3,.434,0.2,0.8,.286,4.7,10.4,.445,3.4,4.2,.811,2.2,5.3,7.5,1.9,0.9,0.2,2.2,3.5,13.4
56,Kedrick Brown,SF,22,TOT,55,26,969,4.3,9.4,.461,1.4,3.7,.384,2.9,5.8,.510,0.6,1.0,.630,1.5,3.9,5.4,2.4,1.1,0.3,1.1,3.0,10.7
56,Kedrick Brown,SF,22,BOS,21,10,408,4.0,8.7,.455,1.1,2.8,.375,2.9,5.9,.493,0.7,1.1,.615,1.6,4.4,6.0,2.2,1.5,0.2,1.1,3.4,9.7
56,Kedrick Brown,SF,22,CLE,34,16,561,4.6,9.9,.465,1.7,4.3,.388,3.0,5.6,.523,0.6,0.9,.643,1.5,3.5,5.0,2.5,0.8,0.3,1.1,2.7,11.5
57,Kwame Brown,PF,21,WAS,74,57,2239,4.6,9.5,.489,0.0,0.0,.500,4.6,9.4,.489,3.7,5.4,.683,2.9,6.0,8.8,1.8,1.1,0.8,2.3,2.3,12.9
58,P.J. Brown,PF,34,NOH,80,80,2753,4.4,9.3,.476,0.0,0.0,.000,4.4,9.3,.477,2.1,2.4,.854,3.1,5.9,9.0,2.0,1.0,1.0,1.3,2.7,10.9
59,Tierre Brown,PG,24,NOH,3,0,17,4.2,8.5,.500,0.0,0.0,,4.2,8.5,.500,4.2,8.5,.500,0.0,2.1,2.1,4.2,0.0,0.0,14.8,2.1,12.7
60,Rick Brunson,PG,31,TOT,40,0,412,3.5,9.2,.381,1.0,2.0,.478,2.5,7.2,.354,2.4,2.7,.871,0.8,2.4,3.2,7.2,2.2,0.3,2.9,3.8,10.3
60,Rick Brunson,PG,31,TOR,3,0,10,7.2,14.4,.500,0.0,0.0,,7.2,14.4,.500,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,14.4
60,Rick Brunson,PG,31,CHI,37,0,402,3.4,9.0,.376,1.0,2.1,.478,2.4,7.0,.346,2.4,2.8,.871,0.8,2.5,3.3,7.2,2.2,0.3,3.0,3.9,10.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Kobe Bryant*,SG,25,LAL,65,64,2447,7.6,17.3,.438,1.0,3.2,.327,6.5,14.1,.463,6.7,7.8,.852,1.5,3.8,5.3,4.9,1.6,0.4,2.5,2.6,22.9
62,Greg Buckner,SG,27,PHI,53,3,703,3.4,9.0,.377,0.6,2.3,.273,2.8,6.7,.412,1.0,1.4,.741,1.4,3.8,5.3,2.3,1.1,0.2,1.7,3.9,8.4
63,Rodney Buford,SF,26,SAC,22,0,141,4.9,14.3,.339,0.0,0.5,.000,4.9,13.8,.352,0.8,1.5,.500,1.5,2.3,3.8,1.8,1.5,0.3,1.0,2.3,10.5
64,Caron Butler,SF,23,MIA,68,56,2030,4.3,11.2,.380,0.2,0.7,.238,4.1,10.4,.390,2.4,3.1,.756,1.6,4.1,5.8,2.2,1.3,0.2,1.6,2.9,11.0
65,Mitchell Butler,SG,33,WAS,41,4,552,3.5,8.1,.435,0.7,2.0,.367,2.8,6.1,.457,1.0,1.6,.625,1.6,3.1,4.6,2.1,1.4,0.3,1.6,3.5,8.7
66,Rasual Butler,SF,24,MIA,45,0,675,6.3,13.3,.476,2.7,5.8,.463,3.7,7.6,.486,0.9,1.1,.762,0.2,3.0,3.3,1.2,0.5,0.7,1.5,3.8,16.2
67,Žarko Čabarkapa,PF,22,PHO,49,4,570,5.1,12.4,.411,0.4,2.0,.188,4.7,10.4,.455,2.2,3.3,.660,1.6,4.6,6.3,2.5,0.6,0.8,3.4,4.7,12.8
68,Marcus Camby,C,29,DEN,72,72,2162,4.4,9.1,.477,0.0,0.0,.000,4.4,9.1,.479,1.6,2.3,.721,3.5,8.6,12.1,2.2,1.4,3.1,1.6,4.0,10.4
69,Elden Campbell,C,35,DET,65,27,892,5.6,12.7,.439,0.0,0.0,,5.6,12.7,.439,3.4,5.0,.685,2.1,6.3,8.4,1.8,0.8,2.0,2.5,5.5,14.6
70,Brian Cardinal,PF,26,GSW,76,11,1634,4.8,10.3,.472,1.2,2.7,.444,3.6,7.5,.482,5.2,6.0,.878,2.2,4.8,7.0,2.3,1.5,0.4,1.9,4.5,16.1
71,Matt Carroll,SG,23,TOT,16,0,70,3.6,8.2,.438,0.5,1.5,.333,3.1,6.7,.462,2.1,3.1,.667,0.5,2.6,3.1,1.0,0.5,0.0,3.1,4.1,9.8
71,Matt Carroll,SG,23,POR,13,0,48,3.7,8.2,.455,0.7,2.3,.333,3.0,6.0,.500,1.5,1.5,1.000,0.0,2.3,2.3,0.7,0.0,0.0,1.5,2.3,9.7
71,Matt Carroll,SG,23,SAS,3,0,22,3.3,8.2,.400,0.0,0.0,,3.3,8.2,.400,3.3,6.5,.500,1.6,3.3,4.9,1.6,1.6,0.0,6.5,8.2,9.8
72,Anthony Carter,PG,28,SAS,5,2,87,4.6,15.3,.297,0.0,1.2,.000,4.6,14.1,.324,0.0,0.0,,0.8,3.7,4.6,5.0,1.7,0.0,5.0,3.7,9.1
73,Maurice Carter,SG,27,TOT,10,0,110,3.6,11.5,.314,1.3,3.6,.364,2.3,7.9,.292,5.2,6.5,.800,0.7,2.9,3.6,1.3,0.0,0.0,2.9,3.3,13.7
73,Maurice Carter,SG,27,LAL,4,0,50,3.6,10.1,.357,0.7,2.2,.333,2.9,7.9,.364,7.9,8.6,.917,0.0,2.2,2.2,1.4,0.0,0.0,4.3,3.6,15.8
73,Maurice Carter,SG,27,NOH,6,0,60,3.6,12.6,.286,1.8,4.8,.375,1.8,7.8,.231,3.0,4.8,.625,1.2,3.6,4.8,1.2,0.0,0.0,1.8,3.0,12.0
74,Vince Carter*,SG,27,TOR,73,73,2785,7.9,18.8,.417,1.2,3.1,.383,6.7,15.7,.424,4.3,5.4,.806,1.2,3.3,4.5,4.5,1.1,0.8,2.9,2.7,21.3
75,Sam Cassell,PG,34,MIN,81,81,2838,7.9,16.1,.488,0.9,2.4,.398,6.9,13.8,.504,3.7,4.2,.873,0.6,2.9,3.4,7.5,1.3,0.2,2.8,3.1,20.3
76,Kelvin Cato,PF,29,HOU,69,67,1743,3.3,7.4,.447,0.0,0.0,,3.3,7.4,.447,2.0,2.9,.676,3.2,6.6,9.7,1.5,1.1,2.0,1.7,4.2,8.6
77,Tyson Chandler,PF,21,CHI,35,8,782,3.1,7.3,.424,0.0,0.0,.000,3.1,7.2,.427,3.6,5.4,.669,3.8,8.7,12.4,1.1,0.8,2.0,1.7,4.0,9.8
78,Calbert Cheaney,SF,32,GSW,79,7,2067,4.8,10.1,.481,0.0,0.2,.000,4.8,9.9,.489,0.8,1.3,.610,1.3,3.2,4.5,2.4,1.0,0.2,1.5,3.2,10.5
79,Doug Christie,SG,33,SAC,82,82,2780,4.1,8.9,.461,0.6,1.8,.345,3.5,7.1,.491,1.9,2.2,.860,0.9,3.4,4.3,4.5,2.0,0.5,2.0,2.4,10.8
80,Keon Clark,PF,28,UTA,2,0,27,2.7,8.0,.333,0.0,0.0,,2.7,8.0,.333,0.0,0.0,,1.3,8.0,9.3,1.3,1.3,0.0,0.0,1.3,5.3
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Speedy Claxton,PG,25,GSW,60,29,1595,5.1,11.8,.427,0.1,0.5,.182,5.0,11.3,.438,4.1,5.1,.813,0.9,2.7,3.5,6.0,2.2,0.2,2.3,3.3,14.3
82,Mateen Cleaves,PG,26,CLE,4,2,92,2.7,9.0,.304,0.0,0.4,.000,2.7,8.6,.318,0.4,0.8,.500,0.4,2.3,2.7,7.4,1.6,0.8,2.0,5.1,5.9
83,Derrick Coleman,C,36,PHI,34,30,843,4.6,11.1,.413,0.3,1.5,.222,4.2,9.5,.444,2.1,2.8,.754,1.9,6.3,8.2,2.0,1.0,1.1,2.4,3.4,11.6
84,Bimbo Coles,PG,35,MIA,22,1,170,2.5,7.2,.353,0.0,0.0,,2.5,7.2,.353,0.8,1.3,.667,0.4,1.7,2.1,3.2,0.6,0.0,1.9,5.7,5.9
85,Jason Collier,C,26,ATL,20,16,545,5.2,10.9,.479,0.1,0.3,.250,5.2,10.6,.484,4.4,5.6,.788,2.4,5.0,7.3,1.1,0.7,0.7,2.0,4.7,14.9
86,Jarron Collins,C,25,UTA,81,31,1732,3.1,6.1,.498,0.0,0.0,.000,3.1,6.1,.500,3.9,5.4,.718,2.4,4.1,6.6,1.6,0.5,0.4,1.6,5.3,10.0
87,Jason Collins,C,25,NJN,78,78,2220,2.6,6.2,.424,0.0,0.0,.000,2.6,6.2,.427,2.2,3.0,.739,2.3,4.2,6.5,2.5,1.1,0.9,1.6,4.1,7.5
88,Brian Cook,C,23,LAL,35,2,442,5.5,11.5,.475,0.0,0.4,.000,5.5,11.1,.493,1.7,2.3,.750,2.5,5.7,8.2,1.6,1.3,1.3,1.4,5.2,12.6
89,Omar Cook,PG,22,POR,17,0,139,1.8,7.0,.259,0.0,0.3,.000,1.8,6.7,.269,0.0,0.0,,0.8,0.8,1.6,6.2,2.6,0.0,2.6,3.6,3.6
90,Chris Crawford,PF,28,ATL,56,25,1207,6.3,14.0,.448,1.3,3.4,.389,5.0,10.7,.466,3.1,3.5,.866,1.7,3.5,5.2,1.3,1.1,0.6,1.6,3.9,17.0
91,Jamal Crawford,SG,23,CHI,80,73,2811,6.5,16.9,.386,2.1,6.7,.317,4.4,10.2,.432,2.6,3.1,.833,0.6,3.0,3.6,5.2,1.4,0.4,2.5,2.1,17.7
92,Austin Croshere,PF,28,IND,77,0,1051,4.1,10.5,.388,1.9,4.9,.389,2.2,5.6,.387,3.2,3.6,.894,2.1,6.3,8.3,1.8,0.8,0.5,1.9,3.5,13.3
93,Eddy Curry,PF,21,CHI,73,63,2154,7.0,14.0,.496,0.0,0.0,1.000,7.0,14.0,.496,3.9,5.8,.671,2.4,5.1,7.5,1.1,0.4,1.4,3.0,4.3,17.9
94,Michael Curry,SF,35,TOR,70,15,1229,2.2,5.7,.388,0.1,0.4,.200,2.1,5.3,.403,1.4,1.7,.845,0.6,1.9,2.5,1.6,0.7,0.1,1.4,4.5,6.0
95,Samuel Dalembert,C,22,PHI,82,53,2197,4.4,8.2,.541,0.0,0.0,.000,4.4,8.2,.542,1.8,2.9,.644,3.2,7.1,10.3,0.3,0.7,3.1,1.4,4.5,10.7
96,Erick Dampier,C,28,GSW,74,74,2403,5.2,9.7,.535,0.0,0.0,.000,5.2,9.7,.537,3.3,5.0,.654,5.2,8.1,13.3,0.9,0.5,2.1,2.0,3.4,13.7
97,Antonio Daniels,PG,28,SEA,71,32,1512,4.5,9.5,.470,1.0,2.8,.362,3.5,6.7,.514,3.7,4.4,.842,0.5,2.8,3.4,7.1,1.1,0.1,1.5,1.5,13.6
