Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
9,Derek Anderson,SG,26,SAS,82,82,2859,5.2,12.5,.416,1.3,3.2,.399,3.9,9.3,.422,4.3,5.1,.851,0.9,3.6,4.6,3.8,1.5,0.2,2.1,2.4,16.0
10,Kenny Anderson,PG,30,BOS,33,28,849,3.7,9.6,.388,0.5,1.4,.333,3.3,8.2,.397,2.5,3.0,.831,0.7,2.4,3.1,5.7,1.9,0.1,2.2,2.6,10.4
11,Nick Anderson,SG,33,SAC,21,0,169,3.0,12.1,.246,2.1,8.3,.256,0.9,3.8,.222,0.0,0.0,,0.6,4.7,5.3,2.8,2.1,0.9,1.5,2.8,8.1
12,Shandon Anderson,SG,27,HOU,82,82,2396,4.0,8.9,.446,0.7,2.6,.271,3.3,6.3,.517,2.1,2.8,.734,1.1,3.9,5.0,2.8,1.2,0.6,2.0,3.0,10.7
13,Greg Anthony,PG,33,POR,58,0,856,4.1,10.6,.383,2.7,6.7,.409,1.3,4.0,.340,1.0,1.5,.657,0.9,1.7,2.6,3.4,1.7,0.1,1.8,2.6,11.9
14,Darrell Armstrong,PG,32,ORL,75,75,2767,5.4,13.0,.412,1.9,5.2,.355,3.5,7.8,.451,2.9,3.2,.884,1.2,3.2,4.5,6.8,1.8,0.2,2.6,2.0,15.5
15,Chucky Atkins,PG,26,DET,81,75,2363,5.8,14.5,.399,1.8,5.2,.357,3.9,9.3,.423,1.4,2.0,.692,0.4,2.2,2.6,5.0,1.0,0.1,2.3,2.8,14.8
16,Stacey Augmon,SG,32,POR,66,23,1182,3.9,8.1,.477,0.0,0.1,.000,3.9,8.0,.485,1.7,2.6,.655,1.8,3.0,4.8,3.0,1.5,0.6,1.5,3.2,9.5
17,Isaac Austin,C,31,VAN,52,16,845,4.1,11.5,.356,0.3,1.0,.250,3.8,10.5,.366,1.2,1.7,.700,2.1,7.3,9.5,2.5,0.9,1.0,2.3,4.0,9.6
18,William Avery,PG,21,MIN,55,0,463,4.3,11.2,.382,1.2,4.6,.271,3.0,6.6,.459,2.2,2.8,.778,0.4,1.9,2.3,5.8,1.0,0.3,3.5,3.7,12.0
19,Dalibor Bagarić,C,20,CHI,35,0,259,2.4,9.0,.262,0.0,0.1,.000,2.4,8.9,.266,1.8,3.9,.464,3.1,4.7,7.8,1.4,1.3,2.2,2.9,6.1,6.5
20,Vin Baker,PF,29,SEA,76,27,2129,5.9,13.9,.422,0.0,0.3,.063,5.9,13.6,.429,3.9,5.4,.723,3.0,4.2,7.3,1.5,0.6,1.2,2.7,4.5,15.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Erick Barkley,PG,22,POR,8,0,38,7.6,20.8,.364,2.8,7.6,.375,4.7,13.3,.357,0.0,0.0,,0.0,2.8,2.8,5.7,1.9,0.0,4.7,1.9,18.0
22,Dana Barros,PG,33,DET,60,0,1079,6.1,13.7,.444,1.5,3.5,.419,4.6,10.2,.453,2.3,2.7,.850,0.2,2.9,3.1,3.7,1.0,0.1,2.0,2.1,15.9
23,Brent Barry,SG,29,SEA,67,20,1778,4.0,8.1,.494,2.2,4.6,.476,1.8,3.5,.517,1.7,2.1,.816,0.7,3.6,4.3,4.6,1.6,0.3,1.7,2.6,11.9
24,Jon Barry,SG,31,SAC,62,2,1010,3.7,9.1,.404,1.6,4.7,.348,2.0,4.4,.463,2.3,2.6,.877,0.6,2.8,3.4,4.6,1.0,0.2,1.9,2.4,11.3
25,Tony Battie,C,24,BOS,40,25,845,4.6,8.6,.537,0.0,0.1,.000,4.6,8.4,.545,1.9,2.9,.638,3.1,6.8,9.9,0.7,1.2,2.6,1.6,5.4,11.1
26,Raja Bell,SG,24,PHI,5,0,30,2.4,8.4,.286,1.2,3.6,.333,1.2,4.8,.250,0.0,0.0,,0.0,1.2,1.2,0.0,1.2,0.0,2.4,1.2,6.0
27,Jonathan Bender,SF,20,IND,59,7,574,4.1,11.7,.355,0.7,2.6,.268,3.4,9.1,.379,3.1,4.3,.735,0.9,3.8,4.6,2.0,0.4,1.8,2.6,4.6,12.1
28,Corey Benjamin,PG,22,CHI,65,5,857,4.8,12.7,.381,0.9,3.4,.259,3.9,9.3,.425,2.4,3.5,.675,1.6,2.6,4.2,2.9,1.2,0.7,2.6,5.4,12.9
29,David Benoit,SF,32,UTA,49,2,446,5.7,11.9,.483,0.4,1.0,.385,5.3,10.8,.493,2.5,3.1,.795,1.6,4.9,6.5,1.8,0.5,0.5,2.3,6.1,14.4
30,Travis Best,PG,28,IND,77,21,2457,5.1,11.5,.440,0.5,1.4,.381,4.5,10.1,.449,2.7,3.3,.827,0.6,2.7,3.3,6.9,1.6,0.2,1.9,3.6,13.5
31,Mike Bibby,PG,22,VAN,82,82,3190,5.9,13.1,.454,1.2,3.2,.379,4.7,9.8,.478,1.6,2.1,.761,0.5,2.9,3.4,7.7,1.2,0.1,2.8,1.7,14.7
32,Chauncey Billups*,SG,24,MIN,77,33,1790,5.0,11.8,.422,1.5,3.9,.376,3.5,7.9,.445,2.9,3.4,.842,0.6,2.5,3.2,5.2,1.0,0.2,2.2,3.6,14.3
33,Mookie Blaylock,PG,33,GSW,69,59,2352,4.9,12.3,.396,1.1,3.4,.324,3.7,8.8,.424,0.8,1.2,.697,1.1,3.1,4.2,7.1,2.5,0.3,2.0,2.1,11.6
34,Corie Blount,PF,32,TOT,68,6,1305,3.6,8.1,.442,0.1,0.2,.250,3.5,7.9,.448,1.4,2.3,.614,5.0,6.0,11.0,1.6,1.2,0.6,2.0,4.6,8.6
34,Corie Blount,PF,32,PHO,30,6,387,2.1,4.4,.489,0.0,0.0,,2.1,4.4,.489,0.7,1.4,.533,3.3,4.7,7.9,0.7,1.2,0.5,1.7,7.0,5.0
34,Corie Blount,PF,32,GSW,38,0,918,4.2,9.7,.433,0.1,0.3,.250,4.1,9.4,.439,1.7,2.7,.632,5.7,6.6,12.4,2.0,1.1,0.7,2.2,3.5,10.2
35,Mark Blount,C,25,BOS,64,50,1098,3.3,6.6,.505,0.0,0.0,,3.3,6.6,.505,1.5,2.2,.697,3.2,4.4,7.6,1.0,1.3,2.5,2.0,6.0,8.1
36,Muggsy Bogues,PG,36,TOR,3,0,34,0.0,2.1,.000,0.0,1.1,.000,0.0,1.1,.000,0.0,0.0,,0.0,3.2,3.2,5.3,2.1,0.0,4.2,3.2,0.0
37,Etdrick Bohannon,PF,27,CLE,6,0,19,3.8,7.6,.500,0.0,0.0,,3.8,7.6,.500,7.6,7.6,1.000,5.7,7.6,13.3,0.0,0.0,3.8,1.9,7.6,15.2
38,Calvin Booth,C,24,TOT,55,29,933,4.6,9.7,.476,0.0,0.0,,4.6,9.7,.476,2.0,3.0,.679,3.0,6.5,9.5,1.6,1.1,4.3,2.0,5.6,11.3
38,Calvin Booth,C,24,WAS,40,22,640,4.2,9.5,.440,0.0,0.0,,4.2,9.5,.440,1.9,2.5,.733,3.0,6.8,9.8,1.3,1.0,4.6,2.0,5.1,10.2
38,Calvin Booth,C,24,DAL,15,7,293,5.7,10.3,.548,0.0,0.0,,5.7,10.3,.548,2.5,4.1,.606,2.9,5.9,8.8,2.3,1.5,3.7,2.1,6.8,13.8
39,Cal Bowdler,SF,23,ATL,44,0,375,5.1,10.9,.465,0.1,0.5,.200,5.0,10.5,.477,3.2,3.8,.825,2.9,4.5,7.4,0.4,1.0,2.0,1.1,4.3,13.4
40,Bruce Bowen,SF,29,MIA,82,72,2685,2.8,7.8,.363,1.4,4.1,.336,1.4,3.7,.394,1.3,2.2,.609,0.6,2.7,3.3,1.8,1.1,0.7,1.0,3.6,8.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Ryan Bowen,SF,25,DEN,57,0,696,4.1,7.4,.556,0.2,0.6,.364,3.9,6.9,.571,1.4,2.3,.614,3.2,2.6,5.8,1.6,1.9,0.6,1.2,4.9,9.9
42,Ira Bowman,PG,27,ATL,3,0,19,0.0,3.8,.000,0.0,0.0,,0.0,3.8,.000,0.0,0.0,,1.9,1.9,3.8,13.3,0.0,0.0,1.9,0.0,0.0
43,Earl Boykins,PG,24,LAC,10,0,149,6.0,15.2,.397,0.2,1.9,.125,5.8,13.3,.436,3.4,4.1,.824,1.0,1.7,2.7,7.7,1.2,0.0,2.2,2.2,15.7
44,Shawn Bradley,C,28,DAL,82,35,2001,3.9,8.0,.490,0.0,0.1,.167,3.9,7.9,.494,2.5,3.2,.787,2.9,8.1,10.9,0.7,0.6,4.1,1.6,4.6,10.4
45,Elton Brand,PF,21,CHI,74,74,2906,7.2,15.1,.476,0.0,0.0,.000,7.2,15.0,.477,4.1,5.8,.708,3.5,5.7,9.2,3.0,0.9,1.5,2.7,3.0,18.5
46,Terrell Brandon,PG,30,MIN,78,78,2821,6.5,14.5,.451,0.4,1.2,.363,6.1,13.3,.458,2.5,2.9,.871,0.8,3.0,3.8,7.4,2.1,0.3,2.0,1.8,16.0
47,Chucky Brown,SF,32,TOT,26,2,339,4.2,10.1,.421,0.0,0.3,.000,4.2,9.8,.435,2.3,3.6,.647,0.8,4.9,5.7,1.2,1.0,0.7,0.8,3.9,10.8
47,Chucky Brown,SF,32,GSW,6,0,74,4.4,9.7,.450,0.0,1.0,.000,4.4,8.8,.500,2.9,4.9,.600,1.5,7.3,8.8,2.4,1.5,0.5,1.0,4.9,11.7
47,Chucky Brown,SF,32,CLE,20,2,265,4.2,10.2,.413,0.0,0.1,.000,4.2,10.1,.419,2.2,3.3,.667,0.7,4.2,4.9,0.8,0.8,0.8,0.8,3.7,10.6
48,Dee Brown,PG,32,ORL,7,0,155,3.7,10.2,.364,2.8,7.4,.375,0.9,2.8,.333,0.9,1.2,.800,0.0,2.6,2.6,2.8,0.9,0.0,1.6,2.3,11.1
49,P.J. Brown,C,31,CHH,80,79,2811,3.2,7.2,.444,0.0,0.1,.000,3.2,7.1,.447,2.3,2.7,.852,3.3,6.2,9.5,1.6,1.0,1.2,1.4,3.3,8.7
50,Randy Brown,PG,32,BOS,54,35,1238,2.9,6.9,.422,0.0,0.1,.000,2.9,6.8,.427,0.7,1.2,.575,0.7,2.2,2.9,4.5,1.8,0.3,1.6,3.8,6.5
51,Rick Brunson,PG,28,TOT,22,0,208,3.1,9.3,.333,0.3,2.4,.143,2.8,6.9,.400,1.4,2.6,.533,0.9,2.8,3.6,5.4,1.4,0.2,2.9,3.6,8.0
51,Rick Brunson,PG,28,BOS,7,0,142,2.5,8.9,.286,0.5,2.8,.182,2.0,6.1,.333,1.0,2.3,.444,0.5,1.8,2.3,6.1,1.8,0.3,2.3,4.1,6.6
51,Rick Brunson,PG,28,NYK,15,0,66,4.4,10.4,.421,0.0,1.6,.000,4.4,8.7,.500,2.2,3.3,.667,1.6,4.9,6.5,3.8,0.5,0.0,4.4,2.7,10.9
52,Kobe Bryant*,SG,22,LAL,68,68,2783,9.1,19.5,.464,0.8,2.6,.305,8.3,16.9,.489,6.1,7.2,.853,1.3,3.8,5.2,4.4,1.5,0.6,2.8,2.9,25.1
53,Mark Bryant,PF,35,DAL,18,1,101,2.9,7.1,.400,0.0,0.0,,2.9,7.1,.400,1.1,1.8,.600,1.4,6.1,7.5,1.1,0.4,0.7,1.8,10.3,6.8
54,Greg Buckner,SG,24,DAL,37,9,820,3.7,8.4,.438,0.1,0.3,.286,3.6,8.1,.443,2.6,3.6,.728,2.6,4.3,6.9,2.2,1.4,0.4,1.2,5.2,10.1
55,Jud Buechler,SF,32,DET,57,3,737,3.7,8.0,.463,1.6,3.8,.416,2.1,4.2,.506,0.4,0.6,.750,1.0,3.6,4.6,1.9,1.0,0.5,1.2,4.1,9.4
56,Rodney Buford,SF,23,PHI,47,0,573,6.5,15.1,.432,1.0,2.4,.421,5.5,12.8,.433,1.5,1.8,.828,1.0,3.6,4.6,1.1,1.1,0.4,1.8,4.3,15.6
57,Matt Bullard,PF,33,HOU,61,5,1000,4.6,11.0,.423,3.1,7.7,.404,1.5,3.3,.467,0.4,0.5,.714,0.8,3.9,4.7,1.5,0.4,0.3,0.4,2.7,12.7
58,Scott Burrell,SF,30,CHH,4,0,41,6.1,13.2,.467,1.8,5.3,.333,4.4,7.9,.556,0.9,3.5,.250,0.9,1.8,2.6,0.9,2.6,0.0,0.0,7.0,14.9
59,Jason Caffey,PF,27,MIL,70,33,1460,4.4,9.0,.488,0.0,0.0,,4.4,9.0,.488,3.5,5.2,.673,3.3,5.4,8.7,1.3,0.9,0.6,1.9,4.5,12.3
60,Marcus Camby,C,26,NYK,63,63,2127,5.1,9.8,.524,0.0,0.1,.125,5.1,9.7,.530,2.5,3.8,.667,3.3,8.9,12.2,0.9,1.1,2.3,1.1,3.5,12.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Elden Campbell,PF,32,CHH,78,78,2337,5.7,12.8,.440,0.0,0.1,.000,5.7,12.8,.443,4.4,6.3,.709,2.4,6.9,9.4,1.6,0.9,2.2,2.2,4.3,15.7
62,Brian Cardinal,PF,23,DET,15,0,126,2.9,8.9,.323,0.0,1.4,.000,2.9,7.4,.385,3.1,5.1,.611,2.3,4.3,6.6,0.9,2.0,0.6,2.6,7.7,8.9
63,Chris Carr,SG,26,BOS,35,0,309,6.2,13.0,.473,2.0,4.3,.459,4.2,8.7,.480,5.4,7.0,.767,1.3,3.8,5.1,1.3,0.5,0.3,2.2,5.2,19.7
64,Anthony Carter,PG,25,MIA,72,6,1630,4.3,10.6,.406,0.1,0.9,.150,4.2,9.7,.430,1.4,2.3,.631,1.0,3.0,4.0,5.9,1.6,0.2,2.6,3.4,10.2
65,Vince Carter*,SF,24,TOR,75,75,2979,9.2,20.0,.460,2.0,4.8,.408,7.3,15.2,.477,4.6,6.1,.765,2.1,2.9,5.0,3.5,1.4,1.0,2.0,2.5,25.0
66,Sam Cassell,PG,31,MIL,76,75,2709,7.1,15.0,.474,0.4,1.3,.306,6.7,13.7,.490,3.7,4.3,.858,0.6,3.2,3.9,7.7,1.2,0.1,2.9,2.8,18.4
67,Kelvin Cato,C,26,HOU,35,13,624,3.7,6.4,.577,0.0,0.0,,3.7,6.4,.577,2.1,3.3,.649,2.7,5.4,8.1,0.6,0.7,1.8,1.4,5.1,9.5
68,Duane Causwell,C,32,MIA,31,14,384,3.0,8.0,.376,0.0,0.0,,3.0,8.0,.376,1.1,2.3,.480,2.2,5.6,7.8,0.5,0.7,1.7,2.2,6.3,7.1
69,Cedric Ceballos,SF,31,TOT,40,0,559,6.5,14.7,.441,1.4,4.7,.301,5.1,10.0,.506,2.4,2.8,.860,2.2,4.6,6.8,1.3,1.0,0.5,2.1,3.9,16.8
69,Cedric Ceballos,SF,31,DET,13,0,166,6.1,15.4,.394,2.4,8.7,.275,3.7,6.7,.548,1.7,2.2,.800,1.5,4.1,5.6,1.5,1.3,0.7,2.0,4.1,16.3
69,Cedric Ceballos,SF,31,MIA,27,0,393,6.7,14.5,.462,1.0,3.0,.333,5.7,11.5,.496,2.7,3.0,.879,2.5,4.9,7.3,1.2,0.9,0.4,2.1,3.8,17.0
70,Calbert Cheaney,SG,29,DEN,9,5,153,2.4,7.1,.333,0.0,0.0,,2.4,7.1,.333,0.2,0.5,.500,1.2,3.5,4.7,2.1,0.9,0.5,1.2,3.3,4.9
71,Chris Childs,PG,33,TOT,77,5,1859,2.6,6.5,.403,0.6,2.1,.302,2.0,4.4,.450,1.2,1.4,.845,0.5,3.4,3.9,6.9,1.1,0.3,3.0,4.7,7.0
71,Chris Childs,PG,33,NYK,51,5,1309,2.6,6.1,.419,0.6,1.8,.313,2.0,4.3,.462,1.1,1.3,.848,0.4,3.4,3.8,6.5,1.0,0.2,2.7,4.4,6.7
71,Chris Childs,PG,33,TOR,26,0,550,2.7,7.4,.372,0.8,2.7,.286,2.0,4.6,.423,1.4,1.6,.840,0.7,3.5,4.2,7.8,1.4,0.5,3.8,5.4,7.7
72,Doug Christie,SG,30,SAC,81,81,2939,3.8,9.7,.395,1.2,3.1,.376,2.7,6.6,.403,3.4,3.8,.897,1.2,3.2,4.3,3.5,2.2,0.6,1.9,2.7,12.2
73,Keon Clark,PF,25,TOT,81,3,1720,5.2,10.9,.480,0.0,0.0,.000,5.2,10.8,.481,3.0,5.0,.592,2.8,6.2,9.1,1.5,0.7,3.2,1.9,5.1,13.4
73,Keon Clark,PF,25,DEN,35,3,752,3.9,9.5,.412,0.0,0.0,,3.9,9.5,.412,3.0,5.0,.600,2.8,6.1,8.9,1.6,0.8,2.1,2.3,4.8,10.9
73,Keon Clark,PF,25,TOR,46,0,968,6.2,11.9,.522,0.0,0.0,.000,6.2,11.9,.524,2.9,5.0,.585,2.9,6.3,9.2,1.4,0.6,4.1,1.6,5.3,15.4
74,Mateen Cleaves,PG,23,DET,78,8,1268,4.5,11.4,.400,0.1,0.5,.294,4.4,10.9,.405,2.8,3.9,.708,0.7,3.0,3.7,5.9,1.4,0.0,3.9,4.3,12.0
75,John Coker,C,29,GSW,6,0,32,1.1,9.0,.125,0.0,0.0,,1.1,9.0,.125,0.0,0.0,,3.4,2.3,5.6,2.3,1.1,0.0,2.3,4.5,2.3
76,Derrick Coleman,PF,33,CHH,34,3,683,5.1,13.4,.380,1.1,2.7,.392,4.1,10.8,.377,3.3,4.8,.685,2.4,7.3,9.7,2.1,0.5,1.1,2.2,2.8,14.6
77,Bimbo Coles,PG,32,CLE,47,0,804,4.1,10.7,.381,0.1,0.7,.125,4.0,10.0,.399,2.1,2.5,.857,0.4,1.7,2.1,6.2,1.2,0.3,2.6,3.9,10.4
78,Jason Collier,C,23,HOU,23,0,222,4.4,11.5,.380,0.0,0.2,.000,4.4,11.4,.386,2.8,3.9,.708,1.9,4.1,6.0,1.0,0.3,0.5,1.8,4.4,11.5
79,Sean Colson,PG,25,TOT,13,0,44,4.9,19.6,.250,0.8,4.1,.200,4.1,15.5,.263,1.6,3.3,.500,1.6,3.3,4.9,8.2,0.8,0.0,1.6,4.9,12.3
79,Sean Colson,PG,25,ATL,3,0,14,0.0,12.9,.000,0.0,2.6,.000,0.0,10.3,.000,0.0,0.0,,0.0,7.7,7.7,7.7,0.0,0.0,5.1,0.0,0.0
79,Sean Colson,PG,25,HOU,10,0,30,7.2,22.8,.316,1.2,4.8,.250,6.0,18.0,.333,2.4,4.8,.500,2.4,1.2,3.6,8.4,1.2,0.0,0.0,7.2,18.0
80,Tyrone Corbin,SF,38,TOR,15,1,117,2.8,11.7,.237,0.0,1.5,.000,2.8,10.2,.273,0.6,1.2,.500,0.9,3.1,4.0,1.2,0.6,0.0,0.9,5.5,6.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Chris Crawford,PF,25,ATL,47,22,901,4.9,10.8,.452,0.2,0.9,.273,4.6,9.9,.468,2.7,3.3,.819,1.1,3.3,4.4,1.5,0.8,0.6,2.5,4.7,12.7
82,Jamal Crawford,PG,20,CHI,61,8,1050,3.7,10.4,.352,1.4,4.0,.350,2.3,6.4,.353,0.9,1.2,.794,0.3,2.7,3.1,4.8,1.5,0.5,2.9,2.3,9.7
83,Austin Croshere,PF,25,IND,81,23,1874,5.3,13.5,.394,1.3,4.0,.338,4.0,9.5,.417,3.8,4.4,.866,2.4,5.1,7.4,1.8,0.7,1.0,2.6,3.5,15.8
84,John Crotty,PG,31,UTA,31,0,264,3.0,8.9,.338,0.5,1.0,.571,2.5,7.9,.310,2.3,2.6,.895,1.8,2.0,3.8,4.6,0.8,0.0,2.6,4.4,8.9
85,Vonteego Cummings,PG,24,GSW,66,11,1495,4.3,12.4,.344,1.2,3.4,.336,3.1,9.0,.348,1.9,2.8,.681,1.1,2.2,3.3,5.5,1.6,0.3,2.2,3.9,11.6
86,Bill Curley,PF,28,TOT,20,2,192,4.7,8.8,.532,0.2,0.4,.500,4.5,8.4,.533,2.3,3.6,.632,3.9,3.0,6.9,0.6,1.3,1.7,3.0,8.4,11.8
86,Bill Curley,PF,28,DAL,5,0,15,2.4,9.6,.250,0.0,2.4,.000,2.4,7.2,.333,2.4,9.6,.250,0.0,0.0,0.0,0.0,2.4,2.4,4.8,9.6,7.2
86,Bill Curley,PF,28,GSW,15,2,177,4.9,8.7,.558,0.2,0.2,1.000,4.7,8.5,.548,2.2,3.1,.733,4.3,3.3,7.5,0.6,1.2,1.6,2.8,8.3,12.2
87,Dell Curry,SG,36,TOR,71,1,956,6.1,14.4,.424,2.3,5.5,.428,3.8,8.9,.422,1.6,1.9,.843,0.6,2.6,3.2,2.8,1.0,0.3,1.5,2.5,16.2
88,Michael Curry,SG,32,DET,68,58,1485,3.5,7.7,.455,0.1,0.2,.444,3.4,7.5,.455,1.5,1.8,.849,0.5,2.4,2.9,3.2,0.7,0.1,1.5,4.2,8.6
89,Erick Dampier,C,25,GSW,43,26,1038,4.4,10.9,.401,0.0,0.1,.000,4.4,10.8,.404,2.3,4.4,.532,3.4,5.3,8.7,2.0,0.6,2.0,2.8,4.3,11.1
90,Antonio Daniels,PG,25,SAS,79,23,2060,4.8,10.3,.468,1.3,3.2,.404,3.5,7.1,.496,2.1,2.7,.776,0.5,2.4,2.8,5.3,1.1,0.2,1.9,2.1,13.0
91,Kornél Dávid,SF,29,TOT,27,0,209,4.3,8.8,.490,0.0,0.0,,4.3,8.8,.490,2.1,2.2,.923,2.6,6.4,9.0,1.2,1.0,0.7,1.9,4.8,10.7
91,Kornél Dávid,SF,29,TOR,17,0,140,3.9,7.5,.517,0.0,0.0,,3.9,7.5,.517,3.1,3.3,.923,2.3,6.2,8.5,1.0,0.5,0.8,1.8,5.1,10.8
91,Kornél Dávid,SF,29,DET,10,0,69,5.2,11.5,.455,0.0,0.0,,5.2,11.5,.455,0.0,0.0,,3.1,6.8,9.9,1.6,2.1,0.5,2.1,4.2,10.4
92,Antonio Davis,C,32,TOR,78,77,2729,4.9,11.4,.433,0.0,0.0,.000,4.9,11.4,.434,4.2,5.6,.754,3.6,6.8,10.4,1.4,0.3,2.0,1.8,3.0,14.1
93,Baron Davis,PG,21,CHH,82,82,3192,4.6,10.8,.427,1.0,3.1,.310,3.7,7.7,.474,2.6,3.8,.677,1.5,3.1,4.6,6.7,1.9,0.4,2.5,3.0,12.8
94,Dale Davis,C,31,POR,81,43,2162,4.0,8.1,.497,0.0,0.1,.000,4.0,8.0,.501,1.6,2.5,.632,3.9,6.2,10.1,1.7,0.7,1.3,1.1,3.3,9.7
95,Emanual Davis,SG,32,SEA,62,39,1290,3.7,8.9,.418,1.4,3.5,.394,2.3,5.3,.435,1.3,1.5,.818,0.8,3.5,4.3,3.8,1.8,0.3,2.1,2.8,10.1
96,Hubert Davis,PG,30,TOT,66,18,1692,4.2,9.2,.453,1.7,3.6,.456,2.5,5.6,.450,1.1,1.3,.871,0.6,2.4,3.0,2.3,0.7,0.0,1.7,2.6,11.1
96,Hubert Davis,PG,30,DAL,51,7,1261,4.0,9.0,.443,1.7,3.8,.436,2.3,5.2,.448,1.0,1.2,.854,0.5,2.6,3.1,1.7,0.8,0.0,1.6,2.6,10.6
96,Hubert Davis,PG,30,WAS,15,11,431,4.8,9.9,.479,1.7,3.2,.526,3.1,6.8,.457,1.6,1.8,.905,0.8,1.7,2.5,4.1,0.5,0.0,2.1,2.4,12.8
97,Ricky Davis,SG,21,MIA,7,0,70,6.2,14.9,.414,0.5,0.5,1.000,5.7,14.4,.393,3.6,4.1,.875,0.5,3.1,3.6,5.7,2.6,1.0,2.6,3.6,16.5
98,Terry Davis,PF,33,DEN,19,1,228,1.9,3.9,.480,0.0,0.0,,1.9,3.9,.480,1.4,3.5,.409,3.8,4.6,8.4,1.1,0.2,0.2,0.8,5.4,5.2
99,Todd Day,SG,31,MIN,31,0,345,4.6,12.3,.373,2.7,7.2,.377,1.9,5.1,.367,1.9,2.4,.783,1.0,2.8,3.9,2.9,1.0,0.7,2.5,5.4,13.8
100,Andrew DeClercq,C,27,ORL,67,51,903,4.3,7.7,.554,0.0,0.0,,4.3,7.7,.554,1.9,3.3,.573,3.6,5.8,9.4,1.3,1.6,1.3,2.0,7.9,10.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Vinny Del Negro,PG,34,TOT,65,1,922,4.1,9.1,.453,0.0,0.5,.077,4.1,8.6,.475,1.6,1.7,.932,0.5,2.7,3.2,4.9,1.0,0.1,1.3,3.0,9.9
101,Vinny Del Negro,PG,34,GSW,29,1,396,2.7,8.2,.333,0.1,0.8,.111,2.6,7.4,.358,1.5,1.5,1.000,0.4,2.5,2.8,5.6,0.5,0.0,1.4,3.3,7.0
