Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,Chris Anstey,C,25,CHI,73,11,1007,5.8,13.0,.442,0.0,0.2,.167,5.7,12.8,.447,4.1,5.3,.789,3.2,6.8,10.0,2.3,1.0,0.9,2.9,6.4,15.7
12,Greg Anthony,PG,32,POR,82,3,1548,3.9,9.7,.406,2.0,5.4,.378,1.9,4.3,.443,2.0,2.7,.772,0.4,2.7,3.1,4.8,1.4,0.2,2.0,3.3,12.0
13,B.J. Armstrong,PG,32,CHI,27,18,583,5.1,11.5,.446,0.8,1.8,.448,4.3,9.7,.446,1.4,1.5,.880,0.1,2.8,2.9,4.8,0.4,0.1,2.5,2.1,12.4
14,Darrell Armstrong,PG,31,ORL,82,82,2590,6.7,15.6,.433,1.9,5.6,.340,4.8,10.0,.485,3.1,3.4,.911,0.9,2.8,3.8,7.0,2.3,0.1,3.4,1.9,18.5
15,Chucky Atkins,PG,25,ORL,82,0,1626,7.0,16.4,.424,1.3,3.6,.350,5.7,12.8,.445,2.1,2.9,.729,0.4,2.3,2.8,6.8,1.2,0.1,3.1,3.0,17.3
16,Stacey Augmon,SG,31,POR,59,0,692,4.3,9.1,.474,0.0,0.1,.000,4.3,9.0,.480,1.9,2.9,.673,2.2,3.8,6.0,2.8,1.4,0.6,2.0,3.6,10.6
17,Isaac Austin,C,30,WAS,59,23,1173,4.6,10.8,.429,0.0,0.1,.250,4.6,10.7,.431,2.9,4.2,.686,2.0,6.7,8.7,2.3,0.5,1.2,3.3,3.9,12.2
18,Anthony Avent,PF,30,LAC,49,3,377,2.8,9.2,.302,0.0,0.0,,2.8,9.2,.302,2.2,3.1,.719,2.2,4.9,7.1,1.1,1.5,1.4,2.3,5.9,7.7
19,William Avery,PG,20,MIN,59,1,484,4.2,13.5,.309,1.3,4.7,.286,2.8,8.8,.322,1.8,2.7,.667,0.6,2.4,3.0,6.5,1.0,0.1,3.1,4.5,11.5
20,Toby Bailey,SG,24,PHO,46,2,449,4.7,11.2,.414,0.2,0.8,.200,4.5,10.4,.431,3.6,5.2,.692,2.1,3.7,5.8,2.4,1.0,0.3,1.9,4.4,13.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Vin Baker,C,28,SEA,79,75,2849,6.5,14.3,.455,0.0,0.1,.250,6.5,14.2,.457,3.6,5.2,.682,2.9,4.8,7.6,1.9,0.6,0.8,2.7,3.6,16.6
22,Charles Barkley*,PF,36,HOU,20,18,620,6.2,12.9,.477,0.3,1.5,.231,5.8,11.4,.510,4.1,6.4,.645,4.1,8.0,12.1,3.7,0.8,0.2,2.6,2.8,16.8
23,Dana Barros,PG,32,BOS,72,0,1139,6.2,13.7,.451,1.9,4.6,.410,4.3,9.2,.471,2.1,2.4,.868,0.4,2.7,3.1,4.2,1.0,0.1,2.1,2.5,16.3
24,Brent Barry,SG,28,SEA,80,74,2726,4.3,9.3,.463,2.2,5.3,.411,2.2,4.1,.529,1.7,2.1,.809,0.7,4.3,4.9,3.8,1.4,0.4,1.9,3.0,12.5
25,Drew Barry,PG,26,TOT,16,0,159,3.4,7.5,.455,1.6,4.1,.389,1.8,3.4,.533,0.9,1.1,.800,0.0,2.7,2.7,7.5,0.5,0.0,2.9,5.2,9.3
25,Drew Barry,PG,26,GSW,8,0,85,3.8,7.6,.500,1.3,3.8,.333,2.5,3.8,.667,0.4,0.8,.500,0.0,3.4,3.4,7.2,0.8,0.0,2.5,5.9,9.3
25,Drew Barry,PG,26,ATL,8,0,74,2.9,7.3,.400,1.9,4.4,.444,1.0,2.9,.333,1.5,1.5,1.000,0.0,1.9,1.9,7.8,0.0,0.0,3.4,4.4,9.2
26,Jon Barry,SG,30,SAC,62,1,1281,4.5,9.7,.465,1.9,4.3,.429,2.7,5.4,.495,3.0,3.3,.922,1.1,3.4,4.5,4.2,2.1,0.2,2.4,2.9,13.9
27,Tony Battie,C,23,BOS,82,4,1505,5.2,11.0,.477,0.0,0.2,.125,5.2,10.8,.483,2.4,3.6,.675,3.6,6.2,9.8,1.5,1.1,1.7,1.6,6.0,12.9
28,Jonathan Bender,SF,19,IND,24,1,130,6.4,19.4,.329,0.6,3.3,.167,5.8,16.1,.362,4.4,6.6,.667,1.1,4.7,5.8,0.8,0.3,1.4,1.9,5.0,17.7
29,Benoit Benjamin,C,35,CLE,3,0,8,4.5,13.5,.333,0.0,0.0,,4.5,13.5,.333,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,4.5,0.0,4.5,9.0
30,Corey Benjamin,SG,21,CHI,48,10,862,6.1,14.6,.414,1.3,3.7,.348,4.8,10.9,.437,2.0,3.4,.598,0.9,2.8,3.7,2.3,1.3,0.9,3.1,5.1,15.5
31,Mario Bennett,PF,26,LAC,1,0,3,0.0,36.0,.000,0.0,0.0,,0.0,36.0,.000,0.0,0.0,,12.0,12.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0
32,Travis Best,PG,27,IND,82,0,1691,5.8,11.9,.483,0.7,2.0,.376,5.0,10.0,.504,3.3,4.0,.821,0.3,2.7,3.0,5.8,1.6,0.1,2.3,4.3,15.6
33,Mike Bibby,PG,21,VAN,82,82,3155,5.2,11.8,.445,0.9,2.4,.363,4.4,9.3,.466,2.2,2.9,.780,0.8,2.7,3.5,7.6,1.5,0.2,2.8,2.0,13.6
34,Chauncey Billups*,SG,23,DEN,13,5,305,4.0,11.9,.337,0.8,4.8,.171,3.2,7.1,.450,4.4,5.2,.841,0.9,3.1,4.0,4.6,1.2,0.2,2.8,3.2,13.2
35,Mookie Blaylock,PG,32,GSW,73,72,2459,4.8,12.3,.391,1.5,4.4,.336,3.3,7.8,.422,1.0,1.4,.705,0.8,3.1,4.0,7.2,2.1,0.3,2.1,1.8,12.0
36,Corie Blount,PF,31,PHO,38,1,446,3.6,7.2,.494,0.0,0.2,.000,3.6,7.0,.506,1.5,2.7,.576,4.2,4.9,9.1,0.8,1.2,0.6,2.3,6.3,8.6
37,Muggsy Bogues,PG,35,TOR,80,5,1731,3.3,7.4,.439,0.4,1.1,.333,2.9,6.4,.456,1.6,1.8,.908,0.5,2.3,2.8,6.2,1.4,0.1,1.2,2.5,8.5
38,Etdrick Bohannon,PF,26,TOT,13,0,118,2.1,4.0,.538,0.0,0.0,,2.1,4.0,.538,4.6,7.3,.625,4.0,5.5,9.5,1.5,0.6,1.8,3.1,7.6,8.8
38,Etdrick Bohannon,PF,26,NYK,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,21.6,28.8,.750,7.2,0.0,7.2,0.0,0.0,0.0,14.4,7.2,21.6
38,Etdrick Bohannon,PF,26,LAC,11,0,113,2.2,4.1,.538,0.0,0.0,,2.2,4.1,.538,3.8,6.4,.600,3.8,5.7,9.6,1.6,0.6,1.9,2.5,7.6,8.3
39,Calvin Booth,C,23,WAS,11,0,143,4.0,11.6,.348,0.0,0.0,,4.0,11.6,.348,2.5,3.5,.714,3.8,4.3,8.1,1.8,0.8,3.5,1.5,5.8,10.6
40,Lazaro Borrell,SF,27,SEA,17,6,167,6.0,13.6,.444,0.0,0.6,.000,6.0,12.9,.467,1.3,2.4,.545,3.0,5.6,8.6,2.2,1.3,0.6,1.3,1.9,13.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Cal Bowdler,SF,22,ATL,46,0,423,4.2,9.8,.426,0.0,0.1,.000,4.2,9.7,.430,2.0,3.2,.632,1.9,5.4,7.2,1.2,1.2,0.8,1.8,3.9,10.4
42,Bruce Bowen,SF,28,TOT,69,2,878,3.0,8.0,.371,1.1,2.4,.466,1.8,5.6,.331,1.0,1.8,.581,1.1,2.8,3.9,1.4,0.9,0.6,0.8,4.8,8.0
42,Bruce Bowen,SF,28,PHI,42,0,311,3.0,8.5,.356,0.1,0.2,.500,2.9,8.2,.352,0.7,1.4,.500,1.6,2.5,4.2,1.9,1.0,0.6,0.6,4.3,6.8
42,Bruce Bowen,SF,28,MIA,27,2,567,2.9,7.7,.380,1.7,3.6,.464,1.3,4.1,.308,1.2,2.0,.613,0.8,3.0,3.8,1.1,0.9,0.6,0.9,5.1,8.7
43,Ryan Bowen,SF,24,DEN,52,0,589,2.8,7.2,.393,0.1,0.6,.111,2.8,6.6,.417,2.3,3.2,.717,4.6,2.4,7.0,1.2,2.4,0.8,0.9,5.8,8.0
44,Ira Bowman,SG,26,PHI,11,0,20,3.6,3.6,1.000,0.0,0.0,,3.6,3.6,1.000,1.8,3.6,.500,0.0,3.6,3.6,1.8,1.8,0.0,1.8,0.0,9.0
45,Earl Boykins,PG,23,TOT,26,0,261,7.7,16.0,.483,1.1,2.8,.400,6.6,13.2,.500,2.5,3.2,.783,1.7,1.9,3.6,6.6,1.7,0.1,2.3,3.2,19.0
45,Earl Boykins,PG,23,ORL,1,0,8,13.5,18.0,.750,0.0,0.0,,13.5,18.0,.750,0.0,0.0,,4.5,0.0,4.5,13.5,0.0,0.0,0.0,0.0,27.0
45,Earl Boykins,PG,23,CLE,25,0,253,7.5,15.9,.473,1.1,2.8,.400,6.4,13.1,.489,2.6,3.3,.783,1.6,2.0,3.6,6.4,1.7,0.1,2.4,3.3,18.8
46,Shawn Bradley,C,27,DAL,77,54,1901,5.0,10.5,.479,0.0,0.1,.200,5.0,10.4,.482,2.2,2.8,.765,3.0,6.4,9.4,1.1,1.3,3.6,1.4,4.9,12.3
47,A.J. Bramlett,C,23,CLE,8,0,61,2.4,12.4,.190,0.0,0.0,,2.4,12.4,.190,0.0,0.0,,7.1,5.9,13.0,0.0,0.6,0.0,1.8,7.7,4.7
48,Elton Brand,PF,20,CHI,81,80,2999,7.6,15.7,.482,0.0,0.0,.000,7.6,15.7,.483,4.4,6.4,.685,4.2,5.5,9.7,1.9,0.8,1.6,2.7,3.1,19.5
49,Terrell Brandon,PG,29,MIN,71,71,2587,6.8,14.5,.466,0.7,1.8,.402,6.0,12.7,.476,2.6,2.9,.899,0.6,2.7,3.3,8.8,1.9,0.4,2.6,2.2,16.9
50,Chucky Brown,PF,31,TOT,63,29,1096,4.9,10.8,.451,0.1,0.3,.200,4.8,10.4,.459,1.2,1.7,.692,1.1,4.3,5.5,2.2,0.7,0.6,1.5,3.7,11.0
50,Chucky Brown,PF,31,SAS,30,27,602,4.9,10.5,.466,0.1,0.2,.333,4.8,10.3,.468,1.5,1.9,.806,0.7,3.9,4.6,2.5,0.5,0.6,1.7,3.2,11.4
50,Chucky Brown,PF,31,CHH,33,2,494,4.8,11.1,.434,0.1,0.5,.143,4.7,10.6,.448,0.8,1.5,.524,1.7,4.8,6.6,1.8,0.9,0.6,1.2,4.4,10.5
51,Dee Brown,PG,31,TOR,38,12,673,5.0,13.8,.360,3.6,10.0,.358,1.4,3.8,.366,0.6,0.9,.688,0.5,2.4,2.9,4.6,1.3,0.3,2.1,3.3,14.1
52,Marcus Brown,SG,25,DET,6,0,45,3.2,11.2,.286,0.0,5.6,.000,3.2,5.6,.571,1.6,1.6,1.000,2.4,3.2,5.6,2.4,0.0,0.0,2.4,6.4,8.0
53,P.J. Brown,PF,30,MIA,80,80,2302,5.0,10.5,.480,0.0,0.0,.000,5.0,10.5,.481,1.9,2.5,.755,3.4,6.0,9.4,2.3,1.0,1.0,1.6,4.1,11.9
54,Randy Brown,PG,31,CHI,59,55,1625,3.5,9.6,.361,0.1,0.1,.500,3.4,9.5,.359,1.4,1.9,.738,0.5,2.7,3.2,4.5,1.4,0.3,2.3,2.7,8.4
55,Rick Brunson,PG,27,NYK,37,0,289,3.6,8.7,.414,0.2,1.6,.154,3.4,7.1,.474,1.4,2.2,.611,0.4,3.0,3.4,6.1,1.1,0.1,3.9,4.4,8.8
56,Kobe Bryant*,SG,21,LAL,66,62,2524,7.9,16.9,.468,0.7,2.1,.319,7.2,14.8,.489,4.7,5.7,.821,1.5,4.4,5.9,4.6,1.5,0.9,2.6,3.1,21.2
57,Mark Bryant,PF,34,CLE,75,50,1712,3.7,7.3,.503,0.0,0.0,,3.7,7.3,.503,1.6,2.0,.809,2.6,4.8,7.4,1.3,0.7,0.7,1.8,5.3,8.9
58,Greg Buckner,SG,23,DAL,48,1,923,4.3,9.1,.476,0.4,1.0,.385,3.9,8.1,.488,1.7,2.5,.683,2.2,4.6,6.8,2.1,1.5,0.8,1.4,5.8,10.7
59,Jud Buechler,SF,31,DET,58,5,657,3.0,8.5,.353,1.0,4.5,.217,2.0,4.0,.507,0.1,0.4,.286,1.6,3.3,5.0,1.8,1.4,0.9,0.7,2.7,7.1
60,Rodney Buford,SG,22,MIA,34,0,386,5.8,14.1,.411,0.7,2.7,.241,5.1,11.4,.451,1.5,2.1,.727,0.9,3.5,4.5,2.0,0.9,0.7,0.8,4.1,13.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Matt Bullard,PF,32,HOU,56,27,1024,4.9,12.0,.409,2.8,6.2,.446,2.1,5.7,.368,0.9,1.1,.833,0.5,4.4,4.9,2.2,0.7,0.5,1.3,3.0,13.4
62,Scott Burrell,SF,29,NJN,74,9,1336,4.4,11.3,.394,2.2,6.3,.353,2.2,5.0,.444,1.1,1.3,.780,1.8,5.1,6.9,1.9,1.8,1.2,1.0,4.7,12.2
63,Jason Caffey,PF,26,GSW,71,56,2159,5.4,11.3,.479,0.0,0.0,.000,5.4,11.2,.480,3.4,5.8,.597,3.2,4.9,8.0,2.0,1.0,0.3,2.8,4.5,14.2
64,Michael Cage,C,38,NJN,20,7,242,1.8,3.6,.500,0.0,0.0,,1.8,3.6,.500,0.4,0.4,1.000,4.9,7.1,12.0,1.3,1.2,1.2,0.6,4.5,4.0
65,Marcus Camby,C,25,NYK,59,11,1548,5.3,11.0,.480,0.0,0.0,.500,5.2,10.9,.480,3.4,5.1,.670,4.0,6.7,10.7,1.1,1.0,2.7,1.7,4.7,14.0
66,Elden Campbell,C,31,CHH,78,77,2538,5.2,11.8,.446,0.0,0.1,.000,5.2,11.7,.450,3.5,5.1,.690,2.4,6.0,8.4,1.8,0.8,2.1,1.8,3.8,14.0
67,Antoine Carr,SF,38,VAN,21,0,221,4.6,10.4,.438,0.0,0.0,,4.6,10.4,.438,1.8,2.3,.786,1.3,3.9,5.2,1.1,0.5,1.0,1.5,6.8,10.9
68,Chris Carr,SF-SG,25,TOT,57,2,1166,6.1,15.3,.395,1.0,3.1,.317,5.1,12.2,.415,3.3,3.9,.856,1.3,4.1,5.3,2.6,0.9,0.5,3.6,3.5,16.4
68,Chris Carr,SG,25,GSW,7,0,74,5.4,16.1,.333,0.5,3.9,.125,4.9,12.2,.400,7.8,9.2,.842,2.4,3.9,6.3,1.5,0.0,0.5,2.4,5.8,19.0
68,Chris Carr,SF,25,CHI,50,2,1092,6.1,15.3,.400,1.0,3.1,.333,5.1,12.2,.416,3.0,3.5,.858,1.2,4.1,5.3,2.7,1.0,0.5,3.7,3.3,16.2
69,Anthony Carter,PG,24,MIA,79,30,1859,3.9,9.9,.395,0.1,0.4,.130,3.8,9.4,.407,1.8,2.4,.750,0.9,2.9,3.9,7.3,1.8,0.1,3.4,3.2,9.6
70,Vince Carter*,SF,23,TOR,82,82,3126,9.1,19.5,.465,1.1,2.7,.403,8.0,16.8,.475,5.0,6.3,.791,1.7,3.8,5.5,3.7,1.3,1.1,2.0,3.0,24.3
71,Sam Cassell,PG,30,MIL,81,81,2899,6.8,14.5,.466,0.3,1.1,.289,6.4,13.4,.481,4.8,5.5,.876,0.9,2.9,3.7,9.1,1.3,0.1,3.3,3.2,18.7
72,Kelvin Cato,C,25,HOU,65,32,1581,4.9,9.2,.537,0.0,0.1,.000,4.9,9.1,.543,3.1,4.7,.649,2.3,6.5,8.9,0.6,0.8,2.8,1.6,4.0,12.9
73,Duane Causwell,C,31,MIA,25,2,185,3.9,7.2,.541,0.0,0.0,,3.9,7.2,.541,5.1,7.4,.684,2.1,7.0,9.1,0.4,0.4,3.1,1.9,8.2,12.8
74,Cedric Ceballos,SF,30,DAL,69,25,2064,7.8,17.5,.446,0.8,2.3,.328,7.0,15.1,.464,3.6,4.3,.843,3.0,5.1,8.1,1.6,1.0,0.4,2.2,2.9,20.0
75,John Celestand,PG,22,LAL,16,0,185,2.9,8.8,.333,0.4,1.8,.222,2.5,7.0,.361,1.0,1.2,.833,0.2,1.9,2.1,3.9,1.4,0.0,3.1,4.3,7.2
76,Rex Chapman,SG,32,PHO,53,19,957,4.7,12.0,.388,1.5,4.6,.333,3.1,7.4,.421,2.2,2.9,.756,0.4,2.6,3.0,2.3,0.8,0.0,1.4,2.6,13.1
77,Calbert Cheaney,SG,28,BOS,67,19,1309,3.3,7.5,.440,0.5,1.5,.333,2.8,6.0,.466,0.2,0.6,.429,0.6,3.2,3.8,2.2,1.2,0.4,1.3,4.3,7.3
78,Pete Chilcutt,PF,31,TOT,56,2,601,3.2,7.6,.417,0.4,1.6,.231,2.8,6.0,.465,0.5,0.5,1.000,2.8,5.1,7.8,1.6,0.9,0.6,1.2,4.4,7.2
78,Pete Chilcutt,PF,31,UTA,26,0,224,3.5,10.0,.355,0.2,1.6,.100,3.4,8.4,.404,0.3,0.3,1.000,2.4,4.5,6.9,1.6,0.8,0.6,1.4,5.0,7.6
78,Pete Chilcutt,PF,31,CLE,6,0,30,0.0,2.4,.000,0.0,0.0,,0.0,2.4,.000,0.0,0.0,,4.8,6.0,10.8,1.2,0.0,0.0,0.0,3.6,0.0
78,Pete Chilcutt,PF,31,LAC,24,2,347,3.2,6.5,.492,0.5,1.7,.313,2.7,4.9,.553,0.6,0.6,1.000,2.8,5.4,8.2,1.7,1.0,0.6,1.1,4.0,7.6
79,Chris Childs,PG,32,NYK,71,2,1675,3.1,7.7,.409,0.8,2.2,.356,2.3,5.4,.431,1.0,1.3,.797,0.4,2.8,3.2,6.1,0.8,0.1,2.3,5.2,8.1
80,Doug Christie,SG,29,TOR,73,73,2264,4.9,12.1,.407,1.6,4.4,.360,3.4,7.8,.434,2.9,3.4,.843,1.0,3.5,4.5,5.1,1.6,0.7,2.3,2.7,14.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Keon Clark,C,24,DEN,81,20,1850,5.6,10.3,.542,0.0,0.2,.125,5.5,10.1,.548,2.4,3.4,.688,3.2,6.7,9.8,1.4,0.9,2.2,2.4,4.5,13.5
82,Keith Closs,C,23,LAC,57,6,820,4.2,8.6,.487,0.0,0.1,.000,4.2,8.5,.495,2.0,3.4,.590,2.9,5.0,7.9,1.1,0.6,3.2,1.5,3.5,10.4
83,Derrick Coleman,PF,32,CHH,74,64,2347,6.8,15.0,.456,0.8,2.2,.362,6.1,12.9,.471,4.5,5.8,.785,1.9,7.8,9.7,2.7,0.5,2.0,2.7,3.0,19.0
84,Bimbo Coles,PG,31,ATL,80,54,1924,5.2,11.4,.455,0.1,0.7,.205,5.0,10.6,.472,1.6,1.9,.817,0.6,2.7,3.2,5.4,1.1,0.2,1.9,3.3,12.1
85,Marty Conlon,C,32,LAC,3,0,9,4.0,8.0,.500,0.0,0.0,,4.0,8.0,.500,0.0,0.0,,4.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0
86,Tyrone Corbin,SF,37,SAC,54,5,941,3.4,9.4,.356,0.4,1.7,.227,3.0,7.8,.384,1.3,1.5,.846,1.5,4.8,6.3,2.3,1.4,0.2,1.1,3.8,8.4
87,Chris Crawford,PF,24,ATL,55,11,668,4.9,12.3,.397,0.4,1.5,.259,4.5,10.9,.416,3.4,4.4,.778,2.7,2.6,5.3,1.8,0.9,0.9,2.0,4.5,13.6
88,Austin Croshere,PF,24,IND,81,14,1885,5.5,12.5,.441,1.2,3.3,.362,4.3,9.1,.470,3.7,4.4,.848,2.6,7.3,9.9,1.7,0.8,1.1,2.3,3.9,15.9
89,John Crotty,PG,30,DET,69,0,937,4.1,9.6,.422,1.3,3.1,.413,2.8,6.6,.427,3.1,3.6,.860,0.7,2.2,2.9,4.9,1.0,0.2,2.1,4.0,12.5
90,Terry Cummings,PF,38,GSW,22,0,398,6.9,16.0,.429,0.0,0.0,,6.9,16.0,.429,2.9,3.5,.821,4.1,5.6,9.7,1.9,1.2,0.7,2.4,6.7,16.6
91,Vonteego Cummings,PG,23,GSW,75,11,1793,5.3,13.2,.405,1.0,3.0,.325,4.3,10.1,.429,2.5,3.4,.751,1.1,2.5,3.7,5.0,1.8,0.3,2.7,3.5,14.2
92,Bill Curley,SF-PF,27,TOT,28,0,309,3.4,7.9,.426,0.0,0.1,.000,3.4,7.8,.433,2.1,2.9,.720,2.1,3.7,5.8,1.6,1.5,0.5,2.4,7.1,8.9
92,Bill Curley,PF,27,HOU,4,0,50,4.3,7.9,.545,0.0,0.0,,4.3,7.9,.545,0.0,0.0,,2.9,2.9,5.8,0.0,1.4,0.0,2.9,7.2,8.6
92,Bill Curley,SF,27,GSW,24,0,259,3.2,7.9,.404,0.0,0.1,.000,3.2,7.8,.411,2.5,3.5,.720,1.9,3.9,5.8,1.9,1.5,0.6,2.4,7.1,8.9
93,Dell Curry,SG,35,TOR,67,9,1095,6.4,14.9,.427,3.1,8.0,.393,3.3,7.0,.467,0.8,1.1,.750,0.4,2.9,3.3,2.9,1.1,0.3,1.3,2.2,16.7
94,Michael Curry,SG,31,DET,82,3,1611,4.1,8.5,.480,0.0,0.1,.200,4.0,8.4,.484,3.2,3.8,.839,0.5,1.9,2.3,1.9,0.7,0.1,1.6,4.7,11.3
95,Erick Dampier,C,24,GSW,21,12,495,5.1,12.6,.405,0.0,0.0,,5.1,12.6,.405,2.0,3.7,.529,3.5,6.3,9.7,1.4,0.6,1.1,2.1,5.5,12.1
96,Antonio Daniels,SG,24,SAS,68,1,1195,4.9,10.4,.474,0.7,2.0,.333,4.2,8.4,.507,2.2,3.0,.713,0.5,2.1,2.6,5.3,1.7,0.2,1.7,2.2,12.7
97,Kornél Dávid,SF,28,TOT,32,5,474,5.1,11.9,.427,0.0,0.2,.000,5.1,11.7,.435,3.4,4.3,.804,2.0,4.2,6.2,1.3,1.3,0.2,2.5,4.3,13.6
97,Kornél Dávid,SF,28,CHI,26,5,443,5.1,12.0,.426,0.0,0.2,.000,5.1,11.8,.434,3.4,4.2,.808,1.8,4.1,5.9,1.3,1.1,0.2,2.5,4.0,13.7
97,Kornél Dávid,SF,28,CLE,6,0,31,4.6,10.5,.444,0.0,0.0,,4.6,10.5,.444,3.5,4.6,.750,4.6,4.6,9.3,1.2,4.6,1.2,2.3,8.1,12.8
98,Antonio Davis,C,31,TOR,79,78,2479,4.5,10.3,.440,0.0,0.0,,4.5,10.3,.440,4.1,5.4,.765,3.4,6.7,10.1,1.5,0.6,1.5,1.8,3.9,13.2
99,Baron Davis,PG,20,CHH,82,0,1523,4.3,10.2,.420,0.6,2.6,.225,3.7,7.6,.488,2.3,3.6,.634,1.1,2.8,3.9,7.3,2.3,0.4,3.3,4.8,11.5
100,Ben Davis,PF,27,PHO,5,0,22,3.3,9.8,.333,0.0,0.0,,3.3,9.8,.333,0.0,0.0,,4.9,9.8,14.7,3.3,1.6,1.6,4.9,3.3,6.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Dale Davis,C,30,IND,74,72,2127,5.1,10.2,.502,0.0,0.0,,5.1,10.2,.502,2.4,3.4,.685,4.3,8.0,12.3,1.1,0.9,1.6,1.5,3.4,12.6
102,Emanual Davis,PG,31,SEA,54,2,701,4.1,11.3,.364,1.6,5.3,.301,2.5,6.0,.419,1.3,2.0,.684,0.8,4.4,5.1,3.6,2.0,0.3,2.3,3.7,11.1
103,Hubert Davis,PG,29,DAL,79,15,1817,4.3,9.2,.468,1.6,3.3,.491,2.7,5.9,.455,1.3,1.5,.870,0.3,2.3,2.7,2.8,0.5,0.1,1.4,2.2,11.6
104,Mark Davis,SF,26,GSW,23,7,464,4.3,10.6,.409,0.0,0.2,.000,4.3,10.5,.415,2.4,3.6,.660,2.4,4.1,6.5,2.9,1.9,0.3,3.1,4.0,11.1
105,Ricky Davis,SG,20,CHH,48,4,570,5.9,11.8,.503,0.0,0.3,.000,5.9,11.6,.514,2.5,3.2,.765,1.8,3.4,5.2,3.9,1.9,0.5,2.9,2.5,14.3
