Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
35,Travis Best,PG,29,CHI,30,793,100%,,,,,-5.6,4.9,18,12,33,8,19,,324,6,10
36,Mike Bibby,PG,23,SAC,80,2659,78%,22%,,,,7.3,-1.9,80,36,49,13,74,,893,16,39
37,Chauncey Billups*,PG,25,MIN,82,2355,98%,2%,,,,3.4,-0.9,78,30,67,15,85,,969,11,44
38,Mookie Blaylock,PG,34,GSW,35,599,100%,,,,,-7.5,-1.9,28,8,13,1,1,,241,1,6
39,Corie Blount,PF,33,PHI,72,1426,,,1%,89%,10%,-3.5,-8.6,21,8,78,12,18,,96,5,18
40,Mark Blount,C,26,BOS,44,415,,,,,100%,-6.9,-10.3,6,7,32,3,15,,24,3,10
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
41,Calvin Booth,C,25,SEA,15,279,,,,57%,44%,-8.5,-12.8,3,7,24,5,12,,33,2,4
42,Ruben Boumtje-Boumtje,C,23,POR,33,245,,,,,100%,-14.6,-19.4,4,3,15,5,12,,10,4,5
43,Cal Bowdler,PF,24,ATL,52,585,,,1%,41%,58%,-1.6,3.8,2,5,43,1,22,,23,3,13
44,Bruce Bowen,SF,30,SAS,59,1699,,9%,91%,,,10.3,5.5,32,21,48,9,33,,201,5,20
45,Ryan Bowen,SF,26,DEN,75,1686,,8%,61%,30%,1%,1.7,14.4,13,15,88,7,46,,115,12,35
46,Ira Bowman,SG,28,PHI,3,29,14%,71%,16%,,,-9.0,-11.0,0,0,1,0,0,,2,0,1
47,Earl Boykins,PG,25,LAC,68,761,100%,,,,,0.2,0.9,30,11,12,1,10,,316,2,15
48,Michael Bradley,PF,22,TOR,26,118,,,13%,69%,18%,-20.5,-20.6,3,3,4,0,3,,6,0,2
49,Shawn Bradley,C,29,DAL,53,757,,,,,100%,5.5,1.1,10,7,67,3,28,,41,6,19
50,Elton Brand,PF,22,LAC,80,3020,,,,80%,21%,0.7,5.2,49,64,122,26,232,,447,73,72
51,Terrell Brandon,PG,31,MIN,32,962,100%,,,,,7.6,5.0,28,12,17,1,28,,556,3,14
52,Jamison Brewer,SG,21,IND,13,43,57%,42%,1%,,,6.3,6.4,1,2,2,0,0,,20,0,1
53,Primož Brezec,C,22,IND,22,160,,,,,100%,-6.6,-6.9,2,2,13,1,6,,13,1,4
54,Chucky Brown,SF,33,SAC,18,92,,58%,42%,,,-8.4,-16.8,3,1,3,1,1,,14,0,2
55,Damone Brown,SF,22,PHI,17,67,,,70%,30%,,-6.1,-8.3,4,3,0,2,3,,4,1,0
56,Dee Brown,PG,33,ORL,7,65,85%,15%,,,,-2.2,-4.1,1,3,1,0,0,,4,0,0
57,Ernest Brown,C,22,MIA,3,21,,,,,100%,-62.8,-61.3,0,2,1,1,2,,0,0,0
58,Kedrick Brown,SF,20,BOS,29,245,,20%,80%,,,-0.6,-3.1,1,4,6,1,7,,39,0,3
59,Kwame Brown,PF,19,WAS,57,817,,,2%,60%,38%,-4.8,-4.3,13,18,67,5,47,,93,9,28
60,P.J. Brown,C,32,CHH,80,2563,,,,34%,66%,2.8,5.1,41,19,116,17,77,,242,17,35
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
61,Randy Brown,PG,33,BOS,1,6,100%,,,,,-40.0,-42.3,0,0,1,0,0,,4,0,0
62,Tierre Brown,SG,22,HOU,40,403,81%,18%,1%,,,-18.3,-14.2,18,18,13,3,12,,157,2,12
63,Rick Brunson,PG,29,POR,59,520,52%,47%,1%,,,-0.9,-5.2,26,12,19,4,12,,246,3,12
64,Kobe Bryant*,SG,23,LAL,80,3063,,96%,4%,,,7.0,-2.0,109,65,60,32,205,,1036,48,88
65,Mark Bryant,PF,36,SAS,30,206,,,,75%,25%,-3.9,-11.7,3,0,11,2,2,,22,0,3
66,Greg Buckner,SG,25,DAL,44,885,1%,80%,19%,,,1.6,-3.9,17,3,45,0,17,,106,4,21
67,Jud Buechler,SF,33,TOT,66,684,,54%,44%,2%,,-6.8,-10.0,11,2,28,1,0,,72,0,2
67,Jud Buechler,SF,33,PHO,6,54,,32%,68%,,,4.6,5.4,1,0,4,0,0,,6,0,0
67,Jud Buechler,SF,33,ORL,60,630,,56%,42%,3%,,-7.8,-11.3,10,2,24,1,0,,66,0,2
68,Rodney Buford,SG,24,MEM,63,1769,2%,86%,12%,,,-9.6,-2.6,40,16,59,6,36,,153,7,30
69,Matt Bullard,PF,34,CHH,31,350,,1%,32%,67%,,-6.3,-8.1,7,3,13,1,3,,36,1,6
70,Mitchell Butler,SG,31,POR,11,90,,16%,84%,,,-10.4,-14.3,2,0,2,1,5,,12,2,1
71,Jason Caffey,PF,28,MIL,23,283,,,4%,43%,53%,-3.7,-3.8,6,5,13,8,18,,29,1,11
72,Marcus Camby,C,27,NYK,29,1007,,,,5%,95%,-4.5,-0.5,22,12,63,3,46,,74,8,22
73,Elden Campbell,PF,33,CHH,77,2156,,,,74%,26%,-0.1,-2.4,33,44,118,42,176,,226,24,54
74,Brian Cardinal,PF,24,DET,8,43,,9%,55%,36%,,17.0,14.4,0,0,3,0,1,,5,0,0
75,Anthony Carter,PG,26,MIA,46,1050,70%,30%,,,,-9.6,-10.6,44,18,47,6,14,,477,4,11
76,Vince Carter*,SG,25,TOR,60,2385,,70%,29%,,,1.3,4.9,76,44,89,24,106,,519,22,37
77,Sam Cassell,PG,32,MIL,74,2605,94%,6%,,,,2.1,6.7,94,43,56,22,104,,1095,17,37
78,Kelvin Cato,C,27,HOU,75,1917,,,,,100%,-4.0,3.0,19,16,116,13,92,,65,16,30
79,Tyson Chandler,C,19,CHI,71,1389,,,2%,54%,45%,-7.6,3.0,39,26,94,24,97,,112,22,21
80,Calbert Cheaney,SG,30,DEN,68,1631,14%,54%,32%,,,-10.1,-5.9,36,17,75,11,33,,243,13,37
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
81,Chris Childs,PG,34,TOR,69,1576,100%,,,,,-1.1,-0.9,92,16,67,9,16,,757,5,17
82,Doug Christie,SG,31,SAC,81,2798,,94%,6%,,,8.3,1.2,99,36,87,17,74,,718,16,43
83,Keon Clark,C,26,TOR,81,2185,,,,30%,70%,-1.3,-1.6,47,47,159,24,108,,198,23,73
84,Speedy Claxton,PG,23,PHI,67,1528,100%,,,,,-0.6,-4.3,56,28,50,6,54,,426,13,50
85,Mateen Cleaves,PG,24,SAC,32,153,34%,65%,1%,,,-10.0,-18.7,16,7,5,0,4,,54,3,3
86,Derrick Coleman,PF,34,PHI,58,2080,,,,77%,23%,2.0,0.0,43,44,77,19,100,,200,22,65
87,Bimbo Coles,PG,33,CLE,47,693,100%,,,,,-14.9,-13.5,18,8,18,4,12,,228,3,9
88,Jason Collier,C,24,HOU,25,365,,,,,100%,-16.4,-11.9,4,7,27,1,18,,21,4,13
89,Jarron Collins,C,23,UTA,70,1440,,,,1%,99%,2.3,1.6,19,17,104,8,69,,128,9,61
90,Jason Collins,C,23,NJN,77,1407,,,,4%,96%,3.5,-1.4,16,23,67,20,68,,173,10,32
91,Chris Crawford,PF,26,ATL,7,131,,,28%,72%,,-12.2,-7.6,5,3,7,0,6,,11,2,4
92,Jamal Crawford,PG,21,CHI,23,481,98%,2%,,,,-13.1,-4.1,22,8,11,0,7,,118,3,3
93,Joe Crispin,PG,22,TOT,21,156,100%,,,,,-5.0,-5.7,6,4,4,0,2,,56,0,4
93,Joe Crispin,PG,22,LAL,6,27,100%,,,,,-36.3,-44.1,0,1,1,0,1,,4,0,0
93,Joe Crispin,PG,22,PHO,15,129,100%,,,,,1.5,2.4,6,3,3,0,1,,52,0,4
94,Austin Croshere,PF,26,IND,76,1286,,,12%,70%,17%,0.8,1.0,26,19,61,11,44,,181,7,26
95,John Crotty,PG,32,UTA,41,802,86%,14%,,,,3.5,2.8,33,11,19,5,10,,313,2,13
96,Vonteego Cummings,PG,25,PHI,58,501,60%,41%,,,,-11.5,-15.4,16,15,25,2,11,,127,4,12
97,Dell Curry,SG,37,TOR,56,886,6%,83%,11%,,,-0.1,0.5,28,9,22,4,6,,126,1,9
98,Eddy Curry,C,19,CHI,72,1150,,,,,100%,-12.1,-3.6,15,25,85,23,81,,53,16,60
99,Michael Curry,SG,33,DET,82,1912,,79%,21%,,,-0.3,-5.8,26,11,94,16,34,,308,5,10
100,Samuel Dalembert,C,20,PHI,34,177,,,,11%,89%,-3.1,-5.3,3,5,14,5,5,,10,0,5
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
101,Erick Dampier,C,26,GSW,73,1740,,,,,100%,-6.6,-1.2,28,62,132,35,96,,192,28,59
102,Antonio Daniels,SG,26,SAS,82,2175,9%,72%,19%,,,7.5,0.7,37,20,47,8,63,,519,16,27
103,Antonio Davis,PF,33,TOR,77,2978,,,6%,85%,9%,-0.1,2.0,60,54,102,34,141,,342,25,85
104,Baron Davis,PG,22,CHH,82,3318,89%,11%,,,,2.1,7.0,138,60,110,26,144,,1478,41,63
105,Dale Davis,C,32,POR,78,2447,,,,1%,99%,5.4,4.6,13,22,104,13,97,,215,18,46
106,Emanual Davis,PG,33,ATL,28,774,85%,16%,,,,-8.9,-5.0,30,8,31,4,8,,150,5,7
107,Hubert Davis,SG,31,WAS,51,1231,17%,78%,5%,,,-1.6,-0.4,26,13,19,4,9,,232,0,6
108,Ricky Davis,SF,22,CLE,82,1954,,30%,68%,2%,,-4.2,-1.0,68,50,74,6,108,,401,23,48
109,Andrew DeClercq,C,28,ORL,61,633,,,,22%,79%,0.0,-2.0,13,6,79,6,24,,52,4,21
110,Vinny Del Negro,PG,35,PHO,2,6,97%,3%,,,,3.3,4.1,0,0,0,0,0,,6,0,0
111,Tony Delk,SG,28,TOT,63,1447,38%,62%,,,,4.1,4.6,31,20,37,6,38,,306,6,22
111,Tony Delk,SG,28,PHO,41,877,38%,62%,,,,3.0,5.0,23,13,19,4,26,,179,6,16
111,Tony Delk,SG,28,BOS,22,570,39%,61%,,,,5.6,3.9,8,7,18,2,12,,127,0,6
112,Derrick Dial,SG,26,TOT,32,299,88%,12%,,,,5.0,1.3,5,5,6,4,11,,75,6,8
112,Derrick Dial,SG,26,NJN,25,249,96%,4%,,,,0.7,-3.9,4,4,6,3,9,,66,6,7
112,Derrick Dial,SG,26,TOR,7,50,49%,51%,,,,26.7,27.6,1,1,0,1,2,,9,0,1
113,Michael Dickerson,SG,26,MEM,4,124,,100%,,,,-4.3,4.1,3,2,6,2,3,,22,0,5
114,DeSagana Diop,C,20,CLE,18,109,,,,7%,94%,-4.8,-1.1,4,5,15,1,2,,11,2,2
115,Vlade Divac*,C,33,SAC,80,2420,,,,,100%,9.3,3.5,79,43,133,22,145,,636,29,62
116,Michael Doleac,C,24,CLE,42,705,,,,44%,56%,-9.1,-6.5,16,10,55,8,20,,52,2,16
117,Keyon Dooling,PG,21,LAC,14,155,95%,5%,,,,10.6,11.7,5,3,7,0,5,,28,0,2
118,Bryce Drew,PG,27,CHH,61,774,100%,,,,,2.0,1.3,17,6,20,2,5,,221,0,5
119,Predrag Drobnjak,C,26,SEA,64,1174,,,,20%,80%,3.5,0.1,17,16,40,11,32,,114,7,34
120,Chris Dudley,C,36,POR,43,327,,,,3%,97%,3.3,-0.3,5,6,21,2,6,,31,1,6
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
121,Tim Duncan*,PF,25,SAS,82,3329,,,,61%,39%,8.7,9.4,119,82,96,35,304,,684,70,113
122,Howard Eisley,PG,29,NYK,39,609,100%,1%,,,,0.0,5.0,29,15,28,3,8,,217,1,11
123,Obinna Ekezie,PF,26,LAC,29,152,,,,23%,77%,1.8,2.4,1,5,8,1,15,,8,0,9
124,LaPhonso Ellis,SF,31,MIA,66,1684,,,37%,62%,,-5.2,-5.8,23,22,84,12,31,,122,5,21
125,Evan Eschmeyer,C,26,DAL,31,299,,,4%,55%,41%,3.5,-1.2,4,6,34,6,13,,21,1,9
126,Maurice Evans,SG,23,MIN,10,45,,6%,86%,8%,,-4.3,-8.3,1,0,4,0,2,,9,2,1
127,Patrick Ewing*,C,39,ORL,65,901,,,,,100%,-1.5,-4.2,20,24,67,11,58,,84,13,22
128,Danny Ferry,SF,35,SAS,50,799,,,91%,9%,,8.6,1.8,17,2,34,1,4,,107,0,5
129,Michael Finley,SF,28,DAL,69,2754,,26%,66%,8%,,3.7,-3.0,58,39,73,10,108,,543,21,47
130,Derek Fisher,PG,27,LAL,70,1974,99%,1%,,,,9.4,4.0,39,17,43,3,32,,388,4,16
131,Marcus Fizer,PF,23,CHI,76,1963,,,3%,76%,21%,-8.5,2.0,41,41,74,35,135,,268,27,56
132,Isaac Fontaine,SG,26,MEM,6,75,,54%,39%,7%,,-36.4,-28.7,2,1,3,1,3,,8,2,2
133,Alton Ford,PF,20,PHO,53,452,,,,29%,71%,-10.0,-10.3,7,11,33,10,27,,14,7,10
134,Joseph Forte,SG,20,BOS,8,39,23%,77%,,,,-23.4,-26.0,1,1,1,0,2,,14,0,1
135,Danny Fortson,PF,25,GSW,77,2216,,,1%,91%,8%,-4.7,2.9,68,26,74,27,118,,278,25,73
136,Greg Foster,PF,33,MIL,6,24,,,,55%,45%,-21.2,-21.1,0,0,2,0,0,,2,0,1
137,Jeff Foster,C,25,IND,82,1786,,,,14%,86%,-0.3,-0.7,23,16,92,27,85,,151,12,32
138,Antonis Fotsis,PF,20,MEM,28,320,,,14%,67%,19%,-6.2,2.1,6,9,12,1,9,,21,2,9
139,Tremaine Fowlkes,SF,25,LAC,22,343,,,99%,1%,,-7.3,-7.3,4,5,18,3,13,,39,1,8
140,Rick Fox,SF,32,LAL,82,2289,,2%,98%,1%,,5.8,-4.0,86,28,97,14,37,,617,9,30
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
141,Adonal Foyle,C,26,GSW,79,1485,,,,5%,96%,-6.3,-0.5,28,17,115,14,35,,86,11,29
142,Steve Francis,PG,24,HOU,57,2343,61%,39%,,,,-1.2,10.6,113,57,56,26,174,,816,33,71
143,Lawrence Funderburke,PF,31,SAC,56,722,,,,88%,12%,5.0,-3.7,13,11,32,3,21,,72,6,6
144,Kevin Garnett*,PF,25,MIN,81,3175,,,37%,54%,9%,5.8,10.1,97,56,71,33,173,,904,33,57
145,Dean Garrett,C,35,TOT,34,183,,,,28%,72%,1.5,-0.8,7,3,16,0,1,,11,1,7
145,Dean Garrett,C,35,MIN,29,152,,,,23%,77%,0.0,-4.0,6,1,13,0,1,,9,1,6
145,Dean Garrett,C,35,GSW,5,31,,,,52%,48%,8.6,14.7,1,2,3,0,0,,2,0,1
146,Pat Garrity,PF,25,ORL,80,2406,,,1%,80%,19%,4.3,6.4,26,19,110,16,17,,239,3,19
147,Pau Gasol*,PF,21,MEM,82,3007,,,,,100%,-5.8,10.2,84,89,105,22,191,,487,54,105
148,Chris Gatling,PF,34,MIA,54,809,,,,95%,5%,-3.6,-2.3,21,21,31,14,47,,60,10,21
149,Matt Geiger,C,32,PHI,4,36,,,,4%,96%,-38.3,-40.6,1,1,1,0,1,,0,0,0
150,Devean George,SF,24,LAL,82,1759,,,88%,12%,,11.8,7.8,39,12,88,8,39,,250,10,23
151,Eddie Gill,PG,23,MEM,23,384,100%,,,,,-19.8,-12.8,19,12,11,3,11,,104,1,3
152,Kendall Gill,SG,33,MIA,65,1410,4%,90%,6%,,,-3.5,-2.6,30,13,59,6,23,,216,4,27
153,Dion Glover,SG,23,ATL,55,1156,1%,62%,37%,,,-10.8,-8.5,33,21,38,16,45,,185,8,41
154,Steve Goodrich,SF,25,NJN,9,50,,,31%,69%,,-11.3,-15.8,1,0,5,2,1,,11,0,4
155,Brian Grant,PF,29,MIA,72,2256,,,,78%,22%,-1.7,0.2,53,30,96,23,54,,290,11,56
156,Horace Grant,C,36,ORL,76,2210,,,,31%,69%,5.7,8.9,20,15,62,4,53,,248,14,13
157,Adrian Griffin,SG,27,DAL,58,1383,,73%,25%,2%,,6.2,2.4,18,11,49,3,25,,249,9,25
158,Eddie Griffin,PF,19,HOU,73,1896,,,,63%,37%,-4.7,1.6,24,14,71,4,37,,121,7,43
159,Tom Gugliotta,PF,32,PHO,44,1129,,,,63%,37%,-1.9,-1.6,38,10,64,11,19,,164,5,15
160,A.J. Guyton,PG,23,CHI,45,607,98%,3%,,,,-5.0,5.4,22,12,9,1,8,,178,1,3
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
161,Darvin Ham,SF,28,MIL,70,1208,,21%,70%,9%,,1.6,2.6,28,24,69,21,53,,171,16,14
162,Richard Hamilton,SG,23,WAS,63,2203,9%,81%,10%,,,-0.8,1.4,61,43,42,20,121,,360,25,100
163,Tang Hamilton,SF,23,MIA,9,98,,,97%,3%,,-1.2,0.7,2,0,7,0,1,,11,1,1
164,Zendon Hamilton,PF,26,DEN,54,848,,,1%,45%,54%,-13.7,-9.1,14,22,40,13,84,,32,18,46
165,Anfernee Hardaway,SG,30,PHO,80,2462,4%,89%,7%,,,-1.4,-1.7,108,46,76,20,78,,695,21,63
166,Tim Hardaway*,PG,35,TOT,68,1601,99%,1%,,,,-0.9,-3.7,89,13,63,5,21,,601,4,10
166,Tim Hardaway*,PG,35,DAL,54,1276,98%,2%,,,,4.0,-0.9,60,6,47,3,16,,444,2,7
166,Tim Hardaway*,PG,35,DEN,14,325,100%,,,,,-20.1,-14.8,29,7,16,2,5,,157,2,3
167,Matt Harpring,SF,25,PHI,81,2541,,,85%,14%,,4.3,6.5,44,52,71,17,90,,233,13,60
168,Al Harrington,PF,21,IND,44,1313,,,41%,58%,1%,-1.6,-2.4,17,20,59,25,64,,123,15,26
169,Othella Harrington,PF,28,NYK,77,1563,,,,73%,27%,2.4,10.7,28,17,95,34,63,,89,22,26
170,Lucious Harris,SG,31,NJN,74,1553,,93%,7%,,,3.2,-1.9,33,17,40,8,56,,259,13,31
171,Jason Hart,PG,23,SAS,10,92,100%,,,,,1.2,-6.1,5,1,5,2,2,,29,0,1
172,Antonio Harvey,PF,31,SEA,5,47,,,7%,56%,37%,-13.4,-17.0,1,1,4,1,1,,11,0,0
173,Donnell Harvey,PF,21,TOT,47,841,,2%,27%,67%,4%,0.6,6.2,16,9,60,5,30,,79,9,25
173,Donnell Harvey,PF,21,DAL,18,162,,10%,52%,34%,4%,1.5,-3.2,3,3,9,1,7,,11,0,3
173,Donnell Harvey,PF,21,DEN,29,679,,,21%,76%,4%,0.4,8.4,13,6,51,4,23,,68,9,22
174,Trenton Hassell,SG,22,CHI,78,2237,,74%,26%,,,-11.2,-3.7,56,29,80,8,47,,369,11,27
175,Kirk Haston,PF,22,CHH,15,77,,,36%,60%,3%,-8.2,-9.5,0,2,7,0,3,,10,0,4
176,Brendan Haywood,C,22,WAS,62,1266,,,,,100%,-1.4,0.0,9,13,69,16,67,,63,11,29
177,Alan Henderson,PF,29,ATL,26,422,,,,32%,69%,2.2,7.9,3,9,21,5,18,,23,5,18
178,Cedric Henderson,SF,26,GSW,12,70,,6%,78%,16%,,12.7,19.0,2,3,1,2,3,,8,1,2
179,Grant Hill*,SF,29,ORL,14,512,,2%,80%,18%,,0.0,-1.9,23,7,17,5,36,,141,8,16
180,Tyrone Hill,PF,33,CLE,26,810,,,,74%,26%,-2.2,1.9,16,11,54,13,43,,49,9,31
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
181,Fred Hoiberg,SG,29,CHI,79,1408,6%,91%,3%,,,-7.6,3.0,22,9,43,1,30,,291,5,18
182,Robert Horry,PF,31,LAL,81,2140,,,,98%,2%,8.1,1.3,54,21,86,8,35,,509,4,12
183,Eddie House,PG,23,MIA,64,1230,100%,,,,,-2.9,-1.5,40,20,40,7,14,,272,2,21
184,Allan Houston,SG,30,NYK,77,2914,,99%,1%,,,-6.3,-8.1,87,43,81,20,105,,429,24,50
185,Juwan Howard,PF,28,TOT,81,2635,,,18%,54%,27%,-2.4,-4.9,53,39,111,43,143,,380,21,89
185,Juwan Howard,PF,28,DAL,53,1659,,,28%,66%,6%,0.4,-7.1,34,12,75,22,84,,211,13,52
185,Juwan Howard,PF,28,DEN,28,976,,,2%,35%,63%,-7.3,-1.0,19,27,36,21,59,,169,8,37
186,Troy Hudson,PG,25,ORL,81,1854,59%,40%,,,,-1.1,-5.4,91,54,33,4,69,,563,17,36
187,Larry Hughes,SG,23,GSW,73,2049,53%,44%,2%,,,-5.7,0.4,87,52,66,16,111,,671,27,73
188,Lindsey Hunter,PG,31,LAL,82,1616,100%,,,,,3.9,-6.0,25,20,48,3,10,,281,1,18
