Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
34,Brandon Bass,PF,25,ORL,76,1980,,,11%,85%,4%,5.4,-1.3,28,32,77,17,115,3,141,23,47
35,Tony Battie,C,34,PHI,38,377,,,,3%,98%,-5.7,-8.1,6,2,40,0,6,2,26,2,1
36,Shane Battier,SF,32,TOT,82,2375,,,89%,11%,,3.7,1.9,44,14,86,13,34,13,418,6,14
36,Shane Battier,SF,32,HOU,59,1818,,,91%,9%,,2.7,0.9,38,10,68,9,29,7,344,6,9
36,Shane Battier,SF,32,MEM,23,557,,,85%,15%,,7.1,5.4,6,4,18,4,5,6,74,0,5
37,Nicolas Batum,SF,22,POR,80,2522,,,85%,14%,,0.6,-2.6,37,14,70,18,63,24,281,18,41
38,Jerryd Bayless,PG,22,TOT,71,1496,88%,12%,,,,-9.2,-4.6,73,26,60,11,89,6,590,22,42
38,Jerryd Bayless,PG,22,NOH,11,149,95%,6%,,,,1.1,0.4,8,2,6,4,9,0,67,4,7
38,Jerryd Bayless,PG,22,TOR,60,1347,87%,13%,,,,-10.3,-5.2,65,24,54,7,80,6,523,18,35
39,Michael Beasley,SF,22,MIN,73,2361,,,57%,41%,2%,-5.8,3.0,74,61,115,30,148,8,356,43,81
40,Rodrigue Beaubois,PG,22,DAL,28,496,100%,,,,,-0.8,-6.4,18,14,31,8,14,2,149,4,16
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
41,Marco Belinelli,SG,24,NOH,80,1957,,79%,21%,,,1.2,0.9,33,20,66,13,47,14,199,9,26
42,Charlie Bell,SG,31,GSW,19,171,10%,83%,7%,,,2.0,4.9,2,3,3,0,0,3,31,0,3
43,Raja Bell,SG,34,UTA,68,2097,,97%,3%,,,-5.4,-7.3,30,10,67,20,26,27,260,1,19
44,Mike Bibby,PG,32,TOT,80,2285,100%,,,,,3.3,4.1,79,9,72,11,17,29,572,6,6
44,Mike Bibby,PG,32,ATL,56,1674,100%,,,,,3.5,7.6,55,6,50,6,14,23,434,5,6
44,Mike Bibby,PG,32,WAS,2,29,100%,,,,,-22.5,-14.5,0,1,1,0,0,0,18,0,0
44,Mike Bibby,PG,32,MIA,22,582,100%,,,,,4.2,-5.1,24,2,21,5,3,6,120,1,0
45,Andris Biedriņš,C,24,GSW,59,1397,,,,,100%,-8.7,-9.3,17,20,118,6,13,5,137,4,14
46,Chauncey Billups*,PG,34,TOT,72,2310,82%,18%,,,,2.7,-1.8,108,39,71,22,134,8,871,18,43
46,Chauncey Billups*,PG,34,DEN,51,1646,78%,23%,,,,4.1,-1.7,80,28,49,16,89,4,608,13,28
46,Chauncey Billups*,PG,34,NYK,21,664,94%,6%,,,,-0.7,-2.2,28,11,22,6,45,4,263,5,15
47,DeJuan Blair,PF,21,SAS,81,1734,,,,82%,18%,5.0,-2.7,30,32,105,23,71,2,175,18,61
48,Steve Blake,PG,30,LAL,79,1581,100%,,,,,2.9,-6.6,54,12,43,3,8,11,380,0,8
49,Andray Blatche,PF,24,WAS,64,2172,,,,79%,21%,-6.9,2.6,55,50,79,29,140,4,341,29,79
50,Eric Bledsoe,PG,21,LAC,81,1841,100%,,,,,-6.4,-5.2,104,50,58,22,50,7,641,16,34
51,Keith Bogans,SG,30,CHI,82,1461,,100%,,,,6.2,-3.1,26,8,50,4,14,10,220,0,8
52,Andrew Bogut,C,26,MIL,65,2297,,,,,100%,0.1,2.4,49,28,121,22,89,14,297,15,36
53,Matt Bonner,PF,30,SAS,66,1432,,,,52%,48%,7.8,2.1,16,2,62,6,14,3,140,3,7
54,Trevor Booker,PF,23,WAS,65,1063,,,16%,83%,1%,-7.4,0.9,8,11,55,9,52,4,78,16,9
55,Carlos Boozer,C,29,CHI,59,1882,,,,45%,55%,7.2,-1.9,39,38,83,44,125,1,336,36,86
56,Chris Bosh*,PF,26,MIA,77,2795,,,,86%,14%,11.5,9.9,40,58,90,22,226,6,331,46,52
57,Earl Boykins,PG,34,MIL,57,862,100%,,,,,2.2,4.0,29,14,13,2,24,5,319,1,18
58,Craig Brackins,PF,23,PHI,3,33,,,,74%,26%,-22.9,-24.8,0,0,1,0,0,0,2,0,1
59,Avery Bradley,PG,20,BOS,31,162,92%,8%,,,,-13.5,-20.4,4,7,8,1,4,0,27,2,7
60,Elton Brand,PF,31,PHI,81,2809,,,,61%,39%,2.1,1.2,16,48,135,12,127,4,272,26,47
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
61,Corey Brewer,SF-SG,24,TOT,69,1510,,46%,52%,2%,,-4.0,2.8,44,25,73,11,91,24,199,14,31
61,Corey Brewer,SF,24,MIN,56,1362,,49%,49%,2%,,-5.1,2.9,43,21,59,8,82,24,170,13,29
61,Corey Brewer,SG,24,DAL,13,148,,21%,79%,,,6.6,1.9,1,4,14,3,9,0,29,1,2
62,Ronnie Brewer,SG,25,CHI,81,1781,,45%,55%,1%,,8.8,1.2,27,9,39,9,64,9,308,16,25
63,Jon Brockman,C,23,MIL,63,677,,,1%,40%,59%,3.1,4.8,5,3,55,10,19,31,42,3,12
64,Aaron Brooks,PG,26,TOT,59,1284,100%,,,,,-6.4,-9.1,58,34,60,2,42,11,521,3,42
64,Aaron Brooks,PG,26,HOU,34,811,100%,,,,,-6.4,-10.8,36,18,32,1,25,6,289,1,30
64,Aaron Brooks,PG,26,PHO,25,473,100%,,,,,-6.3,-6.2,22,16,28,1,17,5,232,2,12
65,Derrick Brown,SF,23,TOT,49,576,,4%,50%,44%,2%,-4.2,-0.3,10,10,20,7,30,2,71,12,11
65,Derrick Brown,SF,23,CHA,41,488,,5%,53%,40%,2%,-2.4,2.4,9,8,18,5,25,1,60,11,10
65,Derrick Brown,SF,23,NYK,8,88,,,37%,63%,,-13.7,-15.2,1,2,2,2,5,1,11,1,1
66,Kwame Brown,C,28,CHA,66,1714,,,,,100%,-7.8,-5.6,17,22,106,8,113,9,93,29,42
67,Shannon Brown,SG,25,LAL,82,1568,8%,91%,,,,3.4,-5.7,25,26,61,13,46,3,221,12,29
68,Kobe Bryant*,SG,32,LAL,82,2779,,87%,13%,,,8.2,4.3,103,69,44,39,234,11,871,59,70
69,Chase Budinger,SF,22,HOU,78,1738,,2%,96%,3%,,4.1,3.4,34,15,56,9,64,5,286,12,43
70,Caron Butler,SF,30,DAL,29,867,,,65%,35%,,8.3,4.6,9,11,21,13,41,0,113,8,21
71,Rasual Butler,SG,31,TOT,47,770,,66%,34%,,,-7.0,-4.8,9,5,22,2,8,0,62,1,9
71,Rasual Butler,SG,31,LAC,41,744,,68%,32%,,,-8.2,-5.6,8,5,21,2,8,0,62,1,9
71,Rasual Butler,SG,31,CHI,6,26,,16%,84%,,,28.2,20.1,1,0,1,0,0,0,0,0,0
72,Andrew Bynum,C,23,LAL,54,1500,,,,,100%,7.2,0.5,18,15,80,16,90,2,170,17,31
73,Will Bynum,PG,28,DET,61,1125,100%,,,,,-7.1,-4.6,38,25,25,15,47,8,463,14,42
74,José Calderón,PG,29,TOR,68,2102,99%,1%,,,,-5.4,3.1,110,25,66,5,27,6,1276,4,30
75,Marcus Camby,C,36,POR,59,1540,,,,1%,99%,2.1,0.8,42,12,85,4,36,7,251,10,8
76,Derrick Caracter,C,22,LAL,41,215,,,,10%,90%,-9.6,-17.5,3,6,24,6,9,1,14,3,9
77,Brian Cardinal,SF,33,DAL,56,618,,,20%,79%,1%,-0.5,-6.3,15,1,57,0,4,9,101,0,4
78,Rodney Carney,SF,26,TOT,27,336,,14%,71%,16%,,-11.5,-9.7,5,7,22,2,13,1,25,3,4
78,Rodney Carney,SF,26,GSW,25,331,,14%,71%,15%,,-11.0,-9.0,5,7,22,2,13,1,25,3,4
78,Rodney Carney,SF,26,MEM,2,5,,,44%,56%,,-50.0,-52.5,0,0,0,0,0,0,0,0,0
79,DeMarre Carroll,PF,24,TOT,12,50,,,37%,63%,,7.3,5.0,0,0,3,0,1,0,10,0,2
79,DeMarre Carroll,PF,24,MEM,7,39,,,23%,77%,,4.8,2.4,0,0,3,0,1,0,5,0,2
79,DeMarre Carroll,PF,24,HOU,5,11,,,86%,14%,,16.3,14.2,0,0,0,0,0,0,5,0,0
80,Matt Carroll,SG,30,CHA,54,582,,81%,19%,,,-6.6,-2.4,10,7,26,3,24,1,52,10,15
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
81,Anthony Carter,PG,35,TOT,33,463,98%,2%,,,,1.3,-1.1,29,6,23,3,1,2,158,0,2
81,Anthony Carter,PG,35,DEN,14,153,93%,7%,,,,-4.3,-9.7,12,1,9,1,0,0,60,0,0
81,Anthony Carter,PG,35,NYK,19,310,100%,,,,,4.1,3.2,17,5,14,2,1,2,98,0,2
82,Vince Carter*,SG,34,TOT,73,2051,,90%,10%,,,3.6,2.6,37,21,107,14,78,14,346,23,38
82,Vince Carter*,SG,34,ORL,22,664,,89%,11%,,,13.0,8.2,13,9,38,6,30,7,154,8,13
82,Vince Carter*,SG,34,PHO,51,1387,,91%,9%,,,-0.8,0.0,24,12,69,8,48,7,192,15,25
83,Omri Casspi,SF,22,SAC,71,1702,,6%,92%,3%,,-4.7,1.9,33,20,46,7,38,12,160,6,20
84,Mario Chalmers,PG,24,MIA,70,1579,99%,1%,,,,8.9,0.3,46,22,63,8,13,16,400,1,12
85,Tyson Chandler,C,28,DAL,74,2059,,,,1%,99%,7.9,6.6,16,21,126,32,120,9,74,26,25
86,Wilson Chandler,SF,23,TOT,72,2401,,11%,74%,14%,,4.0,2.9,33,33,129,16,76,4,289,20,36
86,Wilson Chandler,SF,23,NYK,51,1759,,7%,75%,17%,,2.7,2.9,22,22,101,11,54,3,214,13,26
86,Wilson Chandler,SF,23,DEN,21,642,,23%,71%,6%,,7.5,2.9,11,11,28,5,22,1,75,7,10
87,Josh Childress,SG,27,PHO,54,894,3%,50%,46%,1%,,-6.1,-6.8,17,15,40,5,29,5,98,9,23
88,Earl Clark,SF,23,TOT,42,464,,,23%,76%,1%,-4.3,-10.5,10,10,25,1,23,3,20,5,15
88,Earl Clark,SF,23,PHO,9,72,,,62%,35%,4%,4.8,5.7,1,0,4,0,5,0,8,0,3
88,Earl Clark,SF,23,ORL,33,392,,,16%,83%,,-6.0,-13.4,9,10,21,1,18,3,12,5,12
89,Jarron Collins,C,32,TOT,28,181,,,,2%,98%,0.5,3.6,2,1,9,2,1,6,5,0,5
89,Jarron Collins,C,32,LAC,23,157,,,,2%,98%,2.4,6.2,1,1,9,1,1,6,2,0,3
89,Jarron Collins,C,32,POR,5,24,,,,,100%,-11.7,-13.4,1,0,0,1,0,0,3,0,2
90,Jason Collins,C,32,ATL,49,593,,,,,100%,7.6,10.0,5,6,46,10,20,7,48,4,8
91,Sherron Collins,PG,23,CHA,20,66,94%,6%,,,,-15.3,-10.9,2,0,0,0,1,1,17,1,2
92,Darren Collison,PG,23,IND,79,2360,99%,1%,,,,-3.0,-4.0,103,57,52,9,85,12,949,27,55
93,Nick Collison,C,30,OKC,71,1524,,,,8%,92%,11.0,10.8,15,20,117,16,39,10,156,13,25
94,Mike Conley,PG,23,MEM,81,2872,100%,,,,,5.3,10.4,108,47,83,9,92,24,1121,14,71
95,Brian Cook,PF,30,LAC,40,447,,,,62%,38%,-8.1,-5.0,5,7,46,4,9,1,35,2,7
96,Daequan Cook,SG,23,OKC,43,598,,91%,9%,,,8.1,4.6,11,5,32,0,7,1,45,2,3
97,Marcus Cousin,C,24,UTA,4,18,,,,75%,25%,-45.7,-44.0,0,1,0,0,0,0,0,0,0
98,DeMarcus Cousins,C,20,SAC,81,2309,,,,,100%,-7.0,-2.8,84,77,152,50,187,13,448,40,113
99,Jamal Crawford,SG,30,ATL,76,2297,28%,70%,2%,,,-0.5,1.0,73,43,52,15,89,5,534,17,38
100,Jordan Crawford,SG,22,TOT,42,1027,22%,78%,,,,-11.0,-4.8,43,24,31,9,34,9,245,8,20
100,Jordan Crawford,SG,22,ATL,16,160,33%,67%,,,,-10.6,-10.2,9,3,6,2,3,1,31,0,6
100,Jordan Crawford,SG,22,WAS,26,867,20%,80%,,,,-11.1,-3.8,34,21,25,7,31,8,214,8,14
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
101,Dante Cunningham,PF,23,TOT,78,1637,,,30%,69%,1%,-3.2,-3.9,21,12,106,9,22,5,97,4,22
101,Dante Cunningham,PF,23,POR,56,1108,,,,98%,1%,-2.3,-5.3,11,8,86,8,15,4,71,2,14
101,Dante Cunningham,PF,23,CHA,22,529,,,92%,8%,,-5.3,-0.8,10,4,20,1,7,1,26,2,8
102,Stephen Curry,PG,22,GSW,74,2489,100%,,,,,-1.1,4.6,138,52,122,14,75,17,960,20,40
103,Samuel Dalembert,C,29,SAC,80,1938,,,,33%,67%,-5.0,1.5,39,38,120,24,63,3,146,14,34
104,Erick Dampier,C,35,MIA,51,815,,,,,100%,7.4,-1.6,11,4,45,7,16,1,48,5,10
105,Antonio Daniels,PG,35,PHI,4,35,100%,,,,,20.5,19.0,0,0,0,0,1,1,4,0,0
106,Marquis Daniels,SF,30,BOS,49,938,,28%,69%,3%,,1.5,-5.9,12,8,30,7,30,3,146,9,18
107,Baron Davis,PG,31,TOT,58,1649,88%,12%,,,,-0.8,5.5,100,28,73,9,61,7,857,17,32
107,Baron Davis,PG,31,LAC,43,1269,88%,12%,,,,-0.4,4.8,74,19,62,7,47,6,653,12,23
107,Baron Davis,PG,31,CLE,15,380,88%,12%,,,,-2.5,7.8,26,9,11,2,14,1,204,5,9
108,Ed Davis,PF,21,TOR,65,1602,,,1%,56%,43%,-10.1,-5.5,18,11,128,7,66,2,83,20,35
109,Glen Davis,C,25,BOS,78,2298,,,,39%,61%,3.7,-5.5,20,26,126,25,115,14,214,22,64
110,Austin Daye,SF,22,DET,72,1446,,,51%,49%,,-4.3,-0.6,22,16,101,8,47,6,179,7,22
111,Carlos Delfino,SF,28,MIL,49,1590,,1%,92%,7%,,-3.6,-4.6,34,12,37,3,33,12,249,2,28
112,Luol Deng,SF,25,CHI,82,3208,,,87%,13%,,8.7,2.5,50,44,73,28,148,14,517,30,61
113,DeMar DeRozan,SG,21,TOR,82,2851,1%,76%,23%,,,-7.8,-3.3,45,47,120,29,202,9,329,49,90
114,Boris Diaw,PF,28,CHA,82,2778,,,2%,87%,11%,-4.8,-0.9,83,32,113,23,46,15,739,13,30
115,Ike Diogu,PF,27,LAC,36,470,,,1%,83%,16%,-8.2,-5.1,3,8,44,2,30,1,4,10,16
116,DeSagana Diop,C,29,CHA,16,181,,,,,100%,-10.1,-5.9,8,1,16,1,5,0,17,1,1
117,Keyon Dooling,PG,30,MIL,80,1757,54%,46%,,,,3.0,6.9,57,22,38,4,32,23,531,8,17
118,Joey Dorsey,C,27,TOR,43,522,,,,29%,71%,-2.8,4.6,14,11,43,5,32,1,55,3,11
119,Toney Douglas,SG,24,NYK,81,1971,47%,53%,,,,2.6,2.9,43,17,70,16,42,17,578,8,28
120,Chris Douglas-Roberts,SF,24,MIL,44,884,,17%,81%,2%,,-1.6,-0.9,10,15,32,7,50,0,114,15,29
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
121,Zabian Dowdell,PG,26,PHO,24,292,82%,18%,,,,-7.0,-6.7,17,6,16,3,8,4,115,3,3
122,Goran Dragić,PG,24,TOT,70,1234,97%,3%,,,,-7.2,-9.2,60,22,49,8,49,7,477,12,26
122,Goran Dragić,PG,24,PHO,48,856,100%,,,,,-10.6,-12.4,50,17,37,5,33,6,344,9,18
122,Goran Dragić,PG,24,HOU,22,378,90%,10%,,,,0.5,-1.9,10,5,12,3,16,1,133,3,8
123,Jared Dudley,SF,25,PHO,82,2140,,31%,61%,8%,,-0.4,0.9,38,13,63,12,94,5,247,16,30
124,Chris Duhon,PG,28,ORL,51,774,96%,4%,,,,1.8,-5.3,39,15,13,2,9,7,292,1,14
125,Tim Duncan*,C,34,SAS,76,2156,,,,,100%,9.9,7.5,56,26,72,15,120,3,459,21,47
126,Mike Dunleavy,SG,30,IND,61,1683,,57%,42%,,,1.7,5.5,42,13,57,4,50,11,244,6,13
127,Ronald Dupree,SF,30,TOR,3,13,,54%,36%,10%,,-20.0,-13.2,0,0,0,0,0,0,3,0,1
128,Kevin Durant,SF,22,OKC,78,3038,,3%,85%,12%,,4.0,-0.6,69,97,88,31,239,8,476,42,49
129,Devin Ebanks,SG,21,LAL,20,118,,2%,93%,5%,,-15.9,-23.5,2,3,5,1,12,1,4,3,5
130,Wayne Ellington,SG,23,MIN,62,1181,2%,97%,1%,,,-8.6,-2.2,28,18,39,2,24,5,170,5,18
131,Monta Ellis,SG,25,GSW,80,3227,21%,78%,1%,,,-4.0,-7.2,104,90,77,33,183,31,1057,40,59
132,Francisco Elson,C,34,UTA,62,610,,,,47%,54%,-4.3,-2.7,11,6,40,6,10,2,75,2,5
133,Melvin Ely,C,32,DEN,30,366,,,,6%,94%,2.5,-2.8,3,2,31,2,8,2,32,1,6
134,Semih Erden,C,24,TOT,41,595,,,,,100%,-2.2,-7.6,4,10,61,9,30,4,43,8,16
134,Semih Erden,C,24,BOS,37,531,,,,,100%,-1.5,-8.7,4,9,54,9,27,2,41,8,15
134,Semih Erden,C,24,CLE,4,64,,,,,100%,-8.4,1.1,0,1,7,0,3,2,2,0,1
135,Jeremy Evans,SF,23,UTA,49,463,,13%,62%,26%,,-3.0,-1.1,6,3,27,5,16,2,55,3,7
136,Maurice Evans,SF,32,TOT,73,1549,,21%,76%,4%,,-7.7,-4.4,11,9,57,5,24,4,100,4,30
136,Maurice Evans,SF,32,ATL,47,837,,30%,66%,4%,,-4.3,-4.3,7,4,36,2,14,3,68,2,11
136,Maurice Evans,SF,32,WAS,26,712,,9%,88%,3%,,-11.9,-4.6,4,5,21,3,10,1,32,2,19
137,Reggie Evans,PF,30,TOR,30,798,,,,98%,2%,-10.4,-4.4,9,11,32,4,33,5,83,8,21
138,Tyreke Evans,SG,21,SAC,57,2107,5%,86%,9%,,,-5.3,1.1,82,52,55,26,121,6,728,29,68
139,Patrick Ewing,SF,26,NOH,7,19,,,39%,61%,,-18.6,-19.4,1,0,1,0,1,0,4,0,1
140,Christian Eyenga,SF,21,CLE,44,947,,33%,64%,3%,,-10.9,-1.9,13,17,48,7,15,3,77,5,24
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
141,Jordan Farmar,PG,24,NJN,73,1796,97%,3%,,,,-7.0,0.3,87,25,43,11,31,8,799,7,32
142,Derrick Favors,PF,19,TOT,78,1535,,,,82%,18%,-7.5,-2.0,17,13,130,32,87,3,85,21,35
142,Derrick Favors,PF,19,NJN,56,1091,,,,90%,10%,-6.8,0.5,8,11,97,27,58,1,46,12,25
142,Derrick Favors,PF,19,UTA,22,444,,,,61%,39%,-9.2,-8.1,9,2,33,5,29,2,39,9,10
143,Raymond Felton,PG-SG,26,TOT,75,2737,89%,11%,,,,2.6,-0.6,157,44,56,13,69,20,1440,15,39
143,Raymond Felton,PG,26,NYK,54,2074,100%,,,,,-0.6,-3.6,128,35,41,9,48,17,1117,10,26
143,Raymond Felton,SG,26,DEN,21,663,53%,47%,,,,12.3,8.7,29,9,15,4,21,3,323,5,13
144,Rudy Fernández,SG,25,POR,78,1821,15%,84%,1%,,,1.8,0.5,62,11,63,5,58,11,439,10,15
145,Kyrylo Fesenko,C,24,UTA,53,456,,,,,100%,4.3,7.1,9,6,51,8,19,4,37,2,9
146,Landry Fields,SG,22,NYK,82,2541,,76%,24%,,,2.0,2.3,49,32,53,9,69,13,374,13,36
147,Derek Fisher,PG,36,LAL,82,2297,98%,2%,,,,10.4,8.5,54,7,86,8,37,39,498,8,28
148,Jonny Flynn,PG,21,MIN,53,983,100%,,,,,-9.5,-3.2,67,35,24,6,10,3,434,3,9
149,Gary Forbes,SF,25,DEN,63,791,,18%,69%,13%,,-1.2,-7.9,26,11,35,5,45,3,120,12,27
150,T.J. Ford,PG,27,IND,41,773,100%,,,,,-1.2,0.3,38,17,30,5,22,5,349,4,16
