Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
21,Brent Barry,SG,31,SEA,75,2480,30%,69%,2%,,,0.3,0.5,81,29,88,25,69,,845,13,38
22,Jon Barry,SG,33,DET,80,1473,14%,85%,1%,,,10.4,9.8,59,15,50,4,34,,458,6,13
23,Maceo Baston,PF,27,TOR,16,106,,,,92%,9%,-13.3,-6.8,1,3,9,1,6,,0,1,1
24,Mengke Bateer,C,27,SAS,12,46,,,,9%,91%,-21.7,-28.2,3,1,9,0,1,,8,0,3
25,Mike Batiste,PF,25,MEM,75,1248,,,28%,71%,1%,-5.9,-3.5,24,19,43,6,39,,112,11,32
26,Tony Battie,C,26,BOS,67,1683,,,,,100%,5.5,10.1,15,16,135,7,49,,120,6,13
27,Shane Battier,SF,24,MEM,78,2383,,9%,89%,2%,,-2.0,3.7,30,16,131,13,57,,231,19,26
28,Lonny Baxter,C,24,CHI,55,682,,,1%,57%,41%,-3.0,3.0,6,24,63,14,50,,34,15,33
29,Raja Bell,SG,26,DAL,75,1173,1%,86%,12%,1%,,4.0,-6.1,24,5,47,7,8,,134,2,10
30,Jonathan Bender,SF,22,IND,46,819,,1%,51%,48%,1%,-1.3,-6.1,9,16,41,13,40,,88,11,22
31,Corey Benjamin,SG,24,ATL,9,152,,96%,3%,,,-5.2,-1.5,2,1,5,1,7,,24,0,3
32,Travis Best,PG,30,MIA,72,1807,100%,,,,,-6.8,-2.1,66,31,74,5,43,,566,7,28
33,Mike Bibby,PG,24,SAC,55,1835,87%,13%,,,,8.9,4.2,71,40,45,12,55,,611,11,25
34,Chauncey Billups*,PG,26,DET,74,2327,98%,3%,,,,4.0,-0.5,70,41,48,18,127,,619,23,54
35,Corie Blount,C,34,CHI,50,836,,,,32%,68%,-0.3,6.5,23,10,69,6,15,,109,4,10
36,Mark Blount,C,27,TOT,81,1403,,,,,100%,-11.3,-6.4,27,29,77,20,71,,124,19,36
36,Mark Blount,C,27,DEN,54,885,,,,,100%,-14.1,-6.0,20,18,45,13,49,,78,13,26
36,Mark Blount,C,27,BOS,27,518,,,,,100%,-6.4,-7.0,7,11,32,7,22,,46,6,10
37,Calvin Booth,C,26,SEA,47,575,,,,15%,85%,3.3,3.7,8,10,43,3,23,,27,1,8
38,Carlos Boozer,PF,21,CLE,81,2049,,,1%,88%,11%,-12.2,-3.7,39,32,117,20,88,,224,16,59
39,Ruben Boumtje-Boumtje,C,24,POR,2,5,,,,,100%,32.2,29.3,0,0,0,0,0,,2,0,1
40,Bruce Bowen,SF,31,SAS,82,2566,,4%,96%,,,8.8,7.6,39,16,64,10,35,,266,6,25
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
41,Ryan Bowen,SG,27,DEN,62,996,,67%,33%,,,-2.4,9.3,21,10,38,4,24,,113,11,20
42,Earl Boykins,PG,26,GSW,68,1321,100%,,,,,2.9,6.0,29,27,23,3,53,,495,9,30
43,Michael Bradley,PF,23,TOR,67,1314,,,1%,81%,19%,-8.9,-3.4,29,23,68,16,27,,149,7,19
44,Shawn Bradley,C,30,DAL,81,1731,,,,,100%,9.7,2.4,22,14,140,15,74,,118,18,21
45,Elton Brand,PF,23,LAC,62,2454,,,,93%,7%,-3.1,3.8,45,53,88,23,151,,364,48,60
46,J.R. Bremer,PG,22,BOS,64,1503,85%,15%,,,,-2.6,-3.7,23,19,34,10,37,,392,1,23
47,Jamison Brewer,PG,22,IND,10,80,98%,2%,,,,6.8,3.3,3,2,4,0,4,,40,1,1
48,Primož Brezec,C,23,IND,22,111,,,,,100%,10.5,7.1,2,3,6,0,8,,8,2,2
49,Damone Brown,PF,23,TOR,5,115,,,79%,21%,,-3.3,3.5,4,1,9,1,4,,6,2,3
50,Devin Brown,SG,24,TOT,10,93,11%,78%,12%,,,-10.5,-4.9,1,3,7,3,4,,14,0,1
50,Devin Brown,SG,24,SAS,7,22,44%,46%,10%,,,17.9,11.9,0,2,1,2,1,,4,0,1
50,Devin Brown,SG,24,DEN,3,71,,87%,13%,,,-19.4,-10.1,1,1,6,1,3,,10,0,0
51,Kedrick Brown,SF,21,BOS,51,666,,40%,60%,,,-4.5,-5.0,12,6,22,2,12,,48,0,9
52,Kwame Brown,C,20,WAS,80,1773,,,,31%,69%,-3.1,-3.7,29,51,82,16,96,,125,21,33
53,P.J. Brown,PF,33,NOH,78,2609,,,1%,96%,4%,2.2,-0.5,34,26,88,21,96,,327,11,39
54,Randy Brown,PG,34,PHO,32,262,71%,29%,,,,-2.7,-4.2,11,2,10,4,3,,73,0,4
55,Tierre Brown,PG,23,CLE,15,168,100%,,,,,4.5,15.6,16,4,4,1,8,,87,4,8
56,Rick Brunson,PG,30,CHI,17,196,75%,25%,,,,0.8,6.5,11,4,11,1,4,,75,0,3
57,Kobe Bryant*,SG,24,LAL,82,3401,,90%,10%,,,3.8,10.0,140,93,58,37,263,,1062,52,79
58,Mark Bryant,PF,37,TOT,16,100,,,,64%,36%,-9.1,-9.7,2,4,8,1,1,,10,0,0
58,Mark Bryant,PF,37,PHI,11,77,,,,84%,16%,-4.7,-7.3,0,4,3,1,1,,3,0,0
58,Mark Bryant,PF,37,DEN,3,14,,,,,100%,16.4,25.9,2,0,3,0,0,,5,0,0
58,Mark Bryant,PF,37,BOS,2,9,,,,,100%,-86.0,-85.9,0,0,2,0,0,,2,0,0
59,Greg Buckner,SG,26,PHI,75,1514,1%,48%,51%,1%,,4.3,3.0,32,13,84,9,33,,205,6,24
60,Pat Burke,C,29,ORL,62,783,,,,,100%,-13.1,-16.4,17,18,61,9,22,,52,3,22
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
61,Caron Butler,SF,22,MIA,78,2858,,,94%,6%,,-7.2,-5.6,64,66,81,43,145,,462,31,95
62,Rasual Butler,SG,23,MIA,72,1514,1%,57%,42%,,,-8.0,-3.7,36,24,60,6,36,,205,6,26
63,Jason Caffey,PF,29,MIL,51,894,,,4%,71%,26%,-2.8,-4.3,17,14,48,13,55,,85,14,27
64,Marcus Camby,C,28,DEN,29,616,,,,31%,69%,-11.9,-3.0,21,3,40,1,26,,99,6,19
65,Elden Campbell,C,34,TOT,56,869,,,,8%,92%,3.9,1.9,16,17,71,14,62,,112,6,22
65,Elden Campbell,C,34,NOH,41,685,,,,7%,93%,0.8,-1.9,14,12,53,14,53,,92,5,19
65,Elden Campbell,C,34,SEA,15,184,,,,10%,91%,15.5,16.0,2,5,18,0,9,,20,1,3
66,Brian Cardinal,PF,25,WAS,5,15,,,44%,44%,13%,41.4,42.6,1,0,0,0,1,,2,0,0
67,Anthony Carter,PG,27,MIA,49,912,99%,1%,,,,-7.4,-2.2,57,10,23,6,19,,439,4,13
68,Vince Carter*,SG,26,TOR,43,1471,,65%,35%,,,-0.7,9.4,43,16,54,10,45,,321,12,20
69,Sam Cassell,PG,33,MIL,78,2700,100%,,,,,-2.0,-8.0,92,54,63,17,137,,996,17,41
70,Kelvin Cato,C,28,HOU,73,1247,,,,2%,98%,0.1,-2.1,21,14,95,15,53,,43,7,19
71,Tyson Chandler,C,20,CHI,75,1827,,,,34%,66%,-8.5,-5.6,41,52,102,28,123,,162,29,41
72,Calbert Cheaney,SG,31,UTA,81,2351,,97%,3%,,,5.1,4.9,56,27,80,15,33,,343,5,36
73,Chris Childs,PG,35,NJN,12,106,78%,22%,,,,-2.4,-8.5,3,1,10,1,0,,33,0,1
74,Doug Christie,SG,32,SAC,80,2710,2%,96%,2%,,,9.6,9.4,86,31,78,17,48,,814,9,21
75,Keon Clark,C,27,SAC,80,1780,,,,37%,63%,5.6,-1.9,36,40,158,10,57,,179,10,30
76,Speedy Claxton,PG,24,SAS,30,471,100%,,,,,2.4,-4.2,19,8,17,2,19,,182,4,8
77,Mateen Cleaves,PG,25,SAC,12,55,5%,95%,,,,-2.0,-8.8,8,3,2,2,1,,22,0,2
78,Derrick Coleman,C,35,PHI,64,1742,,,,3%,97%,6.8,7.8,51,27,102,8,70,,183,9,47
79,Bimbo Coles,PG,34,TOT,35,691,100%,,,,,-9.3,-1.7,22,3,23,1,7,,153,0,10
79,Bimbo Coles,PG,34,CLE,21,516,100%,,,,,-13.6,-3.6,13,3,16,1,7,,116,0,8
79,Bimbo Coles,PG,34,BOS,14,175,100%,,,,,3.3,3.8,9,0,7,0,0,,37,0,2
80,Jason Collier,C,25,HOU,13,104,,,,16%,84%,-2.1,-3.8,2,0,6,0,2,,2,2,5
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
81,Jarron Collins,C,24,UTA,22,421,,,,2%,98%,-4.6,-8.6,2,3,28,11,24,,29,4,16
82,Jason Collins,C,24,NJN,81,1900,,,,1%,99%,8.7,5.3,15,22,114,26,94,,185,18,44
83,Chris Crawford,PF,27,ATL,5,38,,,10%,90%,,-5.6,-1.9,1,1,3,0,3,,2,0,0
84,Jamal Crawford,PG,22,CHI,80,1992,92%,8%,,,,-1.1,8.7,74,34,56,9,51,,715,9,23
85,Austin Croshere,PF,27,IND,49,633,,,10%,82%,9%,3.0,-0.7,8,10,29,5,26,,121,7,15
86,John Crotty,PG,33,DEN,12,180,100%,,,,,-14.9,-5.7,4,5,6,0,4,,63,1,3
87,Eddy Curry,C,20,CHI,81,1571,,,,,100%,-5.3,0.2,23,55,116,36,140,,84,31,49
88,Michael Curry,SF,34,DET,78,1555,,1%,99%,,,-2.0,-10.0,18,8,64,13,18,,240,2,9
89,Erick Dampier,C,27,GSW,82,1978,,,,,100%,-3.9,-5.6,27,42,141,19,96,,136,22,45
90,Antonio Daniels,SG,27,POR,67,872,17%,77%,5%,,,0.0,-3.8,19,9,25,1,24,,187,2,12
91,Antonio Davis,C,34,TOR,53,1894,,,,28%,72%,-3.1,6.7,36,41,69,27,111,,291,7,62
92,Baron Davis,PG,23,NOH,50,1889,92%,8%,,,,4.3,3.7,94,31,51,12,58,,700,14,42
93,Dale Davis,C,33,POR,78,2282,,,,4%,96%,2.4,-1.2,18,28,83,9,77,,217,13,35
94,Emanual Davis,SG,34,ATL,24,340,52%,47%,1%,,,-7.9,-4.5,16,7,11,1,9,,76,0,7
95,Hubert Davis,SG,32,DET,43,328,16%,76%,6%,2%,,-1.5,-6.2,8,2,4,1,3,,72,1,1
96,Ricky Davis,SG,23,CLE,79,3131,1%,82%,17%,,,-10.6,-0.9,143,78,100,17,157,,940,33,74
97,Andrew DeClercq,C,29,ORL,77,1327,,,,35%,65%,4.7,7.0,30,20,138,23,44,,117,12,37
98,Tony Delk,PG,29,BOS,67,1873,99%,1%,,,,-1.3,-1.9,32,23,58,6,25,,344,4,13
99,Dan Dickau,PG,24,ATL,50,515,100%,,,,,-13.8,-11.5,33,9,27,2,7,,182,0,7
100,Michael Dickerson,SG,27,MEM,6,87,,100%,,,,-7.5,-4.1,0,0,4,3,2,,16,0,1
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
101,DeSagana Diop,PF,21,CLE,80,943,,,,38%,62%,-13.2,-3.6,26,16,103,8,14,,90,2,8
102,Vlade Divac*,C,34,SAC,80,2384,,,,,100%,9.6,7.4,75,47,131,16,109,,609,19,64
103,Juan Dixon,PG,24,WAS,42,647,67%,33%,,,,-2.5,-1.7,23,15,23,2,13,,84,4,18
104,Michael Doleac,C,25,NYK,75,1041,,,,11%,89%,-5.2,-4.7,21,15,108,8,16,,107,1,14
105,Keyon Dooling,SG,22,LAC,55,969,62%,38%,,,,-6.6,-2.6,28,16,32,8,18,,198,6,19
106,Bryce Drew,PG,28,NOH,13,79,88%,12%,,,,7.9,5.7,1,2,0,0,0,,23,0,0
107,Predrag Drobnjak,C,27,SEA,82,1984,,,,7%,93%,-1.6,-3.6,15,18,81,11,51,,198,13,49
108,Chris Dudley,C,37,POR,3,11,,,,25%,75%,-55.6,-58.6,0,0,2,0,0,,0,0,0
109,Tim Duncan*,PF,26,SAS,81,3181,,,,57%,43%,9.1,14.7,102,82,132,36,263,,709,65,102
110,Mike Dunleavy,SF,22,GSW,82,1305,,1%,40%,59%,1%,2.0,4.6,40,28,62,8,35,,230,7,35
111,Howard Eisley,PG,30,NYK,82,2243,100%,,,,,-1.9,-0.6,99,32,74,11,27,,995,4,18
112,LaPhonso Ellis,PF,32,MIA,55,784,,,2%,97%,1%,0.6,7.9,13,7,42,7,25,,35,4,12
113,Melvin Ely,C,24,LAC,52,802,,,,6%,94%,3.1,9.5,8,15,40,19,32,,36,4,12
114,Evan Eschmeyer,C,27,DAL,17,135,,,,3%,97%,-6.3,-15.1,3,2,21,1,2,,16,0,5
115,Reggie Evans,PF,22,SEA,67,1365,,,13%,84%,4%,0.5,0.5,7,12,57,18,69,,80,15,30
116,Danny Ferry,SF,36,SAS,64,601,,,59%,40%,1%,1.3,-5.7,19,5,26,2,4,,51,1,1
117,Michael Finley,SF,29,DAL,69,2642,,24%,74%,3%,,12.3,12.1,54,35,45,14,94,,482,18,44
118,Derek Fisher,PG,28,LAL,82,2829,100%,1%,,,,4.5,7.5,62,15,62,12,41,,669,11,17
119,Marcus Fizer,PF,24,CHI,38,809,,,,65%,35%,-4.3,1.5,15,17,38,16,58,,106,14,24
120,Alton Ford,PF,21,PHO,11,31,,,3%,64%,33%,-10.0,-11.3,0,1,1,1,1,,2,1,1
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
121,Joseph Forte,SG,21,SEA,17,86,69%,28%,3%,,,-9.0,-9.4,4,6,0,0,2,,23,0,0
122,Danny Fortson,PF,26,GSW,17,223,,,,93%,8%,-7.1,-6.4,2,5,19,4,10,,26,1,7
123,Greg Foster,C,34,TOR,29,539,,,,1%,99%,-11.5,-5.6,7,7,41,5,8,,29,2,3
124,Jeff Foster,C,26,IND,77,802,,,,23%,77%,0.7,-3.5,12,10,45,4,27,,112,7,16
125,Tremaine Fowlkes,SF,26,LAC,37,573,,1%,88%,12%,,8.4,15.1,10,3,22,3,25,,52,1,15
126,Rick Fox,SF,33,LAL,76,2181,,,95%,5%,,3.3,2.1,78,23,100,12,33,,539,9,26
127,Adonal Foyle,C,27,GSW,82,1787,,,,6%,95%,3.4,8.1,23,27,131,14,41,,76,11,24
128,Steve Francis,PG,25,HOU,81,3318,78%,22%,,,,3.1,8.9,138,79,81,26,219,,1141,43,84
129,Lawrence Funderburke,PF,32,SAC,27,229,,,9%,70%,22%,-2.6,-9.9,2,2,9,1,7,,17,3,5
130,Dan Gadzuric,C,24,MIL,49,760,,,,4%,96%,-2.4,-3.6,5,10,74,5,25,,21,4,5
131,Kevin Garnett*,PF,26,MIN,82,3321,,,6%,82%,13%,6.1,23.6,82,66,86,30,214,,1065,58,60
132,Pat Garrity,PF,26,ORL,81,2584,,,2%,89%,10%,1.6,4.6,36,16,106,13,28,,277,7,15
133,Pau Gasol*,PF,22,MEM,82,2948,,,,50%,50%,-2.5,3.8,65,97,119,29,225,,523,59,94
134,Devean George,SF,25,LAL,71,1613,,,84%,16%,,2.3,-0.2,26,20,79,14,30,,209,5,25
135,Kendall Gill,SG,34,MIN,82,2068,,66%,34%,,,-0.1,-5.0,50,32,75,18,59,,322,11,47
136,Manu Ginóbili*,SG,25,SAS,69,1431,,96%,4%,,,6.3,0.3,50,24,48,12,69,,307,15,32
137,Gordan Giriček,SG-SF,25,TOT,76,2148,,51%,47%,2%,,-3.6,-2.6,65,38,57,14,66,,302,16,43
137,Gordan Giriček,SG,25,MEM,49,1187,1%,92%,7%,,,-10.5,-10.0,39,24,41,12,32,,154,6,25
137,Gordan Giriček,SF,25,ORL,27,961,,1%,95%,4%,,4.9,6.5,26,14,16,2,34,,148,10,18
138,Dion Glover,SG,24,ATL,76,1890,,93%,7%,,,0.3,7.7,55,22,59,18,69,,318,19,48
139,Anthony Goldwire,PG,31,TOT,15,85,100%,,,,,-24.3,-27.9,5,1,3,0,2,,9,1,2
139,Anthony Goldwire,PG,31,SAS,10,51,100%,,,,,-25.1,-31.6,2,0,2,0,1,,7,0,1
139,Anthony Goldwire,PG,31,WAS,5,34,100%,,,,,-23.1,-22.3,3,1,1,0,1,,2,1,1
140,Drew Gooden,SF-PF,21,TOT,70,1873,,,53%,38%,9%,-3.9,-2.3,56,50,90,17,93,,181,17,70
140,Drew Gooden,SF,21,MEM,51,1329,,,74%,26%,,-6.2,-4.1,43,32,64,14,58,,138,11,49
140,Drew Gooden,PF,21,ORL,19,544,,,2%,69%,29%,1.9,2.2,13,18,26,3,35,,43,6,21
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
141,Brian Grant,C,30,MIA,82,2641,,,,23%,77%,-5.8,-0.5,63,29,140,21,86,,225,22,57
142,Horace Grant,PF,37,ORL,5,85,,,,60%,40%,-8.0,-8.2,0,0,3,0,0,,17,0,1
143,Adrian Griffin,SG,28,DAL,74,1373,,72%,27%,1%,,7.9,-0.6,24,10,55,3,14,,239,3,16
144,Eddie Griffin,PF,20,HOU,77,1890,,,,93%,7%,4.4,5.4,36,21,86,9,44,,193,6,40
145,Tom Gugliotta,PF,33,PHO,27,447,,,1%,97%,2%,-7.5,-9.8,23,4,25,1,2,,67,1,2
146,A.J. Guyton,PG,24,GSW,2,9,100%,,,,,-6.7,-5.6,1,0,0,0,0,,5,0,1
147,Marcus Haislip,PF,22,MIL,39,441,,,12%,67%,21%,-6.0,-7.3,4,6,27,10,17,,22,2,14
148,Darvin Ham,SG,29,ATL,75,926,,33%,63%,4%,,-1.3,3.2,27,14,62,14,39,,86,11,22
149,Richard Hamilton,SG,24,DET,82,2640,1%,89%,11%,,,2.7,-4.3,66,63,82,46,181,,470,34,93
150,Zendon Hamilton,C,27,TOR,3,12,,,,,100%,5.5,12.2,0,0,0,1,1,,0,0,0
151,Anfernee Hardaway,SG,31,PHO,58,1777,18%,82%,,,,0.8,-0.7,94,31,75,12,32,,497,5,26
152,Tim Hardaway*,PG,36,IND,10,127,100%,,,,,14.8,11.7,9,2,3,0,1,,49,1,0
153,Matt Harpring,SF,26,UTA,78,2557,,33%,67%,,,5.7,7.3,57,61,68,23,118,,277,17,87
154,Adam Harrington,SG,22,TOT,19,111,29%,56%,16%,,,-18.4,-15.1,2,0,5,0,1,,25,0,3
154,Adam Harrington,SG,22,DAL,13,37,7%,59%,34%,,,-17.7,-26.2,2,0,0,0,1,,5,0,1
154,Adam Harrington,SG,22,DEN,6,74,39%,54%,7%,,,-18.8,-9.6,0,0,5,0,0,,20,0,2
155,Al Harrington,SF,22,IND,82,2467,,5%,57%,38%,,2.9,-1.8,42,51,97,40,118,,286,25,83
156,Junior Harrington,PG,22,DEN,82,2003,87%,13%,,,,-7.9,3.1,87,27,99,27,35,,577,8,42
157,Othella Harrington,PF,29,NYK,74,1850,,,,86%,14%,-0.5,2.2,23,24,79,18,59,,150,23,25
158,Lucious Harris,SG,32,NJN,77,1973,2%,88%,10%,,,3.4,-5.0,32,24,34,10,64,,340,8,35
159,Antonio Harvey,PF,32,ATL,4,32,,,,57%,43%,-6.0,-2.2,1,0,6,1,0,,0,0,2
160,Donnell Harvey,SF,22,DEN,77,1613,,,85%,15%,,-10.9,-2.4,42,34,82,26,73,,211,18,49
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
161,Trenton Hassell,SG,23,CHI,82,1999,,92%,7%,,,-10.0,-9.1,49,22,90,6,17,,343,5,20
162,Kirk Haston,SF,23,NOH,12,57,,,79%,21%,,-23.3,-26.0,2,3,5,2,2,,6,0,1
163,Juaquin Hawkins,SG,29,HOU,58,685,,44%,54%,2%,,2.9,1.6,16,7,25,2,8,,100,2,10
164,Brendan Haywood,C,23,WAS,81,1930,,,,,100%,0.6,3.3,5,21,122,18,112,,63,24,38
165,Alan Henderson,C,30,ATL,82,1494,,,,43%,57%,-7.1,-5.4,26,16,99,7,65,,86,11,22
166,Nenê,C,20,DEN,80,2258,,,,3%,97%,-6.4,7.0,64,41,103,42,137,,319,25,79
167,Grant Hill*,SF,30,ORL,29,843,,2%,77%,20%,,2.7,3.5,37,28,20,10,58,,279,10,12
168,Tyrone Hill,PF,34,TOT,56,1351,,,10%,73%,18%,-7.0,-1.4,30,13,72,11,41,,90,10,33
168,Tyrone Hill,PF,34,CLE,32,855,,,,93%,7%,-9.5,1.2,24,9,45,7,21,,70,5,24
168,Tyrone Hill,PF,34,PHI,24,496,,,26%,38%,35%,-2.7,-5.9,6,4,27,4,20,,20,5,9
169,Fred Hoiberg,SG,30,CHI,63,784,6%,92%,2%,,,1.3,8.3,17,7,31,1,10,,152,1,5
170,Robert Horry,PF,32,LAL,80,2343,,,,94%,6%,4.1,4.2,70,24,123,10,55,,519,14,14
171,Eddie House,SG,24,MIA,55,1025,6%,90%,4%,,,-7.0,-1.8,30,12,28,1,13,,190,2,17
172,Allan Houston,SG,31,NYK,82,3108,3%,97%,,,,-1.1,2.7,96,46,72,25,129,,489,34,50
173,Juwan Howard,PF,29,DEN,77,2730,,,5%,89%,5%,-10.7,-4.2,82,51,86,35,146,,505,31,102
174,Troy Hudson,PG,26,MIN,79,2600,100%,,,,,1.9,-1.3,104,52,41,12,53,,949,5,39
175,Nate Huffman,C,27,TOR,7,76,,,,,100%,0.0,6.8,1,0,8,1,3,,11,0,4
176,Larry Hughes,PG,24,WAS,67,2137,70%,29%,1%,,,-1.1,-0.1,71,39,63,15,90,,429,25,51
177,Ryan Humphrey,PF,23,TOT,48,444,,,50%,49%,1%,-5.9,-5.6,7,3,39,7,17,,23,0,26
177,Ryan Humphrey,PF,23,ORL,35,322,,,67%,33%,1%,-10.3,-11.2,6,3,29,6,11,,14,0,21
177,Ryan Humphrey,PF,23,MEM,13,122,,,4%,92%,4%,5.6,9.4,1,0,10,1,6,,9,0,5
178,Lindsey Hunter,PG,32,TOR,29,673,100%,,,,,-12.3,-6.8,22,22,12,6,18,,159,4,7
179,Steven Hunter,C,21,ORL,33,447,,,,19%,81%,2.8,3.2,6,3,33,3,24,,14,5,16
180,Zydrunas Ilgauskas,C,27,CLE,81,2432,,,,,100%,-9.0,3.9,72,58,134,37,224,,277,37,78
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
181,Allen Iverson*,SG,27,PHI,82,3485,16%,79%,5%,,,2.3,-1.2,157,83,48,26,262,,948,43,96
182,Bobby Jackson,PG,29,SAC,59,1676,100%,,,,,4.8,-3.2,53,32,47,12,55,,396,14,38
183,Jermaine Jackson,SG,26,TOT,53,559,41%,59%,,,,-11.6,-6.9,24,5,20,2,19,,166,5,12
183,Jermaine Jackson,SG,26,TOR,24,286,57%,43%,,,,-22.1,-16.6,13,3,13,2,10,,88,3,10
183,Jermaine Jackson,SG,26,ATL,29,273,25%,75%,,,,-0.7,3.3,11,2,7,0,9,,78,2,2
184,Jim Jackson,SF,32,SAC,63,1309,1%,51%,48%,,,2.3,-6.4,46,14,59,10,29,,272,13,26
185,Marc Jackson,C,28,MIN,77,1041,,,,5%,95%,1.1,-1.7,17,15,58,8,67,,78,8,28
