Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
29,Brandon Bass,PF,20,NOK,29,268,,,,97%,3%,-9.2,-6.5,4,5,9,2,8,0,6,1,9
30,Esteban Batista,PF,22,ATL,57,495,,,,12%,88%,-1.1,4.9,3,11,51,12,22,11,16,5,18
31,Tony Battie,C,29,ORL,82,2215,,,,9%,91%,-2.5,-3.1,38,12,158,15,58,20,109,8,30
32,Shane Battier,SF,27,MEM,81,2839,,,63%,37%,,7.1,9.2,35,20,128,17,81,48,318,18,46
33,Lonny Baxter,C-PF,27,TOT,41,400,,,,19%,81%,2.4,5.2,2,7,31,5,19,7,9,5,15
33,Lonny Baxter,C,27,HOU,23,281,,,,1%,99%,6.0,8.1,2,4,26,4,11,6,5,3,10
33,Lonny Baxter,PF,27,CHA,18,119,,,,60%,40%,-6.0,-1.7,0,3,5,1,8,1,4,2,5
34,Charlie Bell,SG,26,MIL,59,1283,24%,72%,4%,,,0.9,3.1,25,9,44,2,38,11,298,7,23
35,Raja Bell,SG,29,PHO,79,2959,1%,63%,36%,,,6.9,3.6,39,22,107,17,46,81,490,6,22
36,Jonathan Bender,SF,25,IND,2,21,,,,68%,32%,-17.4,-19.2,0,0,2,0,1,0,5,0,1
37,Mike Bibby,PG,27,SAC,82,3167,100%,,,,,2.2,2.6,128,50,64,14,118,30,956,24,33
38,Andris Biedriņš,C,19,GSW,68,1000,,,,,100%,1.5,4.5,7,9,113,8,38,8,56,10,16
39,Chauncey Billups*,PG,29,DET,81,2925,94%,6%,,,,10.8,10.4,102,38,55,24,160,11,1552,28,56
40,Steve Blake,PG,25,POR,68,1781,85%,15%,,,,-11.7,-1.2,55,18,44,5,15,9,657,2,16
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
41,Andray Blatche,PF,19,WAS,29,175,,,13%,79%,9%,-1.4,-3.6,5,4,16,0,6,1,21,3,5
42,Mark Blount,C,30,TOT,81,2240,,,,,100%,-4.3,-3.3,54,51,133,32,105,18,209,30,45
42,Mark Blount,C,30,BOS,39,1083,,,,,100%,-2.2,-0.7,40,30,56,19,58,9,140,19,22
42,Mark Blount,C,30,MIN,42,1157,,,,,100%,-6.2,-5.7,14,21,77,13,47,9,69,11,23
43,Keith Bogans,SG-SF,25,TOT,72,1912,,46%,54%,,,-5.2,-3.1,47,23,60,11,77,24,274,18,45
43,Keith Bogans,SG,25,CHA,39,848,,91%,9%,,,-8.5,-5.2,22,9,27,6,42,13,97,9,23
43,Keith Bogans,SF,25,HOU,33,1064,,10%,90%,1%,,-2.5,-1.4,25,14,33,5,35,11,177,9,22
44,Andrew Bogut,PF,21,MIL,82,2348,,,,80%,20%,1.5,6.8,63,26,150,15,84,66,433,22,55
45,Matt Bonner,PF,25,TOR,78,1710,,,25%,73%,2%,-4.6,-1.9,10,9,102,8,28,17,136,7,16
46,Calvin Booth,C,29,WAS,33,250,,,,,100%,-3.0,-5.3,4,2,27,0,5,2,26,1,1
47,Carlos Boozer,PF,24,UTA,33,1025,,,,89%,12%,-3.4,-0.2,28,16,50,17,64,4,187,14,26
48,Chris Bosh*,C,21,TOR,70,2751,,,,19%,81%,-1.4,6.6,44,63,109,21,279,43,428,64,69
49,Bruce Bowen,SF,34,SAS,82,2755,,,88%,12%,,8.4,0.7,30,24,68,8,30,40,285,6,22
50,Ryan Bowen,SF,30,HOU,68,652,,22%,59%,19%,,-4.7,-3.8,10,1,40,2,8,7,53,2,8
51,Earl Boykins,PG,29,DEN,60,1542,100%,,,,,-3.5,-6.1,46,25,20,4,45,7,502,11,39
52,Michael Bradley,PF,26,PHI,46,367,,,,40%,60%,-9.2,-7.9,6,6,18,3,2,4,43,1,3
53,Elton Brand,PF,26,LAC,79,3099,,,,85%,15%,2.8,4.6,45,69,113,22,248,14,459,68,65
54,Primož Brezec,C,26,CHA,79,2165,,,,,100%,-8.9,-9.7,15,31,130,15,102,9,104,28,50
55,Devin Brown,SG,27,UTA,81,1711,,79%,21%,,,-4.3,-1.9,35,31,69,18,86,25,217,11,38
56,Kwame Brown,C,23,LAL,72,1978,,,,20%,81%,2.6,0.3,16,30,99,25,112,25,161,28,40
57,P.J. Brown,C,36,NOK,75,2380,,,,5%,95%,-3.3,-0.6,23,31,110,14,74,8,190,16,36
58,Rick Brunson,PG,33,TOT,27,246,73%,27%,,,,-6.5,-4.9,12,6,7,3,2,1,76,2,2
58,Rick Brunson,PG,33,SEA,4,31,93%,7%,,,,-34.2,-31.2,2,0,0,1,0,0,4,0,0
58,Rick Brunson,PG,33,HOU,23,215,71%,29%,,,,-2.5,-1.1,10,6,7,2,2,1,72,2,2
59,Kobe Bryant*,SG,27,LAL,80,3277,1%,89%,10%,,,4.6,12.5,66,104,69,48,297,12,834,68,82
60,Greg Buckner,SG,29,DEN,73,1758,,73%,26%,2%,,0.8,1.1,26,12,77,4,20,26,272,11,12
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
61,Pat Burke,C,32,PHO,42,346,,,,,100%,-5.1,-12.2,10,10,40,7,10,3,39,1,8
62,Antonio Burks,PG,25,MEM,57,570,63%,37%,,,,-0.8,-6.2,21,12,13,2,8,6,181,5,7
63,Kevin Burleson,PG,26,CHA,39,340,85%,15%,,,,0.6,5.4,12,5,23,3,4,2,109,1,6
64,Caron Butler,SF,25,WAS,75,2708,,33%,61%,6%,,1.8,-0.5,57,46,85,39,137,15,413,24,59
65,Jackie Butler,C,20,NYK,55,740,,,,35%,65%,7.7,18.0,10,20,60,19,33,2,56,12,29
66,Rasual Butler,SF,26,NOK,79,1875,,31%,67%,2%,,-1.6,2.9,19,22,75,9,46,2,86,7,27
67,Andrew Bynum,C,18,LAL,46,338,,,,,100%,-4.6,-7.8,3,4,34,3,16,1,21,5,16
68,Will Bynum,PG,23,GSW,15,162,100%,,,,,-16.2,-15.0,9,4,3,1,6,1,41,1,7
69,Žarko Čabarkapa,PF,24,GSW,61,505,,,3%,56%,41%,-11.2,-10.8,9,10,37,8,38,3,44,5,16
70,José Calderón,SG,24,TOR,64,1487,49%,50%,1%,,,-4.0,-0.8,60,29,45,2,31,13,679,8,29
71,Marcus Camby,C,31,DEN,56,1857,,,,26%,74%,1.0,1.5,48,25,88,11,66,27,240,14,15
72,Brian Cardinal,PF,28,MEM,36,402,,,1%,85%,15%,7.2,3.0,18,4,36,5,11,9,68,1,11
73,Matt Carroll,SG,25,CHA,78,1275,1%,83%,16%,,,-2.3,3.1,21,16,63,7,63,9,76,14,28
74,Anthony Carter,PG,30,MIN,45,589,83%,17%,,,,-3.0,-1.0,23,9,26,4,20,1,216,5,6
75,Vince Carter*,SG,29,NJN,79,2906,,83%,17%,,,5.5,15.5,89,61,88,33,233,22,757,54,55
76,Sam Cassell,PG,36,LAC,78,2653,100%,,,,,3.2,4.3,81,49,84,31,98,19,1045,12,35
77,Kelvin Cato,C,31,TOT,27,333,,,,,100%,-8.0,-8.2,2,4,27,9,16,7,9,1,11
77,Kelvin Cato,C,31,ORL,23,299,,,,,100%,-6.6,-5.9,2,2,24,9,16,7,4,1,10
77,Kelvin Cato,C,31,DET,4,34,,,,,100%,-19.9,-28.2,0,2,3,0,0,0,5,0,1
78,Tyson Chandler,C,23,CHI,79,2121,,,,1%,100%,2.8,4.0,31,27,153,36,92,25,178,19,20
79,Calbert Cheaney,SF,34,GSW,42,448,,8%,73%,17%,2%,-11.7,-11.1,5,2,10,3,3,1,42,0,2
80,Josh Childress,SF,22,ATL,74,2249,,46%,52%,2%,,-4.5,2.0,39,32,86,16,89,8,299,19,49
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
81,Doug Christie,SG,35,DAL,7,185,,99%,2%,,,-2.0,-9.0,3,1,7,0,6,3,29,0,2
82,Speedy Claxton,PG,27,NOK,71,2019,100%,,,,,0.9,8.1,61,61,64,15,120,37,749,29,60
83,Mateen Cleaves,PG,28,SEA,27,230,94%,6%,,,,-8.5,-5.5,7,2,14,3,7,0,102,0,2
84,Jarron Collins,C,27,UTA,79,1730,,,,,100%,-0.5,4.7,20,15,120,13,77,63,202,12,30
85,Jason Collins,C,27,NJN,71,1895,,,,,100%,4.5,5.8,11,20,107,19,31,39,158,4,22
86,Nick Collison,PF,25,SEA,66,1448,,,1%,56%,43%,1.0,6.7,31,16,111,17,52,18,159,15,33
87,Brian Cook,PF,25,LAL,81,1535,,,63%,32%,5%,3.3,1.3,25,17,91,10,46,24,171,6,15
88,Jamal Crawford,SG,25,NYK,79,2555,18%,74%,8%,,,-6.8,0.6,93,35,65,21,117,5,643,26,43
89,Austin Croshere,PF,30,IND,50,1148,,,,93%,8%,3.8,2.9,16,16,55,7,32,15,149,4,18
90,Eddy Curry,C,23,NYK,72,1865,,,,,100%,-11.7,-8.8,22,43,98,67,242,5,45,55,46
91,Samuel Dalembert,C,24,PHI,66,1761,,,,,100%,-2.3,-0.6,30,35,160,12,59,9,58,14,25
92,Erick Dampier,C,30,DAL,82,1934,,,,1%,99%,6.4,-0.3,25,15,158,37,97,10,122,18,40
93,Antonio Daniels,SG,30,WAS,80,2283,14%,84%,2%,,,2.9,2.0,45,23,45,13,121,43,653,27,25
94,Marquis Daniels,SG,25,DAL,62,1766,3%,63%,34%,,,5.2,-2.4,45,28,58,17,81,16,387,16,39
95,Antonio Davis,PF-C,37,TOT,44,940,,,,92%,8%,-9.5,-4.5,16,8,66,17,38,22,53,9,18
95,Antonio Davis,PF,37,NYK,36,749,,,,92%,8%,-14.8,-9.6,14,6,53,14,27,16,34,7,16
95,Antonio Davis,C,37,TOR,8,191,,,,95%,5%,11.4,15.5,2,2,13,3,11,6,19,2,2
96,Baron Davis,PG,26,GSW,54,1971,53%,47%,,,,0.2,4.0,93,32,62,11,114,19,1102,31,42
97,Dale Davis,C,36,DET,28,178,,,,7%,93%,-9.1,-18.0,2,1,11,0,4,0,14,0,1
98,Josh Davis,PF,25,TOT,6,17,,,30%,71%,,-43.6,-44.6,0,0,1,1,2,0,2,1,0
98,Josh Davis,PF,25,MIL,4,12,,,42%,58%,,-61.7,-60.7,0,0,1,1,0,0,2,0,0
98,Josh Davis,PF,25,HOU,1,0,,,,100%,,,,0,0,0,0,0,0,0,0,0
98,Josh Davis,PF,25,PHO,1,5,,,,100%,,0.0,-6.0,0,0,0,0,2,0,0,1,0
99,Ricky Davis,SG-SF,26,TOT,78,3207,,49%,46%,5%,,-1.0,1.6,104,63,93,21,121,19,860,26,71
99,Ricky Davis,SG,26,BOS,42,1747,,85%,14%,1%,,0.5,3.9,55,33,42,13,60,7,496,16,37
99,Ricky Davis,SF,26,MIN,36,1460,,5%,85%,9%,,-2.9,-1.2,49,30,51,8,61,12,364,10,34
100,Carlos Delfino,SG,23,DET,68,726,,21%,77%,1%,,-5.0,-16.0,12,9,30,7,31,5,97,3,19
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
101,Tony Delk,PG-SG,32,TOT,24,385,61%,39%,,,,-2.4,-11.3,10,6,10,3,12,0,74,3,5
101,Tony Delk,SG,32,ATL,1,7,100%,,,,,6.3,11.6,0,0,0,0,1,0,0,0,0
101,Tony Delk,PG,32,DET,23,378,60%,40%,,,,-2.5,-11.7,10,6,10,3,11,0,74,3,5
102,Luol Deng,SF,20,CHI,78,2604,,1%,90%,10%,,2.6,4.8,36,39,63,14,113,15,355,21,67
103,Boris Diaw,PF,23,PHO,81,2874,,,2%,52%,46%,8.9,10.2,100,38,135,25,110,19,1172,31,44
104,Dan Dickau,PG,27,BOS,19,234,100%,,,,,-1.5,0.2,12,3,14,1,2,1,87,0,5
105,Travis Diener,PG,23,ORL,23,246,100%,,,,,-13.5,-13.2,8,0,7,0,0,3,36,0,0
106,Ike Diogu,PF,22,GSW,69,1031,,,2%,85%,12%,-3.7,-2.5,13,15,75,30,86,4,64,22,41
107,DeSagana Diop,C,24,DAL,81,1510,,,,1%,99%,9.2,4.3,12,5,178,9,26,3,53,6,12
108,Juan Dixon,SG,27,POR,76,1920,28%,71%,1%,,,-10.3,1.4,48,41,63,7,69,9,316,18,42
109,Michael Doleac,C,28,MIA,31,371,,,,4%,97%,-13.1,-19.2,3,4,29,2,11,8,16,0,7
110,Keyon Dooling,PG,25,ORL,50,1137,59%,41%,1%,,,2.4,4.9,39,29,39,6,51,13,235,9,25
111,Chris Duhon,PG,23,CHI,74,2155,89%,11%,,,,-1.1,-4.5,73,29,54,3,39,22,821,7,29
112,Tim Duncan*,PF,29,SAS,80,2784,,,,71%,29%,9.4,4.2,59,72,118,31,244,10,571,61,65
113,Mike Dunleavy,SF,25,GSW,81,2578,,,69%,30%,1%,-1.2,1.8,60,30,100,19,104,63,553,21,27
114,Ronald Dupree,SF,25,MIN,36,265,,12%,56%,31%,,-11.4,-9.9,1,5,19,6,19,4,33,1,9
115,John Edwards,C,24,ATL,40,296,,,,,100%,-14.0,-9.4,0,4,46,8,5,3,12,1,7
116,Howard Eisley,PG,33,TOT,32,394,99%,1%,,,,-7.6,-8.9,15,4,10,0,7,2,148,0,6
116,Howard Eisley,PG,33,LAC,13,112,100%,,,,,-3.2,-5.1,2,1,5,0,0,1,53,0,2
116,Howard Eisley,PG,33,DEN,19,282,99%,1%,,,,-9.4,-10.4,13,3,5,0,7,1,95,0,4
117,Monta Ellis,SG,20,GSW,49,886,15%,77%,8%,,,-0.2,2.1,16,20,26,11,29,10,174,6,31
118,Francisco Elson,C,29,DEN,72,1579,,,,,100%,1.9,2.7,25,15,108,14,37,17,104,8,15
119,Melvin Ely,PF,27,CHA,57,1348,,,,59%,41%,-3.1,1.9,24,22,79,29,79,16,176,18,29
120,Maurice Evans,SG,27,DET,80,1139,,59%,41%,,,2.6,-7.6,11,16,44,6,32,1,141,5,6
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
121,Reggie Evans,PF,25,TOT,67,1393,,,2%,77%,21%,-7.9,-7.5,21,20,63,16,84,26,86,12,41
121,Reggie Evans,PF,25,SEA,41,788,,,3%,90%,7%,-9.0,-7.1,10,6,28,7,46,11,53,8,28
121,Reggie Evans,PF,25,DEN,26,605,,,,60%,40%,-6.5,-7.9,11,14,35,9,38,15,33,4,13
122,Daniel Ewing,SG,22,LAC,66,971,29%,67%,5%,,,-1.5,-4.4,33,7,31,6,17,6,180,1,9
123,Noel Felix,SF,24,SEA,12,82,,,88%,12%,,-3.9,-0.6,5,0,4,2,3,0,4,0,3
124,Raymond Felton,PG,21,CHA,80,2406,55%,45%,,,,-2.7,4.3,104,55,60,11,93,28,980,24,58
125,Michael Finley,SG,32,SAS,77,2038,,43%,53%,4%,,6.0,-4.4,31,19,57,6,21,5,262,3,12
126,Derek Fisher,PG,31,GSW,82,2589,96%,4%,,,,-0.9,2.5,95,40,76,15,82,49,790,17,35
127,Gerald Fitch,PG,23,MIA,18,239,99%,1%,,,,-1.1,-5.7,12,1,14,1,10,0,74,1,12
128,Marcus Fizer,PF,27,NOK,3,39,,,,83%,17%,-15.3,-12.3,1,0,1,1,0,0,2,0,1
129,Sharrod Ford,PF,24,PHO,3,13,,,,95%,5%,-37.2,-43.3,0,0,2,2,0,1,0,0,1
130,T.J. Ford,PG,22,MIL,72,2557,100%,,,,,0.0,3.4,136,51,77,12,91,15,1091,25,53
131,Danny Fortson,C,29,SEA,23,276,,,,1%,99%,9.8,14.0,2,0,16,14,20,10,5,8,10
132,Jeff Foster,C,29,IND,63,1581,,,,32%,68%,3.0,2.0,22,9,75,25,70,4,113,14,28
133,Adonal Foyle,C,30,GSW,77,1824,,,,,100%,-1.0,1.5,26,22,112,21,34,9,75,13,25
134,Richie Frahm,SG,28,TOT,33,342,,38%,62%,,,-2.9,-0.9,5,1,16,1,3,1,49,1,2
134,Richie Frahm,SG,28,MIN,25,225,,28%,72%,1%,,3.2,5.7,2,1,11,1,0,0,36,0,1
134,Richie Frahm,SG,28,HOU,8,117,,56%,44%,,,-14.6,-13.5,3,0,5,0,3,1,13,1,1
135,Steve Francis,PG-SG,28,TOT,70,2393,59%,41%,,,,-5.6,-4.0,96,54,72,21,165,12,754,35,37
135,Steve Francis,PG,28,ORL,46,1734,67%,33%,,,,-2.7,-2.7,69,39,52,17,117,7,577,24,30
135,Steve Francis,SG,28,NYK,24,659,38%,61%,1%,,,-13.2,-7.5,27,15,20,4,48,5,177,11,7
136,Channing Frye,C,22,NYK,65,1572,,,,39%,61%,-2.6,7.3,38,17,98,22,92,10,121,20,31
137,Dan Gadzuric,C,27,MIL,74,885,,,,6%,94%,-1.9,-0.9,11,6,107,14,45,10,56,15,22
138,Deng Gai,C,23,PHI,2,5,,,,,100%,-22.2,-20.3,0,0,0,0,0,0,0,0,0
139,Reece Gaines,PG,25,MIL,12,54,19%,81%,,,,-23.1,-22.1,0,1,1,0,2,1,6,0,0
140,Francisco García,SF,24,SAC,67,1301,,37%,62%,1%,,-0.8,-3.8,40,16,77,8,34,7,205,10,11
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
141,Kevin Garnett*,PF,29,MIN,76,2957,,,,84%,16%,0.6,10.8,73,36,85,35,187,13,653,48,36
142,Pat Garrity,PF,29,ORL,57,938,,,,97%,3%,-2.7,-2.0,17,7,50,11,8,8,87,2,5
143,Pau Gasol*,PF,25,MEM,80,3135,,,,57%,43%,5.5,4.9,99,83,98,32,243,22,916,45,114
144,Devean George,SF,28,LAL,71,1542,,14%,82%,4%,,2.5,0.0,21,17,72,14,29,12,155,4,18
145,Eddie Gill,PG,27,IND,41,122,100%,,,,,5.3,3.7,7,1,7,0,9,0,26,1,4
146,Manu Ginóbili*,SG,28,SAS,65,1813,,83%,17%,,,12.1,7.3,60,34,59,15,120,48,536,23,33
147,Gordan Giriček,SG,28,UTA,37,956,,79%,21%,,,-5.3,-2.7,24,18,25,11,23,13,135,6,13
148,Anthony Goldwire,PG,34,LAC,3,22,100%,,,,,-2.6,-4.5,1,0,0,0,0,0,4,0,0
149,Ryan Gomes,PF,23,BOS,61,1376,,1%,27%,69%,3%,0.4,3.1,11,21,38,16,68,4,140,10,32
150,Drew Gooden,PF,24,CLE,79,2174,,,,71%,29%,0.7,-4.1,25,30,95,20,120,20,121,28,59
151,Ben Gordon,SG,22,CHI,80,2482,1%,83%,15%,1%,,1.5,1.5,90,51,99,22,99,24,532,21,72
152,Joey Graham,SF,23,TOR,80,1581,,19%,77%,4%,,-4.5,-1.6,24,27,110,31,66,16,142,13,27
153,Stephen Graham,SG,23,TOT,22,175,1%,53%,45%,,,6.9,5.5,5,4,11,3,6,1,17,1,5
153,Stephen Graham,SG,23,HOU,6,38,,8%,92%,,,3.9,5.5,3,1,2,1,0,0,8,0,1
153,Stephen Graham,SG,23,CHI,3,20,,6%,94%,,,0.4,-0.6,0,0,1,0,1,0,2,0,0
153,Stephen Graham,SG,23,CLE,13,117,2%,76%,22%,,,8.9,6.5,2,3,8,2,5,1,7,1,4
154,Danny Granger,SF,22,IND,78,1765,,,27%,71%,2%,-1.6,-6.1,29,22,101,12,68,15,217,15,35
155,Brian Grant,C,33,PHO,21,248,,,,7%,94%,-2.7,-9.2,1,1,27,4,3,2,18,2,3
156,Devin Green,SG,23,LAL,27,135,,26%,73%,1%,,-14.5,-17.6,3,0,6,1,8,1,18,1,4
157,Gerald Green,SG,20,BOS,32,374,,59%,37%,4%,,-4.1,-2.7,5,8,19,0,18,0,38,3,2
158,Willie Green,SG,24,PHI,10,153,48%,52%,,,,-8.3,-6.6,7,4,3,1,1,1,13,1,2
159,Orien Greene,PG,23,BOS,80,1235,75%,25%,,,,-4.1,-3.6,47,34,69,22,23,5,284,3,13
160,Adrian Griffin,SG,31,DAL,52,1245,2%,85%,13%,,,9.0,3.5,17,11,52,3,23,6,204,3,18
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
161,Eddie Griffin,C,23,MIN,70,1359,,,,15%,85%,-5.6,-5.2,14,16,82,4,35,3,85,8,26
162,Anthony Grundy,SG,26,ATL,12,108,80%,20%,,,,12.7,18.6,3,2,5,4,7,1,18,2,1
163,Richard Hamilton,SG,27,DET,80,2825,,99%,1%,,,9.8,6.1,73,52,60,29,114,26,602,29,71
164,Zendon Hamilton,C,30,TOT,12,49,,,,,100%,-20.1,-22.6,2,2,0,1,7,0,0,2,4
164,Zendon Hamilton,C,30,CLE,11,46,,,,,100%,-17.1,-19.9,2,2,0,1,6,0,0,2,3
164,Zendon Hamilton,C,30,PHI,1,3,,,,,100%,-66.7,-64.8,0,0,0,0,1,0,0,0,1
165,Anfernee Hardaway,SF,34,NYK,4,72,,25%,74%,1%,,3.6,10.8,5,1,2,0,0,0,19,0,0
166,Matt Harpring,SF,29,UTA,71,1944,,28%,71%,1%,,-3.3,-0.1,45,22,86,27,118,13,214,24,54
167,Al Harrington,PF,25,ATL,76,2782,,,20%,73%,7%,-6.6,-4.0,82,41,129,40,150,24,531,33,71
