Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
21,Vin Baker,C,28,SEA,79,2849,,,,1%,99%,1.5,-1.0,51,54,102,56,175,21,347,44,106
22,Charles Barkley*,PF,36,HOU,20,620,,,20%,80%,,-2.0,-1.1,22,8,17,6,46,2,149,10,18
23,Dana Barros,PG,32,BOS,72,1139,100%,,,,,-5.5,-6.9,34,15,30,3,18,16,298,0,8
24,Brent Barry,SG,28,SEA,80,2726,,80%,20%,1%,,1.5,-0.7,89,17,97,21,57,37,627,16,19
25,Drew Barry,PG,26,TOT,16,159,76%,20%,4%,,,-8.3,-1.2,8,4,8,1,2,2,71,0,2
25,Drew Barry,PG,26,GSW,8,85,84%,13%,2%,,,-7.0,2.2,4,2,4,0,1,1,37,0,2
25,Drew Barry,PG,26,ATL,8,74,67%,28%,5%,,,-9.8,-5.1,4,2,4,1,1,1,34,0,0
26,Jon Barry,SG,30,SAC,62,1281,1%,97%,2%,,,6.1,6.5,54,13,46,6,28,23,332,5,22
27,Tony Battie,C,23,BOS,82,1505,,,,10%,90%,0.6,1.9,31,14,122,6,58,11,139,13,21
28,Jonathan Bender,SF,19,IND,24,130,,16%,65%,18%,,0.8,-5.7,1,2,10,2,10,2,7,3,5
29,Benoit Benjamin,C,35,CLE,3,8,,,,,100%,54.4,60.6,0,0,0,0,0,1,0,0,0
30,Corey Benjamin,SG,21,CHI,48,862,4%,76%,19%,1%,,-11.4,0.3,20,15,40,16,36,5,116,6,16
31,Mario Bennett,PF,26,LAC,1,3,,,,38%,62%,33.3,45.1,0,0,1,0,0,0,0,0,0
32,Travis Best,PG,27,IND,82,1691,100%,,,,,9.7,5.8,61,18,67,16,71,19,639,12,24
33,Mike Bibby,PG,21,VAN,82,3155,99%,1%,,,,-5.8,-3.8,157,47,61,15,74,25,1416,12,38
34,Chauncey Billups*,SG,23,DEN,13,305,41%,59%,,,,-4.1,-1.6,15,2,2,2,19,2,87,5,5
35,Mookie Blaylock,PG,32,GSW,73,2459,100%,,,,,-10.4,-3.4,110,18,59,1,26,12,1028,8,22
36,Corie Blount,PF,31,PHO,38,446,,,2%,39%,59%,6.7,1.0,7,5,25,10,13,10,23,4,12
37,Muggsy Bogues,PG,35,TOR,80,1731,100%,,,,,1.5,1.9,41,6,27,3,2,6,662,0,22
38,Etdrick Bohannon,PF,26,TOT,13,118,,,21%,78%,1%,-6.9,4.5,3,1,13,4,10,1,14,0,2
38,Etdrick Bohannon,PF,26,NYK,2,5,,,,100%,,-53.3,-55.4,1,0,0,1,2,0,0,0,0
38,Etdrick Bohannon,PF,26,LAC,11,113,,,22%,77%,2%,-4.8,7.1,2,1,13,3,8,1,14,0,2
39,Calvin Booth,C,23,WAS,11,143,,,,,100%,-3.5,-0.1,3,2,7,1,5,3,14,0,4
40,Lazaro Borrell,SF,27,SEA,17,167,,13%,73%,14%,,9.9,8.5,4,2,1,0,5,0,23,1,5
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
41,Cal Bowdler,SF,22,ATL,46,423,,,57%,42%,1%,-13.1,-9.3,4,8,24,4,15,2,30,4,10
42,Bruce Bowen,SF,28,TOT,69,878,,43%,56%,1%,,3.3,-0.7,11,4,29,3,18,13,73,1,9
42,Bruce Bowen,SF,28,PHI,42,311,,4%,94%,2%,,0.5,-0.7,2,1,6,1,5,5,34,0,2
42,Bruce Bowen,SF,28,MIA,27,567,,64%,35%,,,4.8,-0.7,9,3,23,2,13,8,39,1,7
43,Ryan Bowen,SF,24,DEN,52,589,,26%,61%,14%,,-1.4,1.5,10,2,50,0,22,10,44,5,11
44,Ira Bowman,SG,26,PHI,11,20,,92%,8%,,,-23.3,-24.5,1,0,0,0,0,0,2,0,0
45,Earl Boykins,PG,23,TOT,26,261,100%,,,,,-20.0,-15.2,12,1,6,1,5,3,104,1,2
45,Earl Boykins,PG,23,ORL,1,8,100%,,,,,33.3,32.9,0,0,0,0,0,0,7,0,0
45,Earl Boykins,PG,23,CLE,25,253,100%,,,,,-21.7,-16.7,12,1,6,1,5,3,97,1,2
46,Shawn Bradley,C,27,DAL,77,1901,,,,,100%,0.7,7.2,48,3,148,18,70,40,128,10,32
47,A.J. Bramlett,C,23,CLE,8,61,,,,46%,55%,-39.9,-34.4,0,0,7,2,0,2,0,0,2
48,Elton Brand,PF,20,CHI,81,2999,,,,40%,60%,-13.3,-6.6,42,80,95,48,209,25,354,50,121
49,Terrell Brandon,PG,29,MIN,71,2587,100%,,,,,6.8,10.3,119,31,68,6,60,27,1297,10,31
50,Chucky Brown,PF,31,TOT,63,1096,,,58%,40%,2%,2.7,-3.2,26,3,50,5,20,5,149,2,4
50,Chucky Brown,PF,31,SAS,30,602,,,97%,4%,,5.4,-2.5,17,2,28,1,11,1,90,1,2
50,Chucky Brown,PF,31,CHH,33,494,,,12%,84%,4%,-0.5,-4.0,9,1,22,4,9,4,59,1,2
51,Dee Brown,PG,31,TOR,38,673,77%,23%,,,,-0.5,-1.0,23,1,24,3,3,2,187,1,14
52,Marcus Brown,SG,25,DET,6,45,99%,1%,,,,-38.6,-39.0,2,0,5,0,1,0,6,0,1
53,P.J. Brown,PF,30,MIA,80,2302,,,,78%,22%,9.7,10.3,37,21,102,28,77,32,323,21,40
54,Randy Brown,PG,31,CHI,59,1625,98%,2%,,,,-18.6,-11.7,70,15,44,8,27,19,423,5,31
55,Rick Brunson,PG,27,NYK,37,289,61%,38%,1%,,,-9.4,-12.4,21,6,6,2,6,3,102,2,3
56,Kobe Bryant*,SG,21,LAL,66,2524,,97%,3%,,,9.9,4.9,69,51,94,14,156,13,699,49,52
57,Mark Bryant,PF,34,CLE,75,1712,,,3%,96%,1%,-4.1,3.3,24,18,71,31,33,22,137,6,17
58,Greg Buckner,SG,23,DAL,48,923,6%,41%,46%,7%,,1.2,5.5,13,4,58,9,19,28,131,6,12
59,Jud Buechler,SF,31,DET,58,657,,15%,75%,10%,,-0.2,-0.3,9,0,19,3,2,6,74,0,2
60,Rodney Buford,SG,22,MIA,34,386,7%,81%,12%,,,-3.9,-10.3,4,1,12,2,10,3,45,2,10
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
61,Matt Bullard,PF,32,HOU,56,1024,,,12%,52%,36%,-2.8,-2.2,23,4,35,4,13,9,151,2,15
62,Scott Burrell,SF,29,NJN,74,1336,,,26%,74%,,4.2,6.1,23,5,103,4,16,18,162,5,15
63,Jason Caffey,PF,26,GSW,71,2159,,,3%,58%,38%,-10.3,-2.6,36,37,96,40,128,21,266,23,78
64,Michael Cage,C,38,NJN,20,242,,,,35%,65%,-1.9,-2.2,1,2,15,1,1,3,20,1,1
65,Marcus Camby,C,25,NYK,59,1548,,,,39%,61%,5.3,5.3,27,11,95,17,92,20,110,17,26
66,Elden Campbell,C,31,CHH,78,2538,,,,10%,90%,2.5,-1.4,35,29,131,32,157,11,287,20,54
67,Antoine Carr,SF,38,VAN,21,221,,,57%,43%,,-16.6,-12.2,3,2,19,3,3,1,16,0,4
68,Chris Carr,SF-SG,25,TOT,57,1166,1%,35%,63%,2%,,-11.3,0.5,64,23,48,12,38,11,183,11,38
68,Chris Carr,SG,25,GSW,7,74,,82%,18%,,,-19.6,-10.7,4,0,4,1,7,0,6,1,4
68,Chris Carr,SF,25,CHI,50,1092,1%,32%,66%,2%,,-10.7,1.3,60,23,44,11,31,11,177,10,34
69,Anthony Carter,PG,24,MIA,79,1859,95%,6%,,,,2.7,-5.1,109,27,55,19,44,12,838,14,30
70,Vince Carter*,SF,23,TOR,82,3126,,48%,49%,3%,,4.0,17.5,65,34,104,41,211,30,717,41,71
71,Sam Cassell,PG,30,MIL,81,2899,96%,4%,,,,3.0,9.9,126,65,64,33,150,37,1591,23,44
72,Kelvin Cato,C,25,HOU,65,1581,,,,7%,93%,0.9,3.4,12,26,100,15,90,18,60,22,33
73,Duane Causwell,C,31,MIA,25,185,,,,,100%,-13.4,-19.7,0,2,23,3,13,1,4,4,3
74,Cedric Ceballos,SF,30,DAL,69,2064,1%,50%,40%,9%,,-4.6,-3.1,55,20,70,9,118,13,202,28,87
75,John Celestand,PG,22,LAL,16,185,89%,11%,,,,-4.0,-12.8,10,1,5,1,2,0,46,0,6
76,Rex Chapman,SG,32,PHO,53,957,6%,94%,,,,-1.3,-9.3,23,8,27,6,29,19,141,6,13
77,Calbert Cheaney,SG,28,BOS,67,1309,,76%,24%,,,-2.8,-3.4,22,11,59,5,7,14,182,3,6
78,Pete Chilcutt,PF,31,TOT,56,601,,,6%,72%,22%,-13.7,-8.8,11,4,36,1,2,6,62,0,3
78,Pete Chilcutt,PF,31,UTA,26,224,,,5%,75%,20%,-10.7,-16.4,5,1,15,1,0,1,22,0,2
78,Pete Chilcutt,PF,31,CLE,6,30,,,17%,50%,33%,-36.6,-30.8,0,0,0,0,0,1,3,0,0
78,Pete Chilcutt,PF,31,LAC,24,347,,,6%,71%,23%,-13.6,-2.1,6,3,21,0,2,4,37,0,1
79,Chris Childs,PG,32,NYK,71,1675,91%,9%,,,,0.0,-3.5,68,17,100,8,11,31,609,2,17
80,Doug Christie,SG,29,TOR,73,2264,34%,56%,9%,,,0.6,0.5,64,31,44,24,59,10,681,7,57
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
81,Keon Clark,C,24,DEN,81,1850,,,,43%,57%,-1.0,3.3,43,25,139,14,73,17,152,15,32
82,Keith Closs,C,23,LAC,57,820,,,,,100%,-10.3,1.9,9,12,62,2,35,3,58,9,13
83,Derrick Coleman,PF,32,CHH,74,2347,,,1%,83%,16%,1.1,-4.5,69,46,104,22,146,10,384,35,73
84,Bimbo Coles,PG,31,ATL,80,1924,100%,,,,,-4.7,0.3,45,23,64,11,30,21,623,6,31
85,Marty Conlon,C,32,LAC,3,9,,,,100%,,-30.2,-18.5,0,0,1,0,0,0,0,0,0
86,Tyrone Corbin,SF,37,SAC,54,941,,21%,77%,2%,,0.5,-1.4,12,8,30,4,11,2,127,4,18
87,Chris Crawford,PF,24,ATL,55,668,,,49%,47%,4%,-4.7,0.1,11,9,24,9,37,10,71,9,11
88,Austin Croshere,PF,24,IND,81,1885,,,2%,45%,53%,9.7,6.5,35,24,93,33,93,17,222,16,47
89,John Crotty,PG,30,DET,69,937,91%,9%,,,,3.6,4.7,27,13,33,7,24,10,271,3,20
90,Terry Cummings,PF,38,GSW,22,398,,,4%,71%,25%,-8.8,0.4,10,6,28,6,14,3,50,3,7
91,Vonteego Cummings,PG,23,GSW,75,1793,64%,36%,,,,-8.0,2.0,69,25,79,13,63,13,545,11,44
92,Bill Curley,SF-PF,27,TOT,28,309,,,37%,46%,17%,-15.1,-7.6,10,3,28,6,10,6,31,1,7
92,Bill Curley,PF,27,HOU,4,50,,,,7%,93%,-13.4,-12.4,2,1,5,1,0,3,0,0,0
92,Bill Curley,SF,27,GSW,24,259,,,44%,54%,2%,-15.4,-6.7,8,2,23,5,10,3,31,1,7
93,Dell Curry,SG,35,TOR,67,1095,24%,71%,5%,,,-0.1,-0.6,24,8,27,3,6,3,190,0,8
94,Michael Curry,SG,31,DET,82,1611,4%,94%,2%,,,-2.4,-3.9,40,12,79,13,55,29,195,12,18
95,Erick Dampier,C,24,GSW,21,495,,,,,100%,-9.4,-0.3,6,10,38,4,26,4,44,11,24
96,Antonio Daniels,SG,24,SAS,68,1195,4%,61%,35%,,,8.7,1.7,29,12,22,7,40,21,386,11,14
97,Kornél Dávid,SF,28,TOT,32,474,,1%,79%,20%,1%,-16.0,-5.3,11,7,14,6,20,2,36,2,2
97,Kornél Dávid,SF,28,CHI,26,443,,1%,85%,14%,,-16.0,-4.9,11,6,13,5,19,2,34,2,2
97,Kornél Dávid,SF,28,CLE,6,31,,,,94%,6%,-16.5,-10.6,0,1,1,1,1,0,2,0,0
98,Antonio Davis,C,31,TOR,79,2479,,,,6%,93%,0.7,0.9,28,37,126,26,158,35,245,30,89
99,Baron Davis,PG,20,CHH,82,1523,74%,27%,,,,2.0,-1.6,88,13,80,14,50,7,653,9,24
100,Ben Davis,PF,27,PHO,5,22,,,31%,58%,12%,-30.2,-36.2,2,1,0,0,0,0,4,0,2
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
101,Dale Davis,C,30,IND,74,2127,,,,64%,36%,6.1,-0.5,29,21,85,19,86,8,153,19,38
102,Emanual Davis,PG,31,SEA,54,701,29%,69%,2%,,,-0.6,-2.8,26,7,26,4,13,7,159,4,15
103,Hubert Davis,PG,29,DAL,79,1817,52%,47%,2%,,,-7.1,-7.4,33,11,40,13,25,14,326,6,10
104,Mark Davis,SF,26,GSW,23,464,,9%,87%,4%,,-4.6,5.1,21,6,26,5,21,5,79,7,8
105,Ricky Davis,SG,20,CHH,48,570,,49%,49%,2%,,-7.0,-11.7,27,8,20,2,18,1,132,6,9
106,Todd Day,SG,30,PHO,58,941,18%,65%,18%,,,10.6,6.3,25,5,62,10,39,10,141,5,17
107,Andrew DeClercq,C,26,CLE,82,1831,,,,47%,53%,-9.8,-7.0,29,30,143,33,69,37,113,14,54
108,Vinny Del Negro,PG,33,MIL,67,1211,46%,54%,,,,-6.6,-10.0,32,12,22,1,19,7,350,5,12
109,Tony Delk,PG,26,SAC,46,682,69%,31%,,,,11.3,11.6,13,10,22,2,21,5,114,3,20
110,Derrick Dial,SG,24,SAS,8,95,78%,23%,,,,7.5,0.0,2,0,5,2,3,3,11,1,1
111,Michael Dickerson,SG,24,VAN,82,3103,1%,98%,1%,,,-5.2,-0.7,61,40,101,29,130,11,468,28,92
112,Vlade Divac*,C,31,SAC,82,2374,,,,,100%,2.3,1.9,88,51,127,25,132,59,547,41,69
113,Michael Doleac,C,22,ORL,81,1335,,,,,100%,1.3,1.2,22,11,119,22,37,17,137,7,40
114,Sherman Douglas,PG,33,NJN,20,309,96%,4%,,,,-11.8,-12.9,17,4,6,1,10,5,73,2,6
115,Bryce Drew,PG,25,HOU,72,1293,85%,15%,,,,1.6,4.1,36,13,37,4,11,7,378,2,9
116,Chris Dudley,C,34,NYK,47,459,,,,9%,92%,-8.3,-11.7,5,3,38,6,5,8,12,3,7
117,Tim Duncan*,PF,23,SAS,74,2875,,,,65%,35%,9.9,8.8,91,69,100,41,247,19,503,45,98
118,Howard Eisley,PG,27,UTA,82,2096,66%,34%,,,,0.6,-8.6,80,20,71,15,23,15,758,4,31
119,Obinna Ekezie,PF,24,VAN,39,351,,,,32%,68%,-3.7,1.5,4,7,20,9,22,11,17,3,12
120,Mario Elie,SF,36,SAS,79,2217,,51%,49%,,,7.4,-0.3,75,17,57,11,44,9,405,3,35
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
121,Sean Elliott,SF,31,SAS,19,391,,,100%,,,10.7,3.5,9,4,12,2,9,0,60,2,8
122,Dale Ellis,SG,39,TOT,42,564,,28%,71%,,,4.4,3.2,9,2,8,5,5,3,32,3,3
122,Dale Ellis,SG,39,MIL,18,324,,34%,65%,1%,,8.5,8.7,3,0,3,2,4,2,16,3,2
122,Dale Ellis,SG,39,CHH,24,240,,21%,79%,,,-1.1,-4.4,6,2,5,3,1,1,16,0,1
123,LaPhonso Ellis,PF,29,ATL,58,1309,,,67%,31%,2%,-5.2,-0.5,23,8,54,11,40,8,131,7,24
124,Pervis Ellison,C,32,BOS,30,269,,,,11%,89%,-22.1,-23.1,4,1,28,5,9,4,26,1,3
125,Evan Eschmeyer,C,24,NJN,31,373,,,,3%,97%,-1.4,-1.7,8,3,41,6,14,2,44,4,16
126,Patrick Ewing*,C,37,NYK,62,2035,,,,,100%,2.9,1.8,32,40,82,35,129,12,131,28,48
127,Tony Farmer,PF,30,GSW,74,1199,,,2%,44%,55%,-4.9,6.1,27,20,53,22,85,25,160,13,31
128,Jamie Feick,C,25,NJN,81,2241,,,,10%,90%,0.1,-0.1,26,15,108,9,55,17,153,11,25
129,Danny Ferry,PF,33,CLE,63,1326,,,5%,72%,23%,-5.4,1.0,30,5,74,15,11,20,136,1,6
130,Michael Finley,SF,26,DAL,82,3464,,7%,61%,29%,3%,-2.7,3.2,119,38,74,14,117,37,992,22,77
131,Derek Fisher,PG,25,LAL,78,1803,100%,,,,,11.4,5.9,51,11,40,6,46,67,460,10,13
132,Danny Fortson,PF,23,BOS,55,856,,,9%,45%,46%,-0.4,0.3,12,11,68,28,73,17,62,19,36
133,Greg Foster,PF,31,SEA,60,718,,,,63%,37%,0.1,-2.0,18,3,50,5,5,5,99,2,7
134,Jeff Foster,C,23,IND,19,86,,,,47%,53%,-5.8,-12.4,0,2,10,0,10,0,12,1,2
135,Rick Fox,SF,30,LAL,82,1473,,2%,83%,16%,,7.3,-1.4,43,16,84,15,26,10,286,2,25
136,Adonal Foyle,C,24,GSW,76,1654,,,,2%,98%,-9.7,-0.9,23,15,116,14,45,18,89,13,28
137,Steve Francis,PG,22,HOU,77,2776,85%,14%,1%,,,-3.3,-7.2,121,69,62,38,131,19,1129,25,69
138,Todd Fuller,C,25,CHH,41,399,,,,,100%,-0.7,-4.0,2,2,26,7,19,0,10,3,18
139,Lawrence Funderburke,PF,29,SAC,75,1026,,,,97%,3%,2.4,1.0,8,10,31,12,66,14,79,19,33
140,Kevin Garnett*,PF,23,MIN,81,3243,,,5%,87%,7%,5.4,11.6,102,38,70,38,144,15,855,28,41
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
141,Dean Garrett,C,33,MIN,56,604,,,,32%,68%,4.0,1.0,8,5,45,3,11,8,40,2,10
142,Kiwane Lemorris Garris,SG,25,ORL,3,23,66%,34%,1%,,,9.9,9.4,0,0,0,0,0,1,4,0,2
143,Pat Garrity,SF,23,ORL,82,1479,,,45%,54%,1%,-1.3,-2.8,26,19,78,25,33,24,126,6,16
144,Chris Gatling,PF,32,TOT,85,1811,,,6%,52%,42%,-1.8,-1.3,58,40,79,42,148,40,162,46,61
144,Chris Gatling,PF,32,ORL,45,1041,,,,49%,51%,-0.7,-1.6,37,24,42,24,95,19,89,30,40
144,Chris Gatling,PF,32,DEN,40,770,,,15%,55%,30%,-3.4,-0.9,21,16,37,18,53,21,73,16,21
145,Matt Geiger,C,30,PHI,65,1406,,,,3%,97%,-2.0,-4.8,32,12,64,23,59,16,83,9,26
146,Devean George,SF,22,LAL,49,345,,2%,44%,54%,1%,3.4,-5.2,7,6,28,5,13,1,27,1,12
147,Kendall Gill,SF,31,NJN,76,2355,,24%,76%,,,-0.3,-1.0,38,16,78,16,102,14,463,15,79
148,Armen Gilliam,PF,35,UTA,50,782,,,25%,75%,,-4.2,-11.1,22,11,27,14,35,2,93,3,28
149,Dion Glover,SG,21,ATL,30,446,,93%,6%,1%,,-13.2,-9.5,6,13,14,7,30,3,57,14,16
150,Brian Grant,PF,27,POR,63,1322,,,,26%,74%,5.3,-3.8,22,19,59,20,64,7,143,10,45
151,Gary Grant,PG,34,POR,3,24,51%,49%,,,,-23.8,-31.9,2,0,1,0,0,0,2,0,1
152,Horace Grant,PF,34,SEA,76,2688,,,1%,90%,9%,2.5,2.2,36,10,108,7,38,28,441,11,17
153,Devin Gray,SF,27,HOU,21,124,,,74%,26%,,-7.6,-6.7,2,2,10,0,13,1,11,4,3
154,A.C. Green,PF,36,LAL,82,1929,,,,94%,6%,7.7,-0.8,19,18,53,7,33,18,177,6,25
155,Adrian Griffin,SG,25,BOS,72,1927,,99%,1%,,,-1.1,-1.0,37,29,95,10,62,14,397,9,39
156,Tom Gugliotta,PF,30,PHO,54,1767,,,,63%,37%,6.8,1.8,52,25,75,16,61,31,272,15,42
157,Darvin Ham,SF,26,MIL,35,792,,8%,92%,1%,,5.9,6.8,7,7,39,9,36,11,96,13,13
158,Richard Hamilton,SG,21,WAS,71,1373,12%,87%,2%,,,-3.8,-0.6,28,20,48,12,47,10,235,9,43
159,Thomas Hamilton,C,24,HOU,22,273,,,,,100%,-8.8,-8.2,10,10,15,0,11,1,35,4,14
160,Tom Hammonds,PF,32,MIN,56,372,,,4%,92%,4%,-13.0,-18.0,9,4,26,5,18,6,24,1,13
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
161,Anfernee Hardaway,SG,28,PHO,60,2253,1%,89%,10%,,,8.5,6.2,92,28,68,18,111,18,705,21,50
162,Tim Hardaway*,PG,33,MIA,52,1672,100%,,,,,8.0,4.6,85,15,32,9,33,10,834,3,13
163,Ron Harper,PG,36,LAL,80,2042,69%,31%,,,,7.2,-1.8,70,31,61,11,55,6,573,9,43
164,Matt Harpring,SF,23,ORL,4,63,,53%,45%,2%,,-2.9,-3.5,0,1,1,0,2,1,16,1,1
165,Al Harrington,PF,19,IND,50,854,,,92%,8%,,5.9,-0.5,26,17,41,8,41,16,83,5,24
166,Othella Harrington,PF,26,VAN,82,2677,,,,65%,35%,-7.0,-5.8,70,46,102,51,112,25,214,19,76
167,Lucious Harris,SG,29,NJN,77,1510,7%,90%,3%,,,0.7,0.8,24,4,34,4,32,17,221,3,17
168,Antonio Harvey,PF,29,POR,19,137,,,,33%,68%,15.5,7.9,4,3,12,3,5,2,11,2,4
169,Hersey Hawkins,SG,33,CHI,61,1622,4%,95%,1%,,,-15.1,-5.8,62,25,61,4,52,11,290,10,25
170,Michael Hawkins,PG,27,CHH,12,36,100%,,,,,11.3,8.4,0,0,1,0,0,0,26,0,1
171,Alan Henderson,PF,27,ATL,82,2775,,,,97%,3%,-6.0,-3.9,36,43,116,27,146,15,159,30,90
172,Cedric Henderson,SF,24,CLE,61,1107,,5%,91%,3%,,-8.9,-4.0,33,14,33,9,43,10,119,8,24
173,Mark Hendrickson,PF,25,TOT,15,71,,,16%,82%,2%,-15.6,-11.8,1,1,1,0,1,0,12,0,1
173,Mark Hendrickson,PF,25,CLE,10,47,,,,96%,4%,-19.8,-14.0,1,1,1,0,0,0,6,0,1
173,Mark Hendrickson,PF,25,NJN,5,24,,,48%,52%,,-7.4,-7.5,0,0,0,0,1,0,6,0,0
174,Chris Herren,PG,24,DEN,45,597,81%,19%,,,,-5.5,-3.3,22,6,25,5,15,6,239,2,16
175,Grant Hill*,SF,27,DET,74,2776,,,92%,8%,,2.2,7.7,112,49,79,31,244,40,885,70,73
176,Tyrone Hill,PF,31,PHI,68,2155,,,,78%,22%,1.9,1.7,29,25,76,34,118,13,116,21,82
177,Fred Hoiberg,SG,27,CHI,31,845,3%,61%,36%,,,-10.6,1.4,33,7,33,2,20,8,185,3,11
178,Derek Hood,PF,23,CHH,2,4,,,100%,,,-88.9,-92.0,0,0,0,0,0,0,0,0,0
179,Jeff Hornacek,SG,36,UTA,77,2133,,99%,1%,,,6.6,4.3,62,27,44,13,41,36,414,9,32
180,Robert Horry,PF,29,LAL,76,1685,,,1%,97%,3%,10.7,4.6,37,18,77,9,42,35,249,13,12
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
181,Allan Houston,SG,28,NYK,82,3169,9%,88%,3%,,,2.8,4.1,71,42,85,32,91,29,501,26,44
182,Juwan Howard,PF,26,WAS,82,2909,,,,73%,27%,-4.1,-2.9,85,36,100,63,106,9,546,32,90
