Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
26,Raja Bell,SG,24,PHI,5,30,,100%,,,,13.1,8.4,1,1,0,0,0,,0,0,0
27,Jonathan Bender,SF,20,IND,59,574,2%,34%,55%,8%,,-8.6,-10.1,11,13,39,12,31,,67,5,13
28,Corey Benjamin,PG,22,CHI,65,857,11%,80%,9%,,,-12.5,-2.8,24,12,54,14,38,,152,8,18
29,David Benoit,SF,32,UTA,49,446,,1%,82%,18%,,-0.9,-6.7,7,10,31,7,14,,48,1,14
30,Travis Best,PG,28,IND,77,2457,99%,1%,,,,1.9,5.1,78,25,103,18,77,,1053,15,41
31,Mike Bibby,PG,22,VAN,82,3190,95%,6%,,,,-6.4,-2.0,167,56,48,13,48,,1425,6,35
32,Chauncey Billups*,SG,24,MIN,77,1790,31%,67%,2%,,,1.3,-0.6,51,31,68,14,65,,540,13,48
33,Mookie Blaylock,PG,33,GSW,69,2352,100%,,,,,-7.4,5.7,90,24,70,3,31,,967,7,21
34,Corie Blount,PF,32,TOT,68,1305,,,3%,80%,17%,-12.1,-7.6,31,22,75,12,35,,126,4,27
34,Corie Blount,PF,32,PHO,30,387,,,6%,78%,16%,-0.5,-3.2,6,2,27,8,8,,18,2,5
34,Corie Blount,PF,32,GSW,38,918,,,2%,81%,17%,-16.9,-9.4,25,20,48,4,27,,108,2,22
35,Mark Blount,C,25,BOS,64,1098,,,,,100%,-3.5,-1.5,12,23,88,8,32,,74,6,21
36,Muggsy Bogues,PG,36,TOR,3,34,100%,,,,,-27.4,-30.2,2,2,0,0,0,,11,0,0
37,Etdrick Bohannon,PF,27,CLE,6,19,,,,43%,57%,20.7,25.6,0,0,1,1,1,,0,0,1
38,Calvin Booth,C,24,TOT,55,933,,,,7%,93%,-6.7,-3.7,21,10,76,12,31,,90,6,25
38,Calvin Booth,C,24,WAS,40,640,,,,,100%,-11.2,-4.7,9,8,45,11,19,,48,5,16
38,Calvin Booth,C,24,DAL,15,293,,,,21%,79%,3.1,-1.6,12,2,31,1,12,,42,1,9
39,Cal Bowdler,SF,23,ATL,44,375,,,8%,92%,,3.3,10.1,5,4,18,1,16,,11,2,12
40,Bruce Bowen,SF,29,MIA,82,2685,,6%,91%,3%,,2.7,0.3,44,20,82,4,55,,305,10,34
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
41,Ryan Bowen,SF,25,DEN,57,696,,11%,75%,14%,,-1.5,1.1,14,3,38,3,21,,62,8,17
42,Ira Bowman,PG,27,ATL,3,19,74%,27%,,,,-10.9,-5.1,0,1,0,0,0,,14,0,1
43,Earl Boykins,PG,24,LAC,10,149,100%,,,,,-3.2,0.1,7,2,0,0,6,,66,2,2
44,Shawn Bradley,C,28,DAL,82,2001,,,,,100%,10.5,11.8,39,17,137,14,80,,84,16,34
45,Elton Brand,PF,21,CHI,74,2906,,,2%,72%,26%,-8.7,6.1,64,77,100,34,192,,543,47,95
46,Terrell Brandon,PG,30,MIN,78,2821,100%,,,,,2.2,2.1,92,40,60,7,53,,1231,4,40
47,Chucky Brown,SF,32,TOT,26,339,,3%,76%,21%,,-5.0,0.9,4,1,12,3,16,,24,4,8
47,Chucky Brown,SF,32,GSW,6,74,,5%,66%,29%,,-1.4,8.4,0,1,3,1,4,,11,2,0
47,Chucky Brown,SF,32,CLE,20,265,,3%,79%,18%,,-6.0,-1.2,4,0,9,2,12,,13,2,8
48,Dee Brown,PG,32,ORL,7,155,100%,,,,,-9.7,-11.1,5,2,3,0,0,,27,0,0
49,P.J. Brown,C,31,CHH,80,2811,,,,23%,77%,4.7,7.6,43,29,116,22,89,,278,17,36
50,Randy Brown,PG,32,BOS,54,1238,100%,,,,,-2.2,0.4,35,14,50,6,11,,383,1,16
51,Rick Brunson,PG,28,TOT,22,208,81%,16%,3%,,,-2.5,-1.9,12,4,8,1,4,,76,1,6
51,Rick Brunson,PG,28,BOS,7,142,100%,,,,,-4.8,-2.4,6,3,6,0,3,,61,1,5
51,Rick Brunson,PG,28,NYK,15,66,41%,49%,10%,,,2.4,-0.7,6,1,2,1,1,,15,0,1
52,Kobe Bryant*,SG,22,LAL,68,2783,,65%,34%,,,6.4,8.8,67,82,78,42,221,,735,51,75
53,Mark Bryant,PF,35,DAL,18,101,,,14%,38%,48%,-9.4,-14.3,2,2,13,1,2,,8,1,1
54,Greg Buckner,SG,24,DAL,37,820,,62%,36%,2%,,5.7,1.4,8,9,47,6,38,,114,11,26
55,Jud Buechler,SF,32,DET,57,737,,14%,84%,2%,,0.6,3.0,11,5,27,6,3,,88,2,6
56,Rodney Buford,SF,23,PHI,47,573,,34%,65%,,,-0.6,-6.2,14,9,30,4,12,,37,1,6
57,Matt Bullard,PF,33,HOU,61,1000,,,1%,59%,41%,8.7,8.3,6,4,43,2,2,,96,1,5
58,Scott Burrell,SF,30,CHH,4,41,,65%,35%,,,-14.5,-17.1,0,0,3,0,2,,3,0,1
59,Jason Caffey,PF,27,MIL,70,1460,,,30%,62%,8%,-1.8,-9.4,13,24,72,29,99,,122,17,40
60,Marcus Camby,C,26,NYK,63,2127,,,,3%,98%,2.4,-1.6,19,14,96,12,111,,110,29,34
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
61,Elden Campbell,PF,32,CHH,78,2337,,,,76%,24%,3.5,2.5,29,48,122,45,180,,241,18,61
62,Brian Cardinal,PF,23,DET,15,126,,,19%,79%,2%,-14.0,-12.6,3,2,13,3,8,,6,2,3
63,Chris Carr,SG,26,BOS,35,309,3%,95%,2%,,,-10.9,-9.2,6,6,16,5,20,,27,0,6
64,Anthony Carter,PG,25,MIA,72,1630,56%,44%,1%,,,2.2,-0.6,74,26,62,14,28,,594,6,19
65,Vince Carter*,SF,24,TOR,75,2979,,31%,68%,2%,,5.5,11.6,78,39,83,22,172,,621,28,57
66,Sam Cassell,PG,31,MIL,76,2709,67%,33%,,,,3.2,-3.0,112,52,64,28,105,,1301,19,45
67,Kelvin Cato,C,26,HOU,35,624,,,,,100%,10.3,9.1,6,16,50,1,27,,28,4,8
68,Duane Causwell,C,32,MIA,31,384,,,,,100%,-10.8,-14.7,2,5,26,7,8,,10,1,13
69,Cedric Ceballos,SF,31,TOT,40,559,,36%,59%,5%,,-3.4,-5.2,11,13,32,3,17,,43,3,18
69,Cedric Ceballos,SF,31,DET,13,166,,44%,56%,,,-3.7,-2.0,4,4,9,0,3,,14,0,3
69,Cedric Ceballos,SF,31,MIA,27,393,,33%,61%,7%,,-3.3,-6.5,7,9,23,3,14,,29,3,15
70,Calbert Cheaney,SG,29,DEN,9,153,26%,60%,10%,4%,,11.0,13.8,4,0,8,1,1,,21,0,2
71,Chris Childs,PG,33,TOT,77,1859,99%,1%,,,,1.4,-2.3,106,19,87,21,16,,785,4,16
71,Chris Childs,PG,33,NYK,51,1309,99%,1%,,,,1.1,-3.1,63,11,52,15,11,,524,1,10
71,Chris Childs,PG,33,TOR,26,550,100%,,,,,2.3,-0.3,43,8,35,6,5,,261,3,6
72,Doug Christie,SG,30,SAC,81,2939,1%,89%,10%,,,6.4,1.0,76,41,74,16,91,,623,16,60
73,Keon Clark,PF,25,TOT,81,1720,,,,40%,60%,1.0,0.7,23,32,145,16,115,,158,28,60
73,Keon Clark,PF,25,DEN,35,752,,,,31%,69%,-1.2,1.5,13,14,58,13,48,,74,5,33
73,Keon Clark,PF,25,TOR,46,968,,,,48%,52%,2.6,0.1,10,18,87,3,67,,84,23,27
74,Mateen Cleaves,PG,23,DET,78,1268,63%,36%,1%,,,-1.9,-0.1,84,28,46,12,58,,452,11,28
75,John Coker,C,29,GSW,6,32,,,,,100%,1.5,11.2,1,0,3,0,0,,5,0,0
76,Derrick Coleman,PF,33,CHH,34,683,,,1%,85%,14%,-8.9,-13.7,17,16,32,4,38,,90,5,25
77,Bimbo Coles,PG,32,CLE,47,804,100%,,,,,-11.1,-7.8,27,12,27,7,21,,290,4,18
78,Jason Collier,C,23,HOU,23,222,,,,,100%,-13.0,-16.4,3,4,14,4,9,,14,0,12
79,Sean Colson,PG,25,TOT,13,44,100%,,,,,-35.2,-35.3,1,0,3,0,0,,20,0,1
79,Sean Colson,PG,25,ATL,3,14,100%,,,,,-65.1,-59.4,1,0,0,0,0,,6,0,0
79,Sean Colson,PG,25,HOU,10,30,100%,,,,,-21.3,-24.0,0,0,3,0,0,,14,0,1
80,Tyrone Corbin,SF,38,TOR,15,117,,27%,68%,4%,,-16.4,-19.6,1,2,7,0,2,,9,0,6
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
81,Chris Crawford,PF,25,ATL,47,901,,,58%,38%,4%,-8.3,-3.1,21,20,44,15,40,,87,9,21
82,Jamal Crawford,PG,20,CHI,61,1050,82%,18%,,,,-13.4,-4.2,55,21,33,2,11,,292,3,12
83,Austin Croshere,PF,25,IND,81,1874,,,13%,71%,16%,0.0,0.2,48,28,84,42,98,,201,14,63
84,John Crotty,PG,31,UTA,31,264,84%,16%,,,,1.2,-4.0,6,6,16,3,5,,77,0,6
85,Vonteego Cummings,PG,24,GSW,66,1495,68%,32%,,,,-13.9,-6.9,43,29,93,7,47,,472,12,35
86,Bill Curley,PF,28,TOT,20,192,,,6%,48%,47%,-8.2,0.5,6,3,26,6,8,,6,1,2
86,Bill Curley,PF,28,DAL,5,15,,,,87%,13%,-30.2,-34.9,2,0,1,0,2,,0,0,0
86,Bill Curley,PF,28,GSW,15,177,,,7%,44%,49%,-6.3,3.5,4,3,25,6,6,,6,1,2
87,Dell Curry,SG,36,TOR,71,956,60%,40%,,,,-3.7,-8.3,19,8,24,6,16,,157,4,14
88,Michael Curry,SG,32,DET,68,1485,,95%,5%,,,-4.4,-4.1,31,9,70,14,27,,301,5,12
89,Erick Dampier,C,25,GSW,43,1038,,,,,100%,-13.3,-4.9,27,31,67,14,53,,132,4,45
90,Antonio Daniels,PG,25,SAS,79,2060,36%,60%,4%,,,5.6,-7.0,69,24,44,6,55,,672,11,25
91,Kornél Dávid,SF,29,TOT,27,209,,,16%,79%,4%,-10.2,-11.7,3,1,11,3,7,,18,1,5
91,Kornél Dávid,SF,29,TOR,17,140,,,4%,91%,6%,-14.1,-17.3,2,1,8,2,7,,11,1,3
91,Kornél Dávid,SF,29,DET,10,69,,,42%,56%,1%,-2.3,-0.5,1,0,3,1,0,,7,0,2
92,Antonio Davis,C,32,TOR,78,2729,,,,13%,87%,4.9,7.3,36,44,114,33,185,,233,35,98
93,Baron Davis,PG,21,CHH,82,3192,98%,3%,,,,4.7,11.1,121,52,106,33,132,,1284,30,42
94,Dale Davis,C,31,POR,81,2162,,,,12%,88%,4.6,0.1,17,25,105,11,71,,229,20,39
95,Emanual Davis,SG,32,SEA,62,1290,16%,80%,4%,,,0.8,1.2,45,17,47,5,22,,293,4,20
96,Hubert Davis,PG,30,TOT,66,1692,65%,35%,,,,-0.2,-2.5,35,21,34,14,20,,232,4,20
96,Hubert Davis,PG,30,DAL,51,1261,56%,44%,,,,2.4,-3.1,24,14,26,9,13,,132,3,13
96,Hubert Davis,PG,30,WAS,15,431,92%,8%,,,,-7.9,-0.8,11,7,8,5,7,,100,1,7
97,Ricky Davis,SG,21,MIA,7,70,3%,44%,53%,,,19.6,17.4,3,2,2,0,2,,24,0,2
98,Terry Davis,PF,33,DEN,19,228,,,,52%,49%,-8.8,-6.8,0,1,10,3,7,,15,2,2
99,Todd Day,SG,31,MIN,31,345,,78%,22%,,,1.3,-0.3,11,4,22,6,12,,59,3,8
100,Andrew DeClercq,C,27,ORL,67,903,,,,25%,75%,7.8,8.7,16,9,110,14,37,,73,8,31
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
101,Vinny Del Negro,PG,34,TOT,65,922,64%,36%,,,,-1.4,1.6,24,7,29,0,10,,271,3,7
101,Vinny Del Negro,PG,34,GSW,29,396,37%,62%,,,,-9.3,0.4,10,2,12,0,2,,135,1,4
101,Vinny Del Negro,PG,34,PHO,36,526,84%,16%,,,,4.5,2.4,14,5,17,0,8,,136,2,3
102,Tony Delk,SG,27,PHO,82,2288,7%,83%,10%,,,2.1,-0.7,50,33,61,10,83,,342,18,62
103,Derrick Dial,SG,25,SAS,33,207,,63%,34%,4%,,9.4,0.5,5,3,5,2,7,,49,1,6
104,Michael Dickerson,SG,25,VAN,70,2618,,69%,31%,,,-5.8,0.9,61,54,78,31,100,,512,16,81
105,Vlade Divac*,C,32,SAC,81,2420,,,,,100%,5.8,-0.9,87,65,119,22,148,,521,31,84
106,Michael Doleac,C,23,ORL,77,1398,,,,,100%,3.1,3.2,29,12,150,13,21,,151,5,26
107,Keyon Dooling,PG,20,LAC,76,1237,98%,2%,,,,-0.6,3.9,46,28,45,7,64,,389,9,22
108,Sherman Douglas,PG,34,NJN,59,1094,100%,,,,,-5.8,-0.1,47,19,31,9,41,,302,10,26
109,Bryce Drew,PG,26,CHI,48,1305,97%,3%,,,,-7.1,4.9,45,8,37,3,2,,402,1,7
110,Chris Dudley,C,35,PHO,53,613,,,,2%,98%,3.2,1.0,0,7,40,8,13,,40,1,9
111,Tim Duncan*,PF,24,SAS,82,3174,,,,61%,39%,11.4,12.5,82,70,142,35,274,,554,53,102
112,Tyus Edney,PG,27,IND,24,263,100%,,,,,-8.5,-9.0,12,7,8,0,13,,115,1,12
113,Kevin Edwards,SG,35,VAN,46,634,,78%,21%,,,-2.2,4.6,21,8,17,3,16,,112,2,15
114,Howard Eisley,SG,28,DAL,82,2426,22%,67%,11%,1%,,3.4,-3.1,68,14,80,7,33,,652,7,23
115,Obinna Ekezie,PF,25,TOT,33,281,,,1%,6%,93%,-11.4,-4.6,3,4,25,5,24,,21,4,9
115,Obinna Ekezie,PF,25,WAS,29,273,,,,6%,94%,-9.0,-1.9,3,4,24,5,24,,21,4,8
115,Obinna Ekezie,PF,25,DAL,4,8,,,40%,23%,37%,-93.7,-98.5,0,0,1,0,0,,0,0,1
116,Khalid El-Amin,PG,21,CHI,50,936,100%,,,,,-11.5,-1.5,28,11,36,8,15,,302,3,21
117,Mario Elie,SG,37,PHO,68,1506,,87%,13%,,,3.1,1.2,42,12,34,2,28,,287,4,18
118,Sean Elliott,SF,32,SAS,52,1229,,1%,99%,,,7.1,-2.6,23,11,22,6,34,,181,10,38
119,LaPhonso Ellis,PF,30,MIN,82,1948,,,5%,85%,10%,0.6,-2.0,29,28,137,27,93,,199,23,33
120,Pervis Ellison,C,33,SEA,9,40,,,,31%,69%,7.8,7.9,3,0,4,0,0,,6,0,3
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
121,Evan Eschmeyer,C,25,NJN,74,1331,,,,7%,93%,1.6,11.0,21,16,112,9,48,,85,12,35
122,Patrick Ewing*,C,38,SEA,79,2107,,,,,100%,-4.0,-8.4,58,57,97,21,120,,210,23,72
123,Jamie Feick,C,26,NJN,6,149,,,,7%,93%,-3.9,1.8,5,1,7,1,5,,11,0,2
124,Danny Ferry,SF,34,SAS,80,1688,,,85%,15%,,12.7,6.7,34,3,77,7,4,,157,0,8
125,Michael Finley,SF,27,DAL,82,3443,,26%,65%,9%,,5.7,8.5,123,31,72,16,131,,841,22,68
126,Derek Fisher,PG,26,LAL,20,709,100%,,,,,12.7,10.8,12,10,17,4,18,,194,3,6
127,Marcus Fizer,PF,22,CHI,72,1580,,,1%,45%,54%,-13.8,-5.7,53,30,79,26,66,,168,19,55
128,Danny Fortson,PF,24,GSW,6,203,,,,92%,8%,-7.6,2.2,1,2,11,1,23,,12,6,6
129,Greg Foster,C,32,LAL,62,451,,,,3%,97%,-13.3,-19.2,8,6,38,3,5,,69,0,3
130,Jeff Foster,C,24,IND,71,1152,,,,17%,82%,3.7,5.3,19,10,72,16,32,,69,6,10
131,Rick Fox,SF,31,LAL,82,2291,,2%,95%,3%,,6.5,6.5,86,29,106,13,45,,556,12,42
132,Adonal Foyle,C,25,GSW,58,1457,,,,26%,74%,-10.5,-1.3,28,25,88,12,29,,101,6,37
133,Steve Francis,PG,23,HOU,80,3194,72%,28%,,,,3.2,3.7,124,67,75,32,151,,1149,35,72
134,Todd Fuller,C,26,MIA,10,77,,,,5%,95%,-4.9,-7.6,0,2,6,1,4,,3,0,2
135,Lawrence Funderburke,PF,30,SAC,59,698,,,2%,91%,7%,0.6,-6.7,6,14,18,5,34,,41,9,22
136,Rubén Garcés,PF,27,TOT,13,73,,,22%,42%,36%,13.0,12.5,0,2,5,2,4,,10,1,1
136,Rubén Garcés,PF,27,PHO,10,62,,,26%,49%,25%,0.7,-1.7,0,2,5,2,4,,8,1,1
136,Rubén Garcés,PF,27,GSW,3,11,,,,,100%,82.6,92.6,0,0,0,0,0,,2,0,0
137,Chris Garner,PG,25,GSW,8,149,100%,,,,,-6.8,2.9,3,5,6,0,1,,36,0,2
138,Kevin Garnett*,PF,24,MIN,81,3202,,,,48%,52%,3.3,8.8,84,59,82,28,189,,873,47,42
139,Dean Garrett,C,34,MIN,70,831,,,,1%,99%,-5.1,-8.4,3,9,57,4,16,,51,1,15
140,Pat Garrity,SF,24,ORL,76,1579,,,34%,65%,1%,-1.6,-4.3,20,18,109,18,40,,116,11,22
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
141,Chris Gatling,PF,33,CLE,74,1670,,,,42%,58%,-6.3,-2.6,47,30,68,26,97,,133,27,48
142,Matt Geiger,C,31,PHI,35,542,,,,21%,79%,4.4,-0.4,6,8,31,7,21,,30,2,15
143,Devean George,SF,23,LAL,59,593,,,88%,12%,,-6.6,-12.2,13,9,35,8,23,,41,3,19
144,Eddie Gill,PG,22,NJN,8,152,100%,,,,,-13.6,-8.3,7,2,3,1,3,,51,1,4
145,Kendall Gill,SG,32,NJN,31,892,,79%,21%,,,-5.1,0.8,18,16,25,5,39,,189,8,28
146,Dion Glover,SG,22,ATL,57,929,,58%,42%,,,-2.8,4.0,19,18,48,5,35,,149,6,29
147,Anthony Goldwire,PG,29,DEN,20,201,98%,2%,,,,-6.0,-3.8,11,3,5,0,6,,77,2,5
148,Steve Goodrich,PF,24,CHI,12,133,,,83%,17%,,-5.2,5.3,3,0,4,2,4,,12,1,1
149,Brian Grant,C,28,MIA,82,2771,,,,13%,87%,3.3,2.4,60,39,121,46,136,,221,34,117
150,Gary Grant,PG,35,POR,4,17,96%,4%,,,,12.1,7.6,0,0,1,0,0,,2,0,0
151,Horace Grant,PF,35,LAL,77,2390,,,,93%,7%,7.3,8.7,25,13,94,3,58,,266,12,28
152,A.C. Green,PF,37,MIA,82,1411,,,,47%,53%,3.6,1.6,13,19,41,6,44,,84,13,29
153,Adrian Griffin,SF,26,BOS,44,377,1%,71%,28%,,,-4.0,-1.7,2,8,19,4,11,,60,1,8
154,Tom Gugliotta,PF,31,PHO,57,1159,,,,32%,68%,2.8,0.6,26,13,66,7,28,,123,5,32
155,A.J. Guyton,PG,22,CHI,33,630,99%,1%,,,,-11.6,-1.5,14,6,18,0,5,,143,1,3
156,Darvin Ham,SF,27,MIL,29,540,,2%,89%,9%,,-2.1,-7.3,12,5,41,8,16,,57,5,12
157,Richard Hamilton,SF,22,WAS,78,2519,2%,38%,60%,,,-7.1,0.4,82,61,65,36,107,,480,26,91
158,Zendon Hamilton,C,25,LAC,3,19,,,,36%,64%,-23.7,-20.5,0,1,1,1,3,,0,0,1
159,Tom Hammonds,PF,33,MIN,7,30,,,24%,61%,15%,18.2,16.8,2,0,3,1,1,,3,0,0
160,Anfernee Hardaway,SG,29,PHO,4,112,,95%,5%,,,-4.6,-7.1,3,0,1,0,6,,31,1,1
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
161,Tim Hardaway*,PG,34,MIA,77,2613,100%,,,,,4.4,5.5,117,51,60,12,34,,1048,3,18
162,Ron Harper,PG,37,LAL,47,1139,94%,7%,,,,4.1,0.4,40,11,27,8,18,,251,5,19
163,Matt Harpring,SG,24,CLE,56,1615,,59%,41%,,,-5.5,-1.1,44,24,78,17,63,,216,10,40
164,Al Harrington,PF,20,IND,78,1892,,1%,70%,28%,1%,0.1,0.3,53,31,74,39,65,,287,11,48
165,Othella Harrington,C,27,TOT,74,1815,,,2%,57%,42%,-1.0,2.7,30,47,94,32,85,,122,23,52
165,Othella Harrington,C,27,VAN,44,1267,,,,69%,31%,-5.6,0.7,22,34,45,23,59,,76,14,43
165,Othella Harrington,C,27,NYK,30,548,,,5%,27%,68%,9.6,7.5,8,13,49,9,26,,46,9,9
166,Lucious Harris,SG,30,NJN,73,2071,2%,96%,3%,,,-5.2,1.0,38,20,59,5,58,,296,12,35
167,Jason Hart,PG,22,MIL,1,10,62%,38%,,,,-7.3,-11.4,2,0,0,0,0,,3,0,0
168,Antonio Harvey,PF,30,POR,12,72,,,,67%,33%,-16.7,-21.6,1,1,8,0,1,,10,0,2
169,Donnell Harvey,PF,20,DAL,18,65,,12%,51%,30%,7%,-3.3,-8.0,1,1,6,2,8,,4,2,1
170,Hersey Hawkins,SG,34,CHH,59,681,1%,96%,3%,,,-0.9,-4.0,8,9,23,2,19,,147,1,11
171,Michael Hawkins,PG,28,CLE,10,76,100%,,,,,-23.2,-18.8,5,1,7,0,0,,28,0,0
172,Alan Henderson,PF,28,ATL,73,1810,,,,79%,21%,-7.9,-3.7,36,50,75,19,124,,114,25,82
173,Cedric Henderson,SF,25,CLE,55,961,,14%,78%,7%,,-6.9,-2.8,36,12,46,4,20,,166,6,16
174,Chris Herren,PG,25,BOS,25,408,100%,,,,,0.4,3.2,9,8,11,2,6,,135,0,6
175,Grant Hill*,SF,28,ORL,4,133,,10%,83%,7%,,-10.3,-11.7,4,4,2,3,12,,56,2,4
176,Tyrone Hill,PF,32,PHI,76,2363,,,,86%,14%,4.2,-1.4,31,40,90,32,115,,106,23,48
177,Fred Hoiberg,SG,28,CHI,74,2247,9%,79%,12%,,,-9.6,1.7,50,16,80,6,61,,554,7,17
178,Robert Horry,PF,30,LAL,79,1587,,,13%,86%,1%,1.8,-3.4,50,15,83,9,21,,282,3,8
179,Eddie House,PG,22,MIA,50,550,83%,17%,,,,-0.8,-3.9,22,6,26,4,9,,108,0,7
180,Allan Houston,SG,29,NYK,78,2858,12%,81%,7%,,,1.9,-4.4,75,48,66,26,83,,382,13,59
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
181,Juwan Howard,PF,27,TOT,81,2974,,,19%,67%,15%,-1.9,2.3,97,50,106,54,163,,502,33,94
181,Juwan Howard,PF,27,WAS,54,1981,,,,80%,21%,-6.1,2.2,56,43,57,38,105,,346,22,68
