Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
8,Kenny Anderson,PG,29,BOS,82,2593,.440,13.7,,.777,.219,.166,.162,.229,.223,,.456,.495,.409,.375,.509,.386,,.287,.824,,.000,0,,.105,.391,,0,0
9,Nick Anderson,SG,32,SAC,72,2094,.391,17.7,,.492,.111,.165,.069,.147,.508,,.452,.644,.419,.407,.365,.332,,.638,.947,,.010,7,,.196,.321,,5,0
10,Shandon Anderson,SF,26,HOU,82,2700,.473,12.7,,.711,.380,.153,.080,.098,.289,,.523,.669,.345,.290,.421,.351,,.647,.962,,.028,20,,.404,.385,,0,0
11,Chris Anstey,C,25,CHI,73,1007,.442,11.6,,.984,.245,.220,.209,.313,.016,,.447,.607,.463,.368,.360,.167,,.706,1.000,,.055,18,,.000,,,1,0
12,Greg Anthony,PG,32,POR,82,1548,.406,19.4,,.440,.132,.038,.070,.200,.560,,.443,.618,.313,.310,.398,.378,,.395,.830,,.000,0,,.215,.400,,1,0
13,B.J. Armstrong,PG,32,CHI,27,583,.446,16.9,,.844,.086,.081,.156,.522,.156,,.446,.563,.400,.310,.474,.448,,.529,.769,,.000,0,,.138,.250,,0,0
14,Darrell Armstrong,PG,31,ORL,82,2590,.433,16.9,,.640,.197,.055,.133,.256,.360,,.485,.577,.311,.389,.500,.340,,.331,.577,,.020,19,,.112,.311,,2,0
15,Chucky Atkins,PG,25,ORL,82,1626,.424,16.0,,.780,.211,.090,.089,.390,.220,,.445,.571,.313,.348,.429,.350,,.206,.719,,.000,0,,.092,.600,,4,0
16,Stacey Augmon,SG,31,POR,59,692,.474,10.6,,.989,.366,.194,.137,.291,.011,,.480,.672,.382,.375,.353,.000,,.614,,,.057,10,,.000,,,1,0
17,Isaac Austin,C,30,WAS,59,1173,.429,10.1,,.989,.256,.267,.219,.247,.011,,.431,.556,.351,.312,.494,.250,,.680,1.000,,.068,23,,.500,.500,,0,0
18,Anthony Avent,PF,30,LAC,49,377,.302,9.1,,1.000,.365,.271,.302,.063,.000,,.302,.543,.192,.172,.000,,,.552,,,.010,1,,,,,0,0
19,William Avery,PG,20,MIN,59,484,.309,17.6,,.652,.204,.094,.072,.282,.348,,.322,.351,.353,.077,.353,.286,,.316,.833,,.000,0,,.222,.286,,1,0
20,Toby Bailey,SG,24,PHO,46,449,.414,12.3,,.929,.364,.129,.121,.314,.071,,.431,.608,.167,.471,.318,.200,,.607,1.000,,.079,11,,.500,.200,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
21,Vin Baker,C,28,SEA,79,2849,.455,10.3,,.993,.247,.292,.146,.307,.007,,.457,.609,.439,.279,.435,.250,,.613,1.000,,.026,28,,.000,,,0,0
22,Charles Barkley*,PF,36,HOU,20,620,.477,10.4,,.883,.378,.189,.176,.140,.117,,.510,.738,.357,.308,.355,.231,,.430,.667,,.050,10,,.231,.167,,0,0
23,Dana Barros,PG,32,BOS,72,1139,.451,18.4,,.669,.117,.067,.055,.430,.331,,.471,.529,.345,.417,.481,.410,,.445,.898,,.000,0,,.090,.385,,1,0
24,Brent Barry,SG,28,SEA,80,2726,.463,17.9,,.436,.173,.116,.045,.102,.564,,.529,.754,.354,.375,.417,.411,,.595,.939,,.035,24,,.211,.452,,2,0
25,Drew Barry,PG,26,TOT,16,159,.455,20.5,,.455,.091,.030,.030,.303,.545,,.533,1.000,1.000,.000,.400,.389,,.625,.714,,.000,0,,.000,,,0,0
25,Drew Barry,PG,26,GSW,8,85,.500,18.0,,.500,.167,.056,.056,.222,.500,,.667,1.000,1.000,.000,.500,.333,,.667,1.000,,.000,0,,.000,,,0,0
25,Drew Barry,PG,26,ATL,8,74,.400,23.5,,.400,.000,.000,.000,.400,.600,,.333,,,,.333,.444,,.500,.500,,.000,0,,.000,,,0,0
26,Jon Barry,SG,30,SAC,62,1281,.465,17.1,,.555,.205,.095,.046,.208,.445,,.495,.648,.273,.625,.417,.429,,.621,.742,,.006,2,,.240,.378,,0,0
27,Tony Battie,C,23,BOS,82,1505,.477,9.1,,.983,.303,.261,.240,.179,.017,,.483,.669,.383,.418,.402,.125,,.642,1.000,,.126,56,,.125,.000,,1,0
28,Jonathan Bender,SF,19,IND,24,130,.329,12.8,,.829,.200,.243,.171,.214,.171,,.362,.500,.353,.333,.267,.167,,.714,1.000,,.071,3,,.333,.000,,1,0
29,Benoit Benjamin,C,35,CLE,3,8,.333,4.3,,1.000,.333,.667,.000,.000,.000,,.333,1.000,.000,,,,,1.000,,,.000,0,,,,,0,0
30,Corey Benjamin,SG,21,CHI,48,862,.414,15.0,,.746,.251,.089,.154,.251,.254,,.437,.614,.355,.333,.352,.348,,.447,.935,,.083,26,,.157,.571,,2,0
31,Mario Bennett,PF,26,LAC,1,3,.000,8.6,,1.000,.667,.000,.333,.000,.000,,.000,.000,,.000,,,,,,,.333,0,,,,,0,0
32,Travis Best,PG,27,IND,82,1691,.483,14.5,,.834,.210,.118,.098,.408,.166,,.504,.619,.470,.400,.480,.376,,.169,.714,,.000,0,,.140,.538,,0,0
33,Mike Bibby,PG,21,VAN,82,3155,.445,15.2,,.794,.176,.115,.104,.400,.206,,.466,.547,.370,.477,.456,.363,,.288,.948,,.002,2,,.132,.500,,1,0
34,Chauncey Billups*,SG,23,DEN,13,305,.337,16.1,,.594,.218,.129,.089,.158,.406,,.450,.591,.308,.333,.438,.171,,.296,1.000,,.000,0,,.220,.111,,0,0
35,Mookie Blaylock,PG,32,GSW,73,2459,.391,18.1,,.640,.115,.067,.088,.370,.360,,.422,.677,.250,.270,.410,.336,,.398,.673,,.000,0,,.169,.314,,2,0
36,Corie Blount,PF,31,PHO,38,446,.494,7.4,,.978,.528,.281,.101,.067,.022,,.506,.681,.280,.111,.667,.000,,.773,,,.225,19,,.000,,,0,0
37,Muggsy Bogues,PG,35,TOR,80,1731,.439,16.3,,.858,.109,.045,.184,.520,.142,,.456,.487,.375,.470,.452,.333,,.593,.824,,.000,0,,.431,.273,,0,0
38,Etdrick Bohannon,PF,26,TOT,13,118,.538,6.3,,1.000,.692,.308,.000,.000,.000,,.538,.556,.500,,,,,.714,,,.462,3,,,,,0,0
38,Etdrick Bohannon,PF,26,NYK,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
38,Etdrick Bohannon,PF,26,LAC,11,113,.538,6.3,,1.000,.692,.308,.000,.000,.000,,.538,.556,.500,,,,,.714,,,.462,3,,,,,0,0
39,Calvin Booth,C,23,WAS,11,143,.348,7.4,,1.000,.239,.457,.239,.065,.000,,.348,.818,.286,.091,.000,,,.500,,,.130,6,,,,,0,0
40,Lazaro Borrell,SF,27,SEA,17,167,.444,10.6,,.952,.270,.238,.254,.190,.048,,.467,.706,.400,.250,.500,.000,,.679,,,.032,2,,.000,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
41,Cal Bowdler,SF,22,ATL,46,423,.426,10.5,,.991,.339,.157,.287,.209,.009,,.430,.590,.389,.364,.292,.000,,.694,,,.043,5,,.000,,,0,0
42,Bruce Bowen,SF,28,TOT,69,878,.371,14.6,,.701,.201,.160,.165,.175,.299,,.331,.641,.226,.094,.294,.466,,.689,1.000,,.010,2,,.431,.520,,0,0
42,Bruce Bowen,SF,28,PHI,42,311,.356,11.0,,.973,.192,.260,.247,.274,.027,,.352,.857,.263,.056,.350,.500,,.800,1.000,,.000,0,,1.000,.500,,0,0
42,Bruce Bowen,SF,28,MIA,27,567,.380,16.8,,.537,.207,.099,.116,.116,.463,,.308,.520,.167,.143,.214,.464,,.550,1.000,,.017,2,,.411,.522,,0,0
43,Ryan Bowen,SF,24,DEN,52,589,.393,9.6,,.923,.547,.231,.051,.094,.077,,.417,.531,.333,.000,.182,.111,,.600,1.000,,.026,3,,.556,.200,,0,0
44,Ira Bowman,SG,26,PHI,11,20,1.000,9.6,,1.000,.500,.000,.000,.500,.000,,1.000,1.000,,,1.000,,,1.000,,,.000,0,,,,,0,0
45,Earl Boykins,PG,23,TOT,26,261,.483,14.5,,.828,.129,.155,.302,.241,.172,,.500,.467,.500,.514,.500,.400,,.229,.750,,.000,0,,.100,.500,,1,0
45,Earl Boykins,PG,23,ORL,1,8,.750,7.0,,1.000,.250,.500,.000,.250,.000,,.750,1.000,1.000,,.000,,,.667,,,.000,0,,,,,0,0
45,Earl Boykins,PG,23,CLE,25,253,.473,14.7,,.821,.125,.143,.313,.241,.179,,.489,.429,.438,.514,.519,.400,,.200,.750,,.000,0,,.100,.500,,1,0
46,Shawn Bradley,C,27,DAL,77,1901,.479,8.5,,.991,.268,.443,.157,.123,.009,,.482,.651,.402,.425,.471,.200,,.642,.000,,.052,26,,.200,.000,,1,0
47,A.J. Bramlett,C,23,CLE,8,61,.190,4.6,,1.000,.524,.476,.000,.000,.000,,.190,.273,.100,,,,,.500,,,.048,1,,,,,0,0
48,Elton Brand,PF,20,CHI,81,2999,.482,8.1,,.998,.335,.375,.227,.062,.002,,.483,.609,.447,.375,.420,.000,,.638,,,.042,49,,.500,.000,,0,0
49,Terrell Brandon,PG,29,MIN,71,2587,.466,16.3,,.873,.142,.060,.178,.493,.127,,.476,.568,.413,.405,.482,.402,,.450,.849,,.001,1,,.121,.438,,6,0
50,Chucky Brown,PF,31,TOT,63,1096,.451,14.8,,.970,.119,.082,.195,.573,.030,,.459,.641,.519,.359,.447,.200,,.808,1.000,,.024,8,,.300,.000,,0,0
50,Chucky Brown,PF,31,SAS,30,602,.466,14.5,,.983,.102,.080,.210,.591,.017,,.468,.722,.500,.432,.433,.333,,.840,1.000,,.040,7,,.333,.000,,0,0
50,Chucky Brown,PF,31,CHH,33,494,.434,15.1,,.954,.138,.086,.178,.553,.046,,.448,.571,.538,.259,.464,.143,,.769,1.000,,.007,1,,.286,.000,,0,0
51,Dee Brown,PG,31,TOR,38,673,.360,21.8,,.275,.058,.008,.043,.167,.725,,.366,.400,.000,.182,.419,.358,,.615,.896,,.000,0,,.310,.310,,0,0
52,Marcus Brown,SG,25,DET,6,45,.286,18.4,,.500,.071,.143,.143,.143,.500,,.571,1.000,1.000,.000,.500,.000,,.500,,,.000,0,,.143,.000,,0,0
53,P.J. Brown,PF,30,MIA,80,2302,.480,11.3,,.999,.247,.167,.288,.297,.001,,.481,.687,.330,.446,.427,.000,,.789,,,.064,41,,.000,,,0,0
54,Randy Brown,PG,31,CHI,59,1625,.361,14.1,,.986,.218,.085,.156,.526,.014,,.359,.484,.189,.324,.345,.500,,.643,1.000,,.002,0,,.000,,,1,0
55,Rick Brunson,PG,27,NYK,37,289,.414,13.9,,.814,.314,.100,.071,.329,.186,,.474,.545,.143,.400,.522,.154,,.556,1.000,,.000,0,,.538,.286,,0,0
56,Kobe Bryant*,SG,21,LAL,66,2524,.468,12.8,,.878,.250,.170,.194,.265,.122,,.489,.706,.358,.397,.435,.319,,.429,.652,,.072,82,,.069,.200,,2,0
57,Mark Bryant,PF,34,CLE,75,1712,.503,7.2,,1.000,.283,.416,.217,.084,.000,,.503,.694,.472,.360,.379,,,.690,,,.038,13,,,,,0,0
58,Greg Buckner,SG,23,DAL,48,923,.476,9.6,,.888,.399,.279,.107,.103,.112,,.488,.613,.446,.280,.333,.385,,.505,.900,,.013,3,,.231,.167,,0,0
59,Jud Buechler,SF,31,DET,58,657,.353,19.5,,.468,.083,.077,.013,.295,.532,,.507,.846,.333,.000,.478,.217,,.811,1.000,,.000,0,,.530,.250,,0,0
60,Rodney Buford,SG,22,MIA,34,386,.411,15.3,,.808,.238,.086,.086,.397,.192,,.451,.667,.308,.231,.400,.241,,.673,1.000,,.079,11,,.379,.545,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
61,Matt Bullard,PF,32,HOU,56,1024,.409,20.1,,.479,.059,.059,.076,.285,.521,,.368,.400,.300,.154,.433,.446,,.750,.949,,.009,2,,.141,.400,,0,0
62,Scott Burrell,SF,29,NJN,74,1336,.394,19.9,,.446,.126,.048,.053,.220,.554,,.444,.547,.250,.545,.402,.353,,.675,.976,,.019,8,,.164,.316,,1,0
63,Jason Caffey,PF,26,GSW,71,2159,.479,7.0,,.997,.409,.376,.167,.044,.003,,.480,.674,.327,.389,.333,.000,,.647,,,.123,74,,.000,,,1,0
64,Michael Cage,C,38,NJN,20,242,.500,8.2,,1.000,.542,.292,.000,.167,.000,,.500,.538,.286,,.750,,,.583,,,.083,1,,,,,0,0
65,Marcus Camby,C,25,NYK,59,1548,.480,7.6,,.996,.510,.316,.134,.036,.004,,.480,.633,.282,.365,.471,.500,,.693,1.000,,.142,63,,.000,,,2,1
66,Elden Campbell,C,31,CHH,78,2538,.446,8.4,,.993,.281,.388,.251,.072,.007,,.450,.618,.401,.346,.417,.000,,.735,,,.086,65,,.167,.000,,0,0
67,Antoine Carr,SF,38,VAN,21,221,.438,12.1,,1.000,.125,.234,.297,.344,.000,,.438,.500,.600,.474,.273,,,.857,,,.016,1,,,,,0,0
68,Chris Carr,SF-SG,25,TOT,57,1166,.395,14.7,,.796,.179,.145,.214,.256,.204,,.415,.551,.278,.462,.362,.317,,.567,1.000,,.060,23,,.119,.333,,0,0
68,Chris Carr,SG,25,GSW,7,74,.333,14.8,,.758,.121,.091,.333,.212,.242,,.400,.750,.000,.455,.286,.125,,.400,1.000,,.000,0,,.000,,,0,0
68,Chris Carr,SF,25,CHI,50,1092,.400,14.7,,.799,.184,.149,.205,.259,.201,,.416,.541,.290,.463,.367,.333,,.578,1.000,,.065,23,,.129,.333,,0,0
69,Anthony Carter,PG,24,MIA,79,1859,.395,13.0,,.955,.314,.145,.138,.358,.045,,.407,.575,.351,.229,.352,.130,,.449,.667,,.012,4,,.087,.000,,5,0
70,Vince Carter*,SF,23,TOR,82,3126,.465,13.7,,.861,.217,.143,.207,.294,.139,,.475,.671,.397,.382,.433,.403,,.541,.821,,.082,131,,.131,.516,,5,0
71,Sam Cassell,PG,30,MIL,81,2899,.466,13.4,,.923,.158,.111,.379,.274,.077,,.481,.589,.400,.459,.480,.289,,.237,.615,,.000,0,,.189,.471,,3,0
72,Kelvin Cato,C,25,HOU,65,1581,.537,7.1,,.990,.575,.219,.112,.085,.010,,.543,.714,.318,.200,.412,.000,,.764,,,.321,114,,.250,.000,,1,0
73,Duane Causwell,C,31,MIA,25,185,.541,8.0,,1.000,.351,.351,.216,.081,.000,,.541,.769,.538,.125,.667,,,.750,,,.162,6,,,,,0,0
74,Cedric Ceballos,SF,30,DAL,69,2064,.446,11.7,,.866,.356,.163,.130,.218,.134,,.464,.636,.270,.308,.422,.328,,.553,.932,,.025,23,,.545,.425,,2,0
75,John Celestand,PG,22,LAL,16,185,.333,14.0,,.800,.267,.178,.067,.289,.200,,.361,.583,.375,.000,.231,.222,,.692,1.000,,.089,4,,.000,,,0,0
76,Rex Chapman,SG,32,PHO,53,957,.388,18.0,,.616,.075,.094,.138,.309,.384,,.421,.667,.333,.455,.374,.333,,.747,.976,,.000,0,,.398,.388,,1,0
77,Calbert Cheaney,SG,28,BOS,67,1309,.440,14.9,,.802,.121,.143,.187,.352,.198,,.466,.636,.487,.333,.469,.333,,.765,.944,,.018,5,,.593,.375,,0,0
78,Pete Chilcutt,PF,31,TOT,56,601,.417,16.0,,.795,.110,.118,.220,.346,.205,,.465,.643,.400,.464,.432,.231,,.787,1.000,,.016,2,,.154,.500,,0,0
78,Pete Chilcutt,PF,31,UTA,26,224,.355,15.8,,.839,.097,.113,.290,.339,.161,,.404,.500,.429,.389,.381,.100,,.714,1.000,,.000,0,,.100,1.000,,0,0
78,Pete Chilcutt,PF,31,CLE,6,30,.000,17.5,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0
78,Pete Chilcutt,PF,31,LAC,24,347,.492,16.2,,.746,.127,.127,.159,.333,.254,,.553,.750,.375,.600,.524,.313,,.846,1.000,,.032,2,,.188,.333,,0,0
79,Chris Childs,PG,32,NYK,71,1675,.409,17.6,,.709,.196,.059,.078,.375,.291,,.431,.486,.095,.393,.463,.356,,.541,.784,,.003,1,,.125,.231,,3,0
80,Doug Christie,SG,29,TOR,73,2264,.407,16.0,,.640,.216,.090,.135,.199,.360,,.434,.545,.377,.320,.414,.360,,.552,.919,,.035,24,,.415,.377,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
81,Keon Clark,C,24,DEN,81,1850,.542,7.7,,.985,.477,.288,.110,.110,.015,,.548,.750,.355,.345,.379,.125,,.660,.000,,.184,85,,.125,.000,,3,1
82,Keith Closs,C,23,LAC,57,820,.487,8.5,,.985,.447,.223,.162,.152,.015,,.495,.727,.250,.313,.367,.000,,.573,,,.274,51,,.000,,,1,0
83,Derrick Coleman,PF,32,CHH,74,2347,.456,12.0,,.856,.210,.224,.273,.149,.144,,.471,.718,.420,.378,.370,.362,,.714,.882,,.073,68,,.121,.353,,0,0
84,Bimbo Coles,PG,31,ATL,80,1924,.455,13.6,,.936,.165,.125,.315,.331,.064,,.472,.620,.342,.414,.502,.205,,.485,.625,,.003,2,,.128,.200,,4,0
85,Marty Conlon,C,32,LAC,3,9,.500,6.6,,1.000,.500,.000,.500,.000,.000,,.500,1.000,,.000,,,,.000,,,.000,0,,,,,0,0
86,Tyrone Corbin,SF,37,SAC,54,941,.356,15.7,,.822,.174,.117,.105,.425,.178,,.384,.581,.207,.308,.371,.227,,.846,1.000,,.000,0,,.091,.250,,0,0
87,Chris Crawford,PF,24,ATL,55,668,.397,11.6,,.882,.345,.214,.131,.192,.118,,.416,.582,.306,.233,.364,.259,,.571,1.000,,.066,13,,.148,.000,,0,0
88,Austin Croshere,PF,24,IND,81,1885,.441,13.1,,.734,.270,.167,.112,.185,.266,,.470,.636,.339,.370,.405,.362,,.449,.952,,.066,40,,.299,.442,,0,0
89,John Crotty,PG,30,DET,69,937,.422,16.4,,.681,.303,.064,.056,.259,.319,,.427,.487,.438,.286,.385,.413,,.507,.818,,.000,0,,.075,.333,,1,0
90,Terry Cummings,PF,38,GSW,22,398,.429,11.9,,1.000,.147,.192,.362,.299,.000,,.429,.615,.441,.328,.453,,,.671,,,.000,0,,,,,0,0
91,Vonteego Cummings,PG,23,GSW,75,1793,.405,15.1,,.769,.188,.137,.159,.285,.231,,.429,.585,.333,.337,.422,.325,,.440,.571,,.014,9,,.179,.333,,1,0
92,Bill Curley,SF-PF,27,TOT,28,309,.426,10.2,,.985,.250,.324,.162,.250,.015,,.433,.412,.500,.364,.412,.000,,.724,,,.015,0,,.000,,,0,0
92,Bill Curley,PF,27,HOU,4,50,.545,7.7,,1.000,.455,.273,.091,.182,.000,,.545,.800,.667,.000,.000,,,.833,,,.000,0,,,,,0,0
92,Bill Curley,SF,27,GSW,24,259,.404,10.7,,.982,.211,.333,.175,.263,.018,,.411,.250,.474,.400,.467,.000,,.696,,,.018,0,,.000,,,0,0
93,Dell Curry,SG,35,TOR,67,1095,.427,20.8,,.467,.042,.015,.042,.368,.533,,.467,.526,.286,.368,.479,.393,,.707,.947,,.000,0,,.421,.431,,0,0
94,Michael Curry,SG,31,DET,82,1611,.480,13.1,,.987,.309,.058,.142,.478,.013,,.484,.607,.500,.333,.448,.200,,.696,1.000,,.026,8,,.000,,,1,0
95,Erick Dampier,C,24,GSW,21,495,.405,7.7,,1.000,.358,.382,.202,.058,.000,,.405,.597,.303,.286,.300,,,.686,,,.087,13,,,,,0,0
96,Antonio Daniels,SG,24,SAS,68,1195,.474,12.6,,.808,.265,.166,.134,.244,.192,,.507,.725,.421,.283,.452,.333,,.440,.818,,.055,19,,.318,.286,,1,0
97,Kornél Dávid,SF,28,TOT,32,474,.427,13.2,,.981,.280,.115,.146,.439,.019,,.435,.523,.278,.217,.493,.000,,.701,,,.006,0,,.000,,,0,0
97,Kornél Dávid,SF,28,CHI,26,443,.426,13.3,,.980,.270,.115,.142,.453,.020,,.434,.525,.235,.238,.493,.000,,.698,,,.007,0,,.000,,,0,0
97,Kornél Dávid,SF,28,CLE,6,31,.444,11.1,,1.000,.444,.111,.222,.222,.000,,.444,.500,1.000,.000,.500,,,.750,,,.000,0,,,,,0,0
98,Antonio Davis,C,31,TOR,79,2479,.440,8.5,,1.000,.386,.301,.228,.086,.000,,.440,.596,.350,.315,.377,,,.687,,,.125,83,,,,,0,0
99,Baron Davis,PG,20,CHH,82,1523,.420,13.9,,.744,.379,.081,.097,.187,.256,,.488,.665,.286,.214,.358,.225,,.395,.720,,.060,25,,.018,.000,,1,0
100,Ben Davis,PF,27,PHO,5,22,.333,12.1,,1.000,.167,.333,.000,.500,.000,,.333,.000,.500,,.333,,,.500,,,.000,0,,,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
101,Dale Davis,C,30,IND,74,2127,.502,6.0,,1.000,.440,.354,.176,.030,.000,,.502,.679,.352,.387,.333,,,.619,,,.163,95,,,,,0,0
102,Emanual Davis,PG,31,SEA,54,701,.364,17.5,,.532,.109,.168,.082,.173,.468,,.419,.458,.297,.333,.553,.301,,.449,.903,,.014,0,,.311,.281,,0,0
103,Hubert Davis,PG,29,DAL,79,1817,.468,17.5,,.640,.110,.123,.099,.308,.360,,.455,.529,.404,.370,.476,.491,,.467,.854,,.000,0,,.108,.611,,0,0
104,Mark Davis,SF,26,GSW,23,464,.409,8.6,,.985,.467,.270,.066,.182,.015,,.415,.578,.270,.000,.360,.000,,.643,,,.095,12,,.000,,,0,0
105,Ricky Davis,SG,20,CHH,48,570,.503,12.1,,.979,.358,.064,.150,.406,.021,,.514,.716,.583,.214,.434,.000,,.723,,,.139,25,,.000,,,2,0
106,Todd Day,SG,30,PHO,58,941,.394,16.9,,.500,.248,.088,.064,.103,.500,,.400,.561,.310,.048,.294,.388,,.561,.922,,.006,1,,.303,.400,,0,0
107,Andrew DeClercq,C,26,CLE,82,1831,.508,5.7,,1.000,.540,.273,.147,.041,.000,,.508,.644,.421,.185,.444,,,.756,,,.129,50,,,,,0,0
108,Vinny Del Negro,PG,33,MIL,67,1211,.471,15.5,,.926,.065,.071,.302,.489,.074,,.482,.667,.348,.429,.509,.333,,.697,.875,,.000,0,,.417,.400,,0,0
109,Tony Delk,PG,26,SAC,46,682,.430,14.1,,.857,.179,.183,.158,.337,.143,,.464,.600,.431,.318,.479,.225,,.577,.222,,.011,3,,.100,.000,,2,0
110,Derrick Dial,SG,24,SAS,8,95,.370,14.1,,.739,.261,.087,.109,.283,.261,,.412,.750,.000,.000,.385,.250,,.214,1.000,,.022,1,,.333,.250,,0,0
111,Michael Dickerson,SG,24,VAN,82,3103,.436,13.5,,.771,.227,.150,.146,.249,.229,,.444,.667,.305,.303,.408,.409,,.637,.924,,.049,56,,.388,.442,,0,0
112,Vlade Divac*,C,31,SAC,82,2374,.503,8.8,,.966,.352,.351,.063,.200,.034,,.511,.680,.433,.333,.405,.269,,.578,.714,,.050,37,,.115,.667,,1,0
113,Michael Doleac,C,22,ORL,81,1335,.452,12.7,,.996,.174,.166,.234,.422,.004,,.452,.570,.303,.360,.513,.500,,.801,1.000,,.036,14,,.500,.000,,0,0
114,Sherman Douglas,PG,33,NJN,20,309,.500,13.5,,.822,.322,.111,.078,.311,.178,,.541,.586,.400,.429,.571,.313,,.375,.600,,.000,0,,.000,,,0,0
115,Bryce Drew,PG,25,HOU,72,1293,.383,17.5,,.605,.114,.133,.119,.240,.395,,.396,.574,.418,.306,.343,.362,,.424,.712,,.000,0,,.184,.433,,3,0
